       Step     Time          Energy          fmax
MDMin:    0 05:13:07    -2397.435943        0.144962
MDMin:    1 05:13:10    -2397.435942        0.144911
MDMin:    2 05:13:11    -2397.435941        0.144759
MDMin:    3 05:13:14    -2397.435940        0.144505
MDMin:    4 05:13:15    -2397.435938        0.144151
MDMin:    5 05:13:17    -2397.435935        0.143696
MDMin:    6 05:13:18    -2397.435931        0.143141
MDMin:    7 05:13:20    -2397.435927        0.142486
MDMin:    8 05:13:22    -2397.435923        0.141733
MDMin:    9 05:13:25    -2397.435917        0.140882
MDMin:   10 05:13:27    -2397.435911        0.139934
MDMin:   11 05:13:28    -2397.435905        0.138891
MDMin:   12 05:13:30    -2397.435898        0.137754
MDMin:   13 05:13:32    -2397.435890        0.136524
MDMin:   14 05:13:33    -2397.435882        0.135203
MDMin:   15 05:13:35    -2397.435873        0.133792
MDMin:   16 05:13:37    -2397.435864        0.132294
MDMin:   17 05:13:39    -2397.435854        0.130709
MDMin:   18 05:13:41    -2397.435843        0.129041
MDMin:   19 05:13:43    -2397.435832        0.127291
MDMin:   20 05:13:45    -2397.435821        0.125462
MDMin:   21 05:13:47    -2397.435808        0.123556
MDMin:   22 05:13:49    -2397.435796        0.121575
MDMin:   23 05:13:51    -2397.435783        0.119523
MDMin:   24 05:13:53    -2397.435769        0.117401
MDMin:   25 05:13:55    -2397.435755        0.115214
MDMin:   26 05:13:57    -2397.435741        0.112964
MDMin:   27 05:13:59    -2397.435726        0.110654
MDMin:   28 05:14:01    -2397.435710        0.108287
MDMin:   29 05:14:02    -2397.435695        0.105867
MDMin:   30 05:14:03    -2397.435678        0.103398
MDMin:   31 05:14:05    -2397.435662        0.100883
MDMin:   32 05:14:06    -2397.435645        0.098326
MDMin:   33 05:14:08    -2397.435628        0.095731
MDMin:   34 05:14:10    -2397.435610        0.093101
MDMin:   35 05:14:12    -2397.435593        0.090442
MDMin:   36 05:14:14    -2397.435575        0.087757
MDMin:   37 05:14:16    -2397.435556        0.085050
MDMin:   38 05:14:18    -2397.435538        0.082326
MDMin:   39 05:14:20    -2397.435519        0.079590
MDMin:   40 05:14:22    -2397.435500        0.076847
MDMin:   41 05:14:23    -2397.435481        0.074100
MDMin:   42 05:14:25    -2397.435462        0.071355
MDMin:   43 05:14:27    -2397.435443        0.068616
MDMin:   44 05:14:29    -2397.435424        0.065889
MDMin:   45 05:14:31    -2397.435405        0.063179
MDMin:   46 05:14:33    -2397.435385        0.060490
MDMin:   47 05:14:35    -2397.435366        0.057827
MDMin:   48 05:14:37    -2397.435347        0.055196
MDMin:   49 05:14:39    -2397.435328        0.052601
MDMin:   50 05:14:41    -2397.435309        0.050048
MDMin:   51 05:14:43    -2397.435290        0.047543
