Node: d1029  Start: Mon Jun 22 05:06:12 AM EDT 2026
LAMMPS (11 Feb 2026 - Development - patch_11Feb2026-99-gb75dfcc930-modified)
W0622 05:06:54.878000 2876450 site-packages/torch/fx/_symbolic_trace.py:56] is_fx_tracing will return true for both fx.symbolic_trace and torch.export. Please use is_fx_tracing_symbolic_tracing() for specifically fx.symbolic_trace or torch.compiler.is_compiling() for specifically torch.export/compile.
KOKKOS mode with Kokkos version 5.0.2 is enabled
  using double precision
  using view layout = legacy
  will use up to 1 GPU(s) per node
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (-0.0045823087 -0.0045823087 -0.0045823087) to (17.859582 17.859582 17.859582)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  500 atoms
  reading velocities ...
  500 velocities
  read_data CPU = 0.195 seconds

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:
- KOKKOS package: https://doi.org/10.1145/3731599.3767498
The log file lists these citations in BibTeX format.

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 8
  ghost atom cutoff = 8
  binsize = 8, bins = 3 3 3
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair mliap/kk, perpetual
      attributes: full, newton on, kokkos_device
      pair build: full/bin/kk/device
      stencil: full/bin/3d
      bin: kk/device
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.0005
Per MPI rank memory allocation (min/avg/max) = 112.8 | 112.8 | 112.8 Mbytes
   Step          Time           Temp          PotEng         KinEng         Press          Volume           Lx             Ly             Lz      
         0   0              600           -3250.6152      38.700487      7250.8246      5700.9619      17.864165      17.864165      17.864165    
       100   0.05           190.39702     -3224.1934      12.280762      26712.609      5700.9651      17.864168      17.864168      17.864168    
       200   0.1            287.35647     -3230.4478      18.534726      22043.619      5700.9768      17.86418       17.86418       17.86418     
       300   0.15           286.38239     -3230.3859      18.471897      20181.603      5700.9957      17.8642        17.8642        17.8642      
       400   0.2            311.19672     -3231.9876      20.072441      18863.217      5701.0215      17.864227      17.864227      17.864227    
       500   0.25           314.50797     -3232.2025      20.286019      22138.579      5701.0545      17.864261      17.864261      17.864261    
       600   0.3            306.52255     -3231.6888      19.770953      20995.09       5701.0952      17.864304      17.864304      17.864304    
       700   0.35           310.91122     -3231.9735      20.054026      19909.804      5701.1432      17.864354      17.864354      17.864354    
       800   0.4            308.94355     -3231.8485      19.92711       23528.696      5701.1983      17.864412      17.864412      17.864412    
       900   0.45           307.16856     -3231.7359      19.812622      21203.093      5701.2612      17.864477      17.864477      17.864477    
      1000   0.5            312.55437     -3232.0856      20.160011      20520.485      5701.3316      17.864551      17.864551      17.864551    
      1100   0.55           311.04008     -3231.9903      20.062338      20592.797      5701.4092      17.864632      17.864632      17.864632    
      1200   0.6            307.52258     -3231.7658      19.835456      20702.868      5701.4941      17.864721      17.864721      17.864721    
      1300   0.65           318.33698     -3232.4661      20.532994      23506.012      5701.5862      17.864817      17.864817      17.864817    
      1400   0.7            302.63914     -3231.4565      19.52047       22072.255      5701.6863      17.864921      17.864921      17.864921    
      1500   0.75           317.15704     -3232.3961      20.456887      21552.289      5701.7941      17.865034      17.865034      17.865034    
      1600   0.8            297.84154     -3231.1533      19.211021      21667.675      5701.9096      17.865154      17.865154      17.865154    
      1700   0.85           311.42541     -3232.0328      20.087192      20495.336      5702.0326      17.865283      17.865283      17.865283    
      1800   0.9            314.58575     -3232.2402      20.291036      22854.172      5702.163       17.865419      17.865419      17.865419    
      1900   0.95           308.78242     -3231.8695      19.916717      20865.679      5702.3013      17.865564      17.865564      17.865564    
      2000   1              314.13064     -3232.218       20.261681      18122.23       5702.447       17.865716      17.865716      17.865716    
      2100   1.05           300.62492     -3231.3503      19.390552      19943.141      5702.5993      17.865875      17.865875      17.865875    
      2200   1.1            300.87904     -3231.3706      19.406942      19803.041      5702.7583      17.866041      17.866041      17.866041    
      2300   1.15           308.40604     -3231.8599      19.89244       17766.795      5702.924       17.866214      17.866214      17.866214    
      2400   1.2            315.10527     -3232.2961      20.324546      19567.959      5703.0962      17.866394      17.866394      17.866394    
      2500   1.25           311.82444     -3232.0886      20.11293       20098.412      5703.2754      17.866581      17.866581      17.866581    
      2600   1.3            303.64978     -3231.5655      19.585657      19575.451      5703.4617      17.866775      17.866775      17.866775    
      2700   1.35           313.93075     -3232.2331      20.248788      20672.693      5703.655       17.866977      17.866977      17.866977    
      2800   1.4            312.49907     -3232.1455      20.156444      19540.836      5703.8556      17.867187      17.867187      17.867187    
      2900   1.45           310.30103     -3232.0083      20.014669      20802.306      5704.0633      17.867404      17.867404      17.867404    
      3000   1.5            320.1154      -3232.6461      20.647703      18011.704      5704.2783      17.867628      17.867628      17.867628    
      3100   1.55           309.92403     -3231.9935      19.990352      19320.156      5704.5         17.867859      17.867859      17.867859    
      3200   1.6            305.63264     -3231.7215      19.713554      19684.672      5704.7284      17.868098      17.868098      17.868098    
      3300   1.65           298.2403      -3231.2495      19.236741      20023.822      5704.9638      17.868344      17.868344      17.868344    
      3400   1.7            309.50525     -3231.9813      19.96334       19223.375      5705.206       17.868597      17.868597      17.868597    
      3500   1.75           309.17658     -3231.9653      19.942141      18631.628      5705.455       17.868857      17.868857      17.868857    
      3600   1.8            311.91319     -3232.1468      20.118654      18400.843      5705.7106      17.869123      17.869123      17.869123    
      3700   1.85           319.2583      -3232.6261      20.59242       19020.252      5705.9727      17.869397      17.869397      17.869397    
      3800   1.9            302.05971     -3231.5222      19.483097      21111.06       5706.2419      17.869678      17.869678      17.869678    
      3900   1.95           304.26844     -3231.6703      19.625561      19274.245      5706.5182      17.869966      17.869966      17.869966    
      4000   2              313.23734     -3232.2545      20.204063      17933.55       5706.8015      17.870262      17.870262      17.870262    
      4100   2.05           312.21159     -3232.194       20.137901      18123.834      5707.0912      17.870565      17.870565      17.870565    
      4200   2.1            310.66629     -3232.1         20.038228      19575.993      5707.3875      17.870874      17.870874      17.870874    
      4300   2.15           307.44165     -3231.8979      19.830236      19742.962      5707.6907      17.87119       17.87119       17.87119     
      4400   2.2            318.62149     -3232.6252      20.551345      19442.364      5708.0007      17.871514      17.871514      17.871514    
