# Hastelloy N H MSD — Notebook 11
# columns: t_ps  MSD_300K  MSD_400K  MSD_600K  MSD_800K  (Å²)
# t_ps  MSD_300K  MSD_400K  MSD_600K  MSD_800K
1.950000000000000000e+01 8.017829778296854670e-02 1.300867452139192970e+00 3.711543858580607314e+00 1.715003805077353149e+01
2.000000000000000000e+01 8.128370376516086404e-02 1.323077590973442907e+00 3.677726095735519340e+00 1.751750349031314968e+01
2.050000000000000000e+01 8.056674315958904653e-02 1.332405530270136973e+00 3.722640884589301091e+00 1.789054225170218970e+01
2.100000000000000000e+01 8.439443689342014665e-02 1.352544697159835607e+00 3.830995575310872869e+00 1.834179644364626327e+01
2.150000000000000000e+01 8.200922950068589845e-02 1.377831071197668011e+00 3.877304266203383865e+00 1.875889617505369955e+01
2.200000000000000000e+01 8.144887457618395221e-02 1.392262447131640490e+00 4.014293614117324438e+00 1.919908665831548333e+01
2.250000000000000000e+01 8.105361200405221400e-02 1.403125775628296656e+00 4.080444183339420938e+00 1.961999263987717868e+01
2.300000000000000000e+01 8.207640729017183501e-02 1.423549585086391955e+00 4.145928646488300728e+00 2.005060706037043872e+01
2.350000000000000000e+01 8.080592017166438046e-02 1.415814061015680858e+00 4.162292355712072123e+00 2.046258506855127735e+01
2.400000000000000000e+01 8.029728152518925133e-02 1.410062969293668367e+00 4.200593305879746886e+00 2.098731046271605649e+01
2.450000000000000000e+01 7.917661498223141359e-02 1.415663397907782395e+00 4.189976112255105356e+00 2.150105087561525963e+01
2.500000000000000000e+01 8.103314163480358767e-02 1.424978660307580913e+00 4.237221413384262725e+00 2.199601350189076143e+01
2.550000000000000000e+01 8.100165562062068558e-02 1.433410310203586224e+00 4.204003579251505585e+00 2.247207860281214664e+01
2.600000000000000000e+01 8.071159712325744195e-02 1.451659642616563106e+00 4.262923167477420172e+00 2.296089241332469655e+01
2.650000000000000000e+01 8.152154255400552441e-02 1.468512045230179641e+00 4.333711139973381421e+00 2.343000068933097779e+01
2.700000000000000000e+01 8.219724571831377169e-02 1.491135068006772757e+00 4.340793505475812886e+00 2.380683317005388488e+01
2.750000000000000000e+01 8.302694963160443808e-02 1.515194778543706988e+00 4.363359304015882678e+00 2.417685044250761806e+01
2.800000000000000000e+01 8.121074219307959641e-02 1.537655245992526121e+00 4.394642758504558877e+00 2.456030667420358071e+01
2.850000000000000000e+01 8.026624923441827431e-02 1.531392032704709472e+00 4.404499412842004524e+00 2.499806706483197871e+01
2.900000000000000000e+01 8.194256202404714973e-02 1.560571088148648755e+00 4.411116462466560861e+00 2.542525639298685292e+01
2.950000000000000000e+01 8.184242164653261764e-02 1.589032253717267418e+00 4.506396761596600520e+00 2.581270386125118677e+01
3.000000000000000000e+01 8.020364513060376788e-02 1.614900307670090074e+00 4.550739004298439028e+00 2.627822871371838787e+01
3.050000000000000000e+01 8.232975272777778852e-02 1.636831748587083357e+00 4.578831872822815896e+00 2.676650414754993079e+01
3.100000000000000000e+01 8.368240671042388723e-02 1.661432927928839343e+00 4.651652177269889776e+00 2.719908511626785597e+01
3.150000000000000000e+01 8.178875169443673709e-02 1.693058600997079166e+00 4.709892440181707940e+00 2.758624529033541961e+01
3.200000000000000000e+01 8.271699515720254414e-02 1.731095489452540104e+00 4.764929287649359857e+00 2.795601400784732959e+01
3.250000000000000000e+01 8.131180127500002575e-02 1.733362882005641037e+00 4.828450604853130379e+00 2.832699375499895922e+01
3.300000000000000000e+01 7.951131422313591213e-02 1.750544345893867426e+00 4.900478075258069666e+00 2.869306238042744894e+01
3.350000000000000000e+01 8.294737766025106485e-02 1.758250884752161625e+00 4.947248577907485512e+00 2.901051327269207292e+01
3.400000000000000000e+01 7.922033516817866827e-02 1.765659962600209409e+00 5.020268676602542612e+00 2.938839488144643397e+01
3.450000000000000000e+01 7.922772219399443205e-02 1.770587991784986270e+00 5.059402529659858594e+00 2.972165491196595610e+01
3.500000000000000000e+01 8.214153796471002078e-02 1.783700720704402665e+00 5.075148218702581815e+00 3.006290663909554439e+01
3.550000000000000000e+01 7.992999404748252212e-02 1.776636559153636385e+00 5.163176324220210667e+00 3.038371078963925243e+01
3.600000000000000000e+01 8.165776298957314050e-02 1.785878965347655889e+00 5.244158933361958042e+00 3.074244419238744896e+01
3.650000000000000000e+01 8.001898610056024097e-02 1.791170774739635707e+00 5.338171687455049330e+00 3.115041256203519282e+01
3.700000000000000000e+01 8.023621389523477587e-02 1.793883262219761798e+00 5.288418990789164553e+00 3.147582608338886345e+01
3.750000000000000000e+01 8.121398505112203958e-02 1.786293888503856842e+00 5.258103459804868152e+00 3.181026793532219088e+01
3.800000000000000000e+01 8.298467882273687091e-02 1.806495325870245861e+00 5.254190659424999410e+00 3.223777713219205765e+01
3.850000000000000000e+01 8.041766086320224771e-02 1.812776820286516655e+00 5.260810137200322423e+00 3.266713389103325227e+01
3.900000000000000000e+01 8.130496438292342254e-02 1.815417920425087539e+00 5.312957842661819363e+00 3.312143184363915793e+01
3.950000000000000000e+01 8.176688349810128098e-02 1.819344527549367152e+00 5.395684412740292757e+00 3.357719275949855131e+01
4.000000000000000000e+01 8.180483965362422838e-02 1.830377092224208413e+00 5.453214030387044886e+00 3.401546589288452083e+01
4.050000000000000000e+01 8.170697934852114153e-02 1.831548086774788864e+00 5.485143880552585394e+00 3.443008984385239302e+01
4.100000000000000000e+01 8.077535926039465519e-02 1.844654289048907714e+00 5.538742660427518949e+00 3.489943594995848031e+01
4.150000000000000000e+01 7.957499786713684298e-02 1.866519927762764652e+00 5.600203556778566849e+00 3.531075286870912322e+01
4.200000000000000000e+01 8.114604618884968534e-02 1.878319998308891847e+00 5.680224090526655445e+00 3.581013632980392458e+01
4.250000000000000000e+01 7.997317606313561478e-02 1.878441352661087249e+00 5.715888717254427043e+00 3.625699037231217403e+01
4.300000000000000000e+01 8.182229233491168652e-02 1.874970336834982598e+00 5.784521481783963637e+00 3.669410506093402091e+01
4.350000000000000000e+01 8.161421935601133326e-02 1.875595631045756884e+00 5.871870320055447401e+00 3.716972406943229146e+01
4.400000000000000000e+01 8.299054584642606702e-02 1.895845419259801989e+00 5.980473164615305315e+00 3.767976444838193117e+01
4.450000000000000000e+01 8.004408927039660671e-02 1.919952154649149589e+00 6.030884098664103021e+00 3.822438607792162912e+01
4.500000000000000000e+01 8.162719312487598522e-02 1.918815686566619494e+00 6.025507052692159249e+00 3.871549888307514919e+01
4.550000000000000000e+01 8.176810515496456266e-02 1.913100113741276864e+00 6.049987849700928955e+00 3.921686395356208976e+01
4.600000000000000000e+01 8.011078446302342948e-02 1.914513292990418725e+00 6.077442988917908018e+00 3.970131660705085608e+01
4.650000000000000000e+01 8.063475007563922214e-02 1.918254677196306934e+00 6.170715028251512635e+00 4.010076808625318279e+01
4.700000000000000000e+01 8.289028563837953778e-02 1.922770701321179665e+00 6.199812434301820829e+00 4.046006157215492038e+01
4.750000000000000000e+01 8.057642608847796761e-02 1.924067158884067874e+00 6.192935784489459472e+00 4.083751166628572804e+01
4.800000000000000000e+01 8.104514392348756424e-02 1.926484192443131960e+00 6.238065930041305052e+00 4.118251505216300501e+01
4.850000000000000000e+01 8.068295414287753042e-02 1.929187476911538246e+00 6.304828123130293172e+00 4.156213753443912395e+01
4.900000000000000000e+01 8.123714007655026548e-02 1.940227352716678233e+00 6.321193241115922845e+00 4.192896679155792583e+01
4.950000000000000000e+01 7.855932558459344239e-02 1.947847477858773324e+00 6.321331733395942898e+00 4.230087682492766987e+01
5.000000000000000000e+01 8.370434024361173009e-02 1.945251822822697818e+00 6.440997266332664672e+00 4.273218125950238289e+01
5.050000000000000000e+01 8.078795913114286686e-02 1.940448759991928895e+00 6.483791228450730415e+00 4.311245721218928395e+01
5.100000000000000000e+01 7.978254986275912231e-02 1.927675920812580657e+00 6.528807506366216984e+00 4.351739278007910627e+01
5.150000000000000000e+01 8.109306541344780961e-02 1.936658469120887238e+00 6.567435122717632190e+00 4.394253254254500263e+01
5.200000000000000000e+01 7.848534756342163965e-02 1.951544826251825349e+00 6.612029438260494274e+00 4.435860406974958181e+01
5.250000000000000000e+01 7.948420438008597932e-02 1.959663908323925563e+00 6.660871602104004197e+00 4.474574240741155506e+01
5.300000000000000000e+01 8.063232954193547131e-02 1.959918374836129074e+00 6.673976319437962879e+00 4.509501678616886977e+01
5.350000000000000000e+01 8.014168667969873150e-02 1.951660631155021530e+00 6.726261097660776400e+00 4.548078407568008430e+01
5.400000000000000000e+01 8.139704743445801138e-02 1.949830526618090643e+00 6.793515670123806416e+00 4.592616853562651613e+01
5.450000000000000000e+01 8.134109595129314363e-02 1.967714146547341780e+00 6.791553866071383894e+00 4.637661557480454633e+01
5.500000000000000000e+01 8.165377367419124344e-02 1.982461079906614021e+00 6.773279840496882365e+00 4.684162706797779663e+01
5.550000000000000000e+01 7.889411716410074660e-02 1.990866636095395714e+00 6.853576427613005784e+00 4.730311323190833406e+01
5.600000000000000000e+01 7.867709139992799805e-02 1.999291102573434120e+00 6.864315793296488444e+00 4.778731623187102429e+01
5.650000000000000000e+01 7.910893377622478517e-02 2.005374091420893290e+00 6.902295871642015079e+00 4.830411087397191494e+01
5.700000000000000000e+01 8.277280088334536268e-02 2.013291439441096120e+00 6.945303316232642743e+00 4.879887307343159364e+01
5.750000000000000000e+01 8.136815477611834824e-02 2.020037649721067918e+00 6.962392506056299446e+00 4.930239679745528036e+01
5.800000000000000000e+01 7.986182667992780537e-02 2.042613072537689867e+00 7.010914846236402376e+00 4.984935614020385941e+01
5.850000000000000000e+01 7.891414104111273142e-02 2.060342497559320751e+00 7.006772783524416681e+00 5.035291833626602909e+01
5.900000000000000000e+01 8.125825854251628177e-02 2.075875623194577191e+00 7.028196913207635177e+00 5.086250569332612770e+01
5.950000000000000000e+01 7.939130289261939200e-02 2.078988113426121664e+00 7.062154685465880100e+00 5.144094693030260856e+01
6.000000000000000000e+01 8.136666212186823011e-02 2.115567239229688479e+00 7.157685415345434343e+00 5.202015439088434334e+01
6.050000000000000000e+01 7.925868573746377987e-02 2.136014882909130996e+00 7.184695443732969089e+00 5.256509550711614764e+01
6.100000000000000000e+01 7.961483914292966091e-02 2.140893514334155423e+00 7.213876931799700465e+00 5.308564390846277803e+01
6.150000000000000000e+01 7.755747761603774826e-02 2.153244335100943374e+00 7.249354394899623522e+00 5.365551567865414029e+01
6.200000000000000000e+01 8.089181764916486550e-02 2.177463388370806108e+00 7.326934666919646233e+00 5.418615675454144309e+01
6.250000000000000000e+01 8.134386171431687296e-02 2.193893528792005387e+00 7.348244015686480779e+00 5.471059298446672159e+01
6.300000000000000000e+01 8.028992687578184739e-02 2.207340228757018519e+00 7.303837234773394194e+00 5.526596477735273538e+01
6.350000000000000000e+01 8.032175324082969914e-02 2.218520750607860581e+00 7.281303464032458983e+00 5.585530636368326185e+01
6.400000000000000000e+01 8.037201517691190678e-02 2.226093020364020791e+00 7.373807813911112063e+00 5.643368876300098691e+01
6.450000000000000000e+01 7.821488221472304436e-02 2.252080547055976822e+00 7.435390037174332001e+00 5.704197569065855333e+01
6.500000000000000000e+01 8.044331184354486242e-02 2.265580725418891106e+00 7.445064041011132616e+00 5.764541870819477509e+01
6.550000000000000000e+01 7.988367250613138959e-02 2.296745583961240733e+00 7.420164133168455578e+00 5.824107137109453447e+01
6.600000000000000000e+01 8.053838169174581951e-02 2.298575503004748111e+00 7.389677271422856464e+00 5.880987577962754642e+01
6.650000000000000000e+01 7.853775925511696787e-02 2.309943492058772474e+00 7.405788082060287714e+00 5.936944833718660419e+01
6.700000000000000000e+01 8.029615422735919550e-02 2.323182461227944806e+00 7.427460389055760892e+00 5.994788039103887911e+01
6.750000000000000000e+01 7.729596701983897089e-02 2.330649704125036692e+00 7.443518038065530362e+00 6.049466636931082775e+01
6.800000000000000000e+01 8.132381500124542806e-02 2.341403971459267375e+00 7.528092555676056286e+00 6.107231033628841743e+01
6.850000000000000000e+01 8.104201856048390273e-02 2.355912548888635882e+00 7.552305299321425025e+00 6.165884768147012096e+01
6.900000000000000000e+01 7.928436775986796858e-02 2.361049266254878987e+00 7.648830033200851197e+00 6.222660348616756210e+01
6.950000000000000000e+01 7.675104418392071637e-02 2.382419894850220210e+00 7.716946404146828087e+00 6.277685918790583486e+01
7.000000000000000000e+01 7.928710351403382706e-02 2.403351209661499066e+00 7.777493758305324967e+00 6.327177195094731843e+01
7.050000000000000000e+01 7.980145691742648872e-02 2.422717990496985330e+00 7.837665213477384540e+00 6.378932378993398089e+01
7.100000000000000000e+01 7.860832757910229951e-02 2.443079194951067290e+00 7.898698158570362615e+00 6.433222966649319119e+01
7.150000000000000000e+01 7.883501221318116314e-02 2.464066558620986225e+00 7.940313231796499949e+00 6.487909593320367208e+01
7.200000000000000000e+01 7.883004949432576014e-02 2.463520446927486951e+00 7.927537693563241561e+00 6.538161436283249373e+01
7.250000000000000000e+01 8.095203679705015309e-02 2.492651658546829019e+00 7.979355951692999049e+00 6.593905051934903838e+01
7.300000000000000000e+01 7.886439032206644939e-02 2.505590200565608772e+00 7.964026227900628641e+00 6.645837681791897467e+01
7.350000000000000000e+01 8.093300075288037410e-02 2.520270043901329249e+00 8.004844709905805544e+00 6.697652338856971710e+01
7.400000000000000000e+01 7.932964600502591390e-02 2.513292491856689459e+00 8.048797133323693842e+00 6.750259297700415573e+01
7.450000000000000000e+01 7.703995360532545078e-02 2.519537991909171382e+00 8.097944156276950523e+00 6.803477178190701125e+01
7.500000000000000000e+01 7.730331890740194112e-02 2.545667801692153898e+00 8.129734426141590475e+00 6.859282833021040915e+01
7.550000000000000000e+01 7.983771159044446286e-02 2.559752004588741414e+00 8.158363328805380732e+00 6.907959093657301253e+01
7.600000000000000000e+01 7.849112113372871957e-02 2.560524456353447054e+00 8.224965124123240656e+00 6.964676659200554809e+01
7.650000000000000000e+01 7.641580560511872233e-02 2.574865332310682486e+00 8.278852479430748090e+00 7.016279473858645588e+01
7.700000000000000000e+01 7.689454816206386933e-02 2.597947562944692645e+00 8.343456981787220172e+00 7.070797218224380742e+01
7.750000000000000000e+01 7.899556140141161809e-02 2.606761687589747467e+00 8.415882029418529697e+00 7.125001485737394091e+01
7.800000000000000000e+01 7.739423072267662129e-02 2.618759493252267312e+00 8.473709664076675807e+00 7.181099206354491571e+01
7.850000000000000000e+01 7.878583169739585002e-02 2.647273817025297848e+00 8.521897480446524398e+00 7.242777012830993044e+01
7.900000000000000000e+01 7.718896860357410405e-02 2.660871947830305118e+00 8.619509032667657777e+00 7.309045361154439036e+01
7.950000000000000000e+01 8.188892789076009093e-02 2.658041573037406735e+00 8.685180119879150951e+00 7.373710774707379301e+01
8.000000000000000000e+01 7.803727808941092470e-02 2.654403472442729672e+00 8.690413733887542236e+00 7.439479749332951997e+01
8.050000000000000000e+01 7.905075964373135811e-02 2.659966902230746388e+00 8.746752484439520359e+00 7.504679990278751234e+01
8.100000000000000000e+01 7.831902329514564554e-02 2.654670850105974811e+00 8.808882523659903541e+00 7.566881220638772731e+01
8.150000000000000000e+01 7.934758867077729150e-02 2.656676770600672643e+00 8.902622884473034404e+00 7.630883311613639819e+01
8.200000000000000000e+01 7.628611065848915629e-02 2.658920206692595656e+00 8.918992773951037734e+00 7.692205423952003684e+01
8.250000000000000000e+01 7.831290704431138894e-02 2.661557583935778126e+00 8.957408761772923000e+00 7.753241141785041179e+01
8.300000000000000000e+01 8.093858009003745968e-02 2.659341141265393116e+00 9.076535503898732316e+00 7.805333376022728942e+01
8.350000000000000000e+01 7.744213276731636009e-02 2.662659156108395653e+00 9.058231804466991832e+00 7.862329655489257618e+01
8.400000000000000000e+01 7.693788500517630136e-02 2.674893675402325144e+00 9.079813631359886728e+00 7.913958644099845685e+01
8.450000000000000000e+01 7.577409538843846160e-02 2.679326701725525783e+00 9.118323314549057201e+00 7.972407851632792131e+01
8.500000000000000000e+01 7.731306001547710860e-02 2.679580196589331109e+00 9.169754142681323827e+00 8.029527315977647106e+01
8.550000000000000000e+01 7.840993295714288047e-02 2.683218460397594374e+00 9.249176166357889528e+00 8.090428914995524678e+01
8.600000000000000000e+01 7.489662914311513708e-02 2.691212409283295415e+00 9.316687720965090236e+00 8.153059233137044259e+01
8.650000000000000000e+01 7.833051291746989664e-02 2.688603861940963569e+00 9.338401606756212558e+00 8.210625547928081858e+01
8.700000000000000000e+01 7.769523376397891035e-02 2.716788843076412885e+00 9.402415573263070314e+00 8.276102902119103533e+01
8.750000000000000000e+01 7.792153918310709693e-02 2.729551098495852202e+00 9.464188294023525572e+00 8.339803977521761169e+01
8.800000000000000000e+01 7.647766560815094650e-02 2.733317776853132042e+00 9.512213591381504685e+00 8.396830518838909541e+01
8.850000000000000000e+01 8.007556676737162538e-02 2.745877673933081464e+00 9.592914170516491978e+00 8.447839959195458448e+01
8.900000000000000000e+01 7.906912879818596418e-02 2.752003218024489328e+00 9.657641974607246382e+00 8.506072070892274439e+01
8.950000000000000000e+01 7.751607955060516031e-02 2.758976612180711108e+00 9.732867141402396172e+00 8.557579433555423520e+01
9.000000000000000000e+01 7.620120232566239549e-02 2.779709218233459733e+00 9.753159905133777841e+00 8.608801327187575225e+01
9.050000000000000000e+01 7.828097766106063837e-02 2.780121415177727595e+00 9.781578587191170016e+00 8.659251411583296942e+01
9.100000000000000000e+01 7.540894433411678144e-02 2.777930991252236748e+00 9.797737811555926157e+00 8.706051691935289227e+01
9.150000000000000000e+01 7.649262932169956231e-02 2.789069740971927391e+00 9.875279648895729068e+00 8.758085699965232607e+01
9.200000000000000000e+01 7.665601169848143548e-02 2.789910338379954613e+00 9.899877299895937455e+00 8.807896280006762879e+01
9.250000000000000000e+01 7.755524952089670743e-02 2.787383905333054468e+00 9.913495723138765925e+00 8.861331581276608915e+01
9.300000000000000000e+01 7.478424726372626119e-02 2.788742105274296446e+00 1.000765063592445792e+01 8.912514924901526570e+01
9.350000000000000000e+01 7.808438755890413641e-02 2.772880091845966621e+00 1.002949794842961495e+01 8.955668911117943765e+01
9.400000000000000000e+01 7.641291213937548288e-02 2.773180355249809992e+00 1.006319805205657048e+01 9.002082259903822603e+01
9.450000000000000000e+01 7.720316970739331264e-02 2.769555162373399604e+00 1.006735704281200050e+01 9.042773162989900015e+01
9.500000000000000000e+01 7.785654214027463993e-02 2.773134289586193457e+00 1.019573371178383958e+01 9.090491105713779518e+01
9.550000000000000000e+01 7.669676510847331374e-02 2.782287301368091992e+00 1.021806200453770508e+01 9.135901659280069964e+01
9.600000000000000000e+01 7.801512088670742306e-02 2.787587088534682955e+00 1.029962517435224001e+01 9.178929223344009358e+01
9.650000000000000000e+01 7.655194377599390532e-02 2.781760631471865253e+00 1.035084818076692059e+01 9.221369749768189195e+01
9.700000000000000000e+01 7.750780184131601802e-02 2.791348314172915401e+00 1.044951341071373285e+01 9.262010771126351472e+01
9.750000000000000000e+01 7.650799434555896616e-02 2.786635111723506419e+00 1.048119157820451264e+01 9.303242756373491318e+01
9.800000000000000000e+01 7.807525397647512022e-02 2.806234958130958024e+00 1.054233285515590168e+01 9.350271491319148254e+01
9.850000000000000000e+01 7.703359764026075640e-02 2.806661008298159565e+00 1.055435033648776688e+01 9.400246534497097173e+01
9.900000000000000000e+01 7.675476951550269655e-02 2.812733739696546387e+00 1.065630495783170950e+01 9.443964661844626107e+01
9.950000000000000000e+01 7.960286601344088164e-02 2.812827219766359743e+00 1.068203701300577890e+01 9.486286987277665617e+01
1.000000000000000000e+02 7.500902709231362098e-02 2.814433061291391258e+00 1.074673849686544180e+01 9.531812793242326620e+01
1.005000000000000000e+02 7.645041987315384646e-02 2.812665592145615179e+00 1.085101030476500661e+01 9.579054007551465588e+01
1.010000000000000000e+02 7.627152004003082131e-02 2.817704736089453377e+00 1.087239591680771333e+01 9.629253520197177352e+01
1.015000000000000000e+02 7.511136959984593409e-02 2.828880210946687512e+00 1.090966319656068428e+01 9.677598326664798378e+01
1.020000000000000000e+02 7.602127945289131883e-02 2.834193509077640005e+00 1.097578940294376437e+01 9.727889885086138122e+01
1.025000000000000000e+02 7.660376658379632053e-02 2.835977866467669806e+00 1.098233563227706533e+01 9.780393676218203325e+01
1.030000000000000000e+02 7.673258486015445412e-02 2.828109471301003985e+00 1.106125998201473593e+01 9.835105250295164581e+01
1.035000000000000000e+02 7.561781318639876348e-02 2.827526539925734106e+00 1.109706206728346523e+01 9.890848799927782409e+01
1.040000000000000000e+02 7.705134808986856265e-02 2.832080561196055335e+00 1.110186137161919540e+01 9.945729707289785892e+01
1.045000000000000000e+02 7.632148559852942882e-02 2.826865879827631378e+00 1.113322005362223699e+01 1.000148787815271163e+02
1.050000000000000000e+02 7.755170104399691788e-02 2.821160767460030971e+00 1.122315466679048512e+01 1.005443426094925599e+02
1.055000000000000000e+02 7.543574048519380293e-02 2.836059075089845116e+00 1.128684417456296529e+01 1.010439952683373122e+02
1.060000000000000000e+02 7.628548034887511209e-02 2.848083883702482666e+00 1.134667128063871466e+01 1.015182803958232398e+02
1.065000000000000000e+02 7.679569745442546558e-02 2.844137435711568074e+00 1.136476960948251680e+01 1.020422524217640188e+02
1.070000000000000000e+02 7.847845041072261385e-02 2.853808695620124514e+00 1.140879777875165324e+01 1.025582024847194589e+02
1.075000000000000000e+02 7.828606689346814806e-02 2.856982243721073456e+00 1.147295329038480993e+01 1.031041445713075149e+02
1.080000000000000000e+02 7.856134464568095832e-02 2.858311008904824924e+00 1.147049335080754062e+01 1.036520747179707627e+02
1.085000000000000000e+02 7.726194892242992107e-02 2.858793509328582783e+00 1.151650160861063554e+01 1.041762760854722387e+02
1.090000000000000000e+02 7.441141247996883867e-02 2.852931261755728976e+00 1.152305689467640626e+01 1.047164873083382304e+02
1.095000000000000000e+02 7.502586327449298209e-02 2.845144256683307393e+00 1.154505911882511526e+01 1.053111580513680678e+02
1.100000000000000000e+02 7.551313604543326286e-02 2.833669884952927376e+00 1.159101187847984171e+01 1.058808221397440690e+02
1.105000000000000000e+02 7.512996703148440425e-02 2.835824893597031160e+00 1.164790390169827106e+01 1.064518661745484280e+02
1.110000000000000000e+02 7.443015901720095862e-02 2.839105837177247960e+00 1.167358073019444653e+01 1.070104751322374170e+02
1.115000000000000000e+02 7.517687763693270409e-02 2.837293504220735230e+00 1.176993857603805260e+01 1.075874613057224423e+02
1.120000000000000000e+02 7.561857381534849154e-02 2.846661221063978342e+00 1.184299239177105889e+01 1.082167421977571138e+02
1.125000000000000000e+02 7.504970506120690887e-02 2.856330234777900046e+00 1.185807449743115427e+01 1.088103844079159614e+02
1.130000000000000000e+02 7.653597060627453930e-02 2.869891223242509337e+00 1.189972026555349416e+01 1.094108267285990337e+02
1.135000000000000000e+02 7.657958500518055600e-02 2.887890808836420131e+00 1.201025845471077957e+01 1.100462270515172634e+02
1.140000000000000000e+02 7.503970667007073270e-02 2.906874512765986296e+00 1.213243790778344611e+01 1.107093476713769036e+02
1.145000000000000000e+02 7.702361523679246424e-02 2.919904336366194730e+00 1.221089946595257913e+01 1.113573981150425993e+02
