# image  E(eV)  dE_from_IS(eV)
0.0000  -2398.157466  +0.0000
0.0526  -2397.890965  +0.2665
0.1053  -2397.820280  +0.3372
0.1579  -2397.830318  +0.3271
0.2105  -2397.818736  +0.3387
0.2632  -2397.753998  +0.4035
0.3158  -2397.714120  +0.4433
0.3684  -2397.729040  +0.4284
0.4211  -2397.807309  +0.3502
0.4737  -2397.949754  +0.2077
0.5263  -2398.104027  +0.0534
0.5789  -2398.250597  -0.0931
0.6316  -2398.385157  -0.2277
0.6842  -2398.498824  -0.3414
0.7368  -2398.589074  -0.4316
0.7895  -2398.651701  -0.4942
0.8421  -2398.796703  -0.6392
0.8947  -2398.941515  -0.7840
0.9474  -2398.841535  -0.6841
1.0000  -2398.716051  -0.5586
