# Time-averaged data for fix boxdump
# TimeStep v_lx_val v_ly_val v_lz_val
20000 17.9475 17.9475 17.9475
20100 17.9475 17.9475 17.9475
20200 17.9475 17.9475 17.9475
20300 17.9475 17.9475 17.9475
20400 17.9475 17.9475 17.9475
20500 17.9475 17.9475 17.9475
20600 17.9475 17.9475 17.9475
20700 17.9475 17.9475 17.9475
20800 17.9475 17.9475 17.9475
20900 17.9475 17.9475 17.9475
21000 17.9475 17.9475 17.9475
21100 17.9475 17.9475 17.9475
21200 17.9475 17.9475 17.9475
21300 17.9475 17.9475 17.9475
21400 17.9475 17.9475 17.9475
21500 17.9475 17.9475 17.9475
21600 17.9475 17.9475 17.9475
21700 17.9475 17.9475 17.9475
21800 17.9475 17.9475 17.9475
21900 17.9475 17.9475 17.9475
22000 17.9475 17.9475 17.9475
22100 17.9475 17.9475 17.9475
22200 17.9475 17.9475 17.9475
22300 17.9475 17.9475 17.9475
22400 17.9475 17.9475 17.9475
22500 17.9475 17.9475 17.9475
22600 17.9475 17.9475 17.9475
22700 17.9475 17.9475 17.9475
22800 17.9475 17.9475 17.9475
22900 17.9475 17.9475 17.9475
23000 17.9475 17.9475 17.9475
23100 17.9475 17.9475 17.9475
23200 17.9475 17.9475 17.9475
23300 17.9475 17.9475 17.9475
23400 17.9475 17.9475 17.9475
23500 17.9475 17.9475 17.9475
23600 17.9475 17.9475 17.9475
23700 17.9475 17.9475 17.9475
23800 17.9475 17.9475 17.9475
23900 17.9475 17.9475 17.9475
24000 17.9475 17.9475 17.9475
24100 17.9475 17.9475 17.9475
24200 17.9475 17.9475 17.9475
24300 17.9475 17.9475 17.9475
24400 17.9475 17.9475 17.9475
24500 17.9475 17.9475 17.9475
24600 17.9475 17.9475 17.9475
24700 17.9475 17.9475 17.9475
24800 17.9475 17.9475 17.9475
24900 17.9475 17.9475 17.9475
25000 17.9475 17.9475 17.9475
25100 17.9475 17.9475 17.9475
25200 17.9475 17.9475 17.9475
25300 17.9475 17.9475 17.9475
25400 17.9474 17.9474 17.9474
25500 17.9474 17.9474 17.9474
25600 17.9474 17.9474 17.9474
25700 17.9474 17.9474 17.9474
25800 17.9474 17.9474 17.9474
25900 17.9474 17.9474 17.9474
26000 17.9474 17.9474 17.9474
26100 17.9474 17.9474 17.9474
26200 17.9474 17.9474 17.9474
26300 17.9474 17.9474 17.9474
26400 17.9474 17.9474 17.9474
26500 17.9474 17.9474 17.9474
26600 17.9474 17.9474 17.9474
26700 17.9474 17.9474 17.9474
26800 17.9474 17.9474 17.9474
26900 17.9474 17.9474 17.9474
27000 17.9474 17.9474 17.9474
27100 17.9474 17.9474 17.9474
27200 17.9474 17.9474 17.9474
27300 17.9474 17.9474 17.9474
27400 17.9474 17.9474 17.9474
27500 17.9474 17.9474 17.9474
27600 17.9474 17.9474 17.9474
27700 17.9473 17.9473 17.9473
27800 17.9473 17.9473 17.9473
27900 17.9473 17.9473 17.9473
28000 17.9473 17.9473 17.9473
28100 17.9473 17.9473 17.9473
28200 17.9473 17.9473 17.9473
28300 17.9473 17.9473 17.9473
28400 17.9473 17.9473 17.9473
28500 17.9473 17.9473 17.9473
28600 17.9473 17.9473 17.9473
28700 17.9473 17.9473 17.9473
28800 17.9473 17.9473 17.9473
28900 17.9473 17.9473 17.9473
29000 17.9473 17.9473 17.9473
29100 17.9473 17.9473 17.9473
29200 17.9473 17.9473 17.9473
29300 17.9473 17.9473 17.9473
29400 17.9472 17.9472 17.9472
29500 17.9472 17.9472 17.9472
29600 17.9472 17.9472 17.9472
29700 17.9472 17.9472 17.9472
29800 17.9472 17.9472 17.9472
29900 17.9472 17.9472 17.9472
30000 17.9472 17.9472 17.9472
30100 17.9472 17.9472 17.9472
30200 17.9472 17.9472 17.9472
30300 17.9472 17.9472 17.9472
30400 17.9472 17.9472 17.9472
30500 17.9472 17.9472 17.9472
