LAMMPS (11 Feb 2026 - Development - patch_11Feb2026-99-gb75dfcc930-modified)
/home/akinyemi.az/miniforge3/envs/mace-lammps/lib/python3.11/site-packages/e3nn/o3/_wigner.py:10: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  _Jd, _W3j_flat, _W3j_indices = torch.load(os.path.join(os.path.dirname(__file__), 'constants.pt'))
KOKKOS mode with Kokkos version 5.0.2 is enabled
  using double precision
  using view layout = legacy
  will use up to 1 GPU(s) per node
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (25 25 67.55)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  3750 atoms
  read_data CPU = 0.028 seconds
### Minimization ###

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:
- KOKKOS package: https://doi.org/10.1145/3731599.3767498
The log file lists these citations in BibTeX format.

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 7
  ghost atom cutoff = 7
  binsize = 7, bins = 4 4 10
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair mliap/kk, perpetual
      attributes: full, newton on, kokkos_device
      pair build: full/bin/kk/device
      stencil: full/bin/3d
      bin: kk/device
Setting up cg/kk style minimization ...
  Unit style    : metal
  Current step  : 0
WARNING: Energy due to 1 extra global DOFs will be included in minimizer energies
 (src/KOKKOS/min_kokkos.cpp:94)
WARNING: Fix MINIMIZE/kk not compatible with sending data in Kokkos communication (src/KOKKOS/comm_kokkos.cpp:842)
WARNING: Fix with atom-based arrays not compatible with sending data in Kokkos communication, switching to legacy exchange/border communication (src/KOKKOS/comm_kokkos.cpp:849)
WARNING: Fix MINIMIZE/kk not (yet) compatible with Kokkos sorting on device (src/KOKKOS/atom_kokkos.cpp:219)
WARNING: Fix with atom-based arrays not (yet) compatible with Kokkos sorting on device, switching to legacy host sorting (src/KOKKOS/atom_kokkos.cpp:225)
Per MPI rank memory allocation (min/avg/max) = 2632 | 2632 | 2632 Mbytes
   Step         PotEng          Fmax          Fnorm          Press          Volume           Lx             Ly             Lz      
       750  -19630.675      0.33764879     5.697654      -41.749147      48977.24       26.268563      26.268563      70.977658    
       760  -19630.681      0.45370689     7.1212579     -104.44895      48976.21       26.268379      26.268379      70.977161    
       770  -19630.721      0.65976612     9.8645395     -1095.8866      49008.029      26.274067      26.274067      70.992528    
       780  -19632.332      0.61375091     9.4111989     -208.31534      48987.514      26.2704        26.2704        70.982621    
       790  -19634.931      0.35726609     5.86768       -144.53265      48997.344      26.272157      26.272157      70.987368    
       800  -19635.679      0.13159799     2.5311182      165.45802      48965.347      26.266437      26.266437      70.971912    
       810  -19635.898      0.19178297     3.1393404      79.764318      48966.558      26.266653      26.266653      70.972498    
       820  -19637.093      0.073830314    2.133033      -418.65493      48991.087      26.271039      26.271039      70.984346    
       830  -19637.642      0.29928046     4.4347292     -31.570949      48997.155      26.272123      26.272123      70.987277    
       840  -19637.647      0.39603267     5.8119314     -54.667598      48999.909      26.272616      26.272616      70.988607    
       850  -19637.656      0.54861447     7.5026595     -118.21352      49006.503      26.273794      26.273794      70.991791    
       860  -19638.703      0.13785975     3.2105959     -18.91243       49027.24       26.277499      26.277499      71.001803    
       870  -19639.187      0.10225402     1.7103962     -418.43392      49040.696      26.279903      26.279903      71.008298    
       880  -19639.251      0.16314392     2.5223058     -266.37227      49036.869      26.27922       26.27922       71.006451    
       890  -19640.039      0.044186884    1.197539      -65.402411      49053.093      26.282117      26.282117      71.014281    
       900  -19640.167      0.07265205     1.3388811     -23.149152      49054.735      26.282411      26.282411      71.015074    
       910  -19640.23       0.13803381     2.1286204      1039.3087      49015.707      26.275439      26.275439      70.996235    
       920  -19640.442      0.22751036     3.3440747      441.40342      49045.305      26.280726      26.280726      71.010523    
       930  -19643.198      0.18060883     2.1239673     -17.477443      49199.565      26.308251      26.308251      71.084893    
       940  -19643.274      0.083339844    1.4331165     -994.03269      49246.509      26.316615      26.316615      71.107495    
       950  -19643.42       0.091124147    1.5020527     -4.3197312      49206.598      26.309504      26.309504      71.088281    
       960  -19643.476      0.10603757     1.581572      -16.061627      49209.658      26.31005       26.31005       71.089754    
       970  -19644.356      0.49716398     6.4503786      3.8954954      49266.206      26.320124      26.320124      71.116974    
       980  -19644.972      0.15986215     2.5022525     -85.152446      49279.355      26.322465      26.322465      71.1233      
       990  -19645.088      0.09751708     1.8274736     -28.251503      49276.883      26.322025      26.322025      71.122111    
      1000  -19645.21       0.15475749     2.3803266     -185.79782      49285.275      26.323519      26.323519      71.126148    
      1010  -19645.624      0.095276593    1.4998973      1153.0578      49247.409      26.316776      26.316776      71.107928    
      1020  -19645.65       0.20629128     2.8745236      41.275977      49298.119      26.325805      26.325805      71.132326    
      1030  -19645.654      0.26749945     3.7018005     -5.6986923      49304.86       26.327005      26.327005      71.135569    
      1040  -19645.823      0.053910356    0.84183164    -6.3662095      49302.462      26.326579      26.326579      71.134415    
      1050  -19645.949      0.040519284    0.82999307     1.0024649      49309.731      26.327872      26.327872      71.137911    
      1060  -19646.075      0.077748045    1.3390392     -43.709248      49317.094      26.329183      26.329183      71.141452    
      1070  -19646.128      0.090826305    1.3505034      529.52996      49295.377      26.325317      26.325317      71.131008    
      1080  -19646.141      0.14109957     2.065359       15.382883      49318.072      26.329357      26.329357      71.141922    
      1090  -19646.142      0.14731769     2.187882       3.8011272      49320.028      26.329705      26.329705      71.142862    
      1100  -19646.207      0.038544912    0.78922092     8.6625063      49322.499      26.330145      26.330145      71.144051    
      1110  -19646.208      0.069146209    1.097581      -9.4638663      49322.818      26.330201      26.330201      71.144204    
      1120  -19646.21       0.10110545     1.4834556     -305.53226      49334.768      26.332328      26.332328      71.149949    
      1130  -19646.28       0.022461654    0.52119992    -2.0820254      49326.334      26.330827      26.330827      71.145894    
      1140  -19646.299      0.17482565     2.4646775     -354.11144      49341.616      26.333546      26.333546      71.153241    
      1150  -19648.045      0.10393044     2.0312537     -1998.7221      49563.219      26.37291       26.37291       71.259603    
      1160  -19648.183      0.11316805     1.8712003     -10.562372      49479.362      26.358028      26.358028      71.219392    
      1170  -19648.229      0.02699867     0.55323837    -6.8404806      49480.709      26.358267      26.358267      71.220038    
      1180  -19648.261      0.044856011    0.73273667    -3.4764362      49480.001      26.358141      26.358141      71.219698    
      1190  -19648.269      0.03386251     0.60461312    -3.052992       49478.605      26.357894      26.357894      71.219029    
      1200  -19648.387      0.011179125    0.39268078     6.5476963      49474.417      26.35715       26.35715       71.217019    
      1210  -19648.392      0.030979011    0.48271013     2.0061547      49474.108      26.357095      26.357095      71.216871    
      1220  -19648.396      0.038935876    0.5696257      2.162603       49475.857      26.357406      26.357406      71.21771     
      1230  -19648.406      0.012107061    0.28363822     124.40042      49470.747      26.356498      26.356498      71.215258    
      1240  -19648.41       0.017452542    0.33227467    -21.383146      49477.172      26.357639      26.357639      71.218341    
      1250  -19648.412      0.020650932    0.33239039    -2.3894669      49475.913      26.357416      26.357416      71.217737    
      1260  -19648.415      0.027820763    0.42196065     31.927075      49474.518      26.357168      26.357168      71.217067    
      1270  -19648.416      0.047509765    0.7019182      2.6057443      49475.526      26.357347      26.357347      71.217551    
      1280  -19648.431      0.006652948    0.20317928    -58.817817      49479.082      26.357978      26.357978      71.219257    
      1290  -19648.44       0.036575872    0.53980127     1.7025483      49475.981      26.357428      26.357428      71.217769    
      1300  -19648.441      0.088783496    1.3034974     -10.888226      49475.707      26.357379      26.357379      71.217638    
      1310  -19648.47       0.037745234    0.57413192    -241.67419      49485.918      26.359192      26.359192      71.222537    
      1320  -19648.519      0.077333858    1.3889342      0.27717283     49474.817      26.357221      26.357221      71.217211    
      1330  -19648.572      0.12987392     1.5854325     -450.90045      49492.149      26.360298      26.360298      71.225526    
      1340  -19648.612      0.023946372    0.37975606    -2.6729641      49474.286      26.357127      26.357127      71.216956    
      1350  -19648.63       0.042002043    0.61758558    -6.0798023      49472.326      26.356779      26.356779      71.216016    
      1360  -19648.64       0.0086521692   0.16340166     0.028682362    49473.043      26.356906      26.356906      71.21636     
      1370  -19648.652      0.014068183    0.24437039    -45.228959      49475.631      26.357365      26.357365      71.217601    
      1380  -19648.654      0.011402042    0.18716665    -0.81558316     49473.101      26.356916      26.356916      71.216388    
      1390  -19648.656      0.010831489    0.19933977     17.209261      49472.501      26.35681       26.35681       71.2161      
      1400  -19648.657      0.01735721     0.26018392    -2.0737549      49472.856      26.356873      26.356873      71.21627     
      1410  -19648.66       0.02390111     0.35124371    -113.91862      49477.268      26.357656      26.357656      71.218387    
      1420  -19648.705      0.046206017    0.69441597     281.02883      49459.886      26.354569      26.354569      71.210046    
      1430  -19648.829      0.087386732    1.3311139      172.54738      49450.366      26.352878      26.352878      71.205477    
      1440  -19648.85       0.014514387    0.26032164    -1.4706958      49456.446      26.353958      26.353958      71.208395    
      1450  -19648.854      0.0077440034   0.13622412    -1.0277072      49456.016      26.353882      26.353882      71.208189    
      1460  -19648.854      0.0026516392   0.062111683    5.658618       49455.698      26.353825      26.353825      71.208036    
      1470  -19648.854      0.0099328652   0.15482026    -0.8880015      49455.6        26.353808      26.353808      71.207989    
      1480  -19648.854      0.015665043    0.23321094    -1.65634        49455.361      26.353766      26.353766      71.207875    
      1490  -19648.854      0.024863759    0.36086203     0.56654538     49454.483      26.35361       26.35361       71.207453    
      1500  -19648.856      0.0047320411   0.080174888    0.48054552     49454.888      26.353681      26.353681      71.207647    
      1510  -19648.856      0.0091314967   0.13684085     0.99511223     49454.867      26.353678      26.353678      71.207637    
      1520  -19648.856      0.013394857    0.19973321    -1.4848935      49454.666      26.353642      26.353642      71.207541    
      1530  -19648.856      0.0012310244   0.039296597   -0.17715155     49454.007      26.353525      26.353525      71.207224    
      1540  -19648.857      0.0078377526   0.17338071    -20.405406      49451.848      26.353141      26.353141      71.206188    
      1550  -19648.858      0.0022764243   0.042313359   -4.1251551      49450.527      26.352907      26.352907      71.205554    
      1560  -19648.858      0.0024510974   0.072293117    3.7440996      49449.865      26.352789      26.352789      71.205237    
      1570  -19648.858      0.0019582405   0.036581674    2.0873585      49449.592      26.352741      26.352741      71.205105    
      1580  -19648.858      0.00097802514  0.027163015   -4.9715047      49449.803      26.352778      26.352778      71.205207    
      1590  -19648.858      0.0035620297   0.060170417   -0.60545262     49449.355      26.352699      26.352699      71.204992    
      1600  -19648.858      0.0045476568   0.076945401   -1.6157943      49449.291      26.352687      26.352687      71.204961    
      1610  -19648.858      0.0057272045   0.14176938     2.6423459      49447.971      26.352453      26.352453      71.204327    
      1620  -19648.859      0.001397943    0.028673123   -0.37375761     49448.158      26.352486      26.352486      71.204417    
      1630  -19648.859      0.0010628371   0.024825065    0.0050802749   49448.114      26.352478      26.352478      71.204396    
      1640  -19648.861      0.0071254745   0.11327621    -0.46020802     49437.06       26.350514      26.350514      71.19909     
      1650  -19648.861      0.00095057425  0.02603541     1.1923411      49436.932      26.350492      26.350492      71.199028    
      1660  -19648.861      0.00074540246  0.017772409   -0.7842975      49436.778      26.350464      26.350464      71.198954    
      1670  -19648.861      0.0046807719   0.070547934   -0.3919311      49436.389      26.350395      26.350395      71.198768    
      1680  -19648.861      0.0066424791   0.11588169    -0.96403478     49432.546      26.349712      26.349712      71.196923    
      1690  -19648.861      0.0052714679   0.10379124    -0.69289897     49431.918      26.349601      26.349601      71.196621    
      1700  -19648.861      0.0036912469   0.092070128   -0.66229733     49431.427      26.349513      26.349513      71.196385    
      1710  -19648.861      0.0026324292   0.084622268   -0.67354958     49431.035      26.349444      26.349444      71.196197    
      1720  -19648.861      0.002716827    0.08305101    -0.71929009     49430.686      26.349382      26.349382      71.19603     
      1730  -19648.861      0.0027785201   0.088290886   -0.77068058     49430.323      26.349317      26.349317      71.195855    
      1740  -19648.861      0.0043989816   0.10143478    -0.7947012      49429.874      26.349238      26.349238      71.19564     
      1750  -19648.861      0.006818191    0.12416188    -0.86680542     49429.231      26.349123      26.349123      71.195331    
      1760  -19648.861      0.0097337035   0.15734159    -1.1660878      49428.24       26.348947      26.348947      71.194855    
      1770  -19648.861      0.013049812    0.19912601    -1.7069338      49426.704      26.348674      26.348674      71.194118    
      1780  -19648.861      0.01657241     0.24606286    -2.3746626      49424.33       26.348252      26.348252      71.192978    
      1790  -19648.862      0.0028220022   0.088805012    3.9760037      49422.452      26.347919      26.347919      71.192076    
      1800  -19648.863      0.0034025883   0.067159973    0.72259221     49422.39       26.347908      26.347908      71.192046    
      1810  -19648.863      0.0027054201   0.044531464    5.4186307      49422.032      26.347844      26.347844      71.191875    
      1820  -19648.863      0.0018249368   0.041505951   -4.9389064      49422.313      26.347894      26.347894      71.19201     
      1830  -19648.863      0.00040247486  0.012719788    0.19712146     49421.746      26.347793      26.347793      71.191737    
      1840  -19648.863      0.00071052957  0.015551076   -0.14213005     49421.749      26.347794      26.347794      71.191739    
      1850  -19648.863      0.00069359279  0.01424464    -1.6243229      49421.774      26.347798      26.347798      71.191751    
      1860  -19648.863      0.00081361166  0.018059639   -4.493986       49421.39       26.34773       26.34773       71.191566    
      1870  -19648.863      0.001703424    0.027268952   -0.14010672     49421.139      26.347685      26.347685      71.191446    
      1880  -19648.863      0.0016565191   0.026026387   -7.6530261      49421.346      26.347722      26.347722      71.191545    
      1890  -19648.863      0.00043719719  0.0099008115  -0.067868055    49420.979      26.347657      26.347657      71.191369    
      1900  -19648.863      0.0016186149   0.025284189    4.8733336      49420.608      26.347591      26.347591      71.191191    
      1910  -19664.163      0.79448492     14.912039      362.06916      48950.502      26.263782      26.263782      70.964739    
      1920  -19670.571      0.6705465      11.504069      1175.2502      48886.71       26.252368      26.252368      70.933899    
      1930  -19675.8        0.78358572     13.085582     -264.53618      48929.279      26.259986      26.259986      70.954482    
      1940  -19678.882      0.78486157     12.294203      374.07859      48905.582      26.255746      26.255746      70.943026    
      1950  -19679.203      1.1614478      17.486594     -462.28754      48943.47       26.262525      26.262525      70.961341    
      1960  -19682.801      0.25417892     4.5603838     -15.020185      48942.736      26.262393      26.262393      70.960987    
      1970  -19684.152      0.14295529     2.2809138     -959.01706      48984.062      26.269783      26.269783      70.980953    
      1980  -19684.287      0.075946208    1.7520037      3.214311       48947.626      26.263268      26.263268      70.963349    
      1990  -19684.389      0.11181483     2.0943298      22.282984      48944.514      26.262711      26.262711      70.961846    
      2000  -19685.508      0.099858416    1.9375841     -431.34984      48973.292      26.267858      26.267858      70.975751    
      2010  -19685.646      0.047180584    1.0244968     -72.718538      48957.352      26.265007      26.265007      70.968049    
      2020  -19685.814      0.035103598    0.77739487    -43.579847      48957.245      26.264988      26.264988      70.967998    
      2030  -19685.955      0.12074527     1.940095       18.324681      48953.908      26.264391      26.264391      70.966385    
      2040  -19685.959      0.21690792     3.3978156     -100.12689      48957.889      26.265103      26.265103      70.968309    
      2050  -19686.134      0.027822083    0.69013637     5.5880293      48957.429      26.265021      26.265021      70.968087    
      2060  -19686.183      0.069099362    1.1998748     -9.3514225      48959.34       26.265363      26.265363      70.96901     
      2070  -19686.341      0.023058503    0.57980676     3.5727733      48959.229      26.265343      26.265343      70.968956    
      2080  -19686.366      0.052580951    0.91028814     4.9320038      48958.801      26.265266      26.265266      70.96875     
      2090  -19686.403      0.022236074    0.56330007     27.861288      48959.202      26.265338      26.265338      70.968944    
      2100  -19686.448      0.2882016      4.2233708     -69.744797      48961.392      26.26573       26.26573       70.970001    
      2110  -19687.1        0.022597386    0.50459176     3.9545131      48970.532      26.267364      26.267364      70.974418    
      2120  -19687.118      0.087991403    1.3076142      91.276701      48967.505      26.266823      26.266823      70.972955    
      2130  -19687.158      0.047810034    0.76034903    -202.69251      48982.482      26.2695        26.2695        70.98019     
      2140  -19687.171      0.074849502    1.1238907     -176.07042      48982.244      26.269458      26.269458      70.980075    
      2150  -19687.201      0.010898674    0.31627936    -1.2034259      48977.711      26.268648      26.268648      70.977886    
      2160  -19687.207      0.083026738    1.2514627     -60.936108      48979.894      26.269038      26.269038      70.97894     
      2170  -19687.257      0.044591241    0.94599703     64.730207      48980.075      26.26907       26.26907       70.979027    
      2180  -19687.279      0.016679626    0.35086279    -30.888636      48984.576      26.269875      26.269875      70.981201    
      2190  -19687.281      0.030881358    0.51253558    -3.2896107      48982.938      26.269582      26.269582      70.98041     
      2200  -19687.329      0.12924838     1.9433453      2.6426217      48991.135      26.271047      26.271047      70.98437     
      2210  -19687.39       0.0086950326   0.24837858    -60.193686      48993.523      26.271474      26.271474      70.985523    
      2220  -19687.436      0.022928482    0.41760625    -62.417763      48997.138      26.27212       26.27212       70.987269    
      2230  -19687.437      0.036923604    0.59276471    -21.158314      48995.164      26.271767      26.271767      70.986316    
      2240  -19687.443      0.0085159948   0.23049949     14.414416      48994.649      26.271675      26.271675      70.986067    
      2250  -19687.445      0.050242108    0.74783663     2.2502124      48994.644      26.271674      26.271674      70.986064    
      2260  -19687.448      0.11996049     1.7368927     -56.777088      48997.52       26.272188      26.272188      70.987453    
      2270  -19687.523      0.1189178      1.7372631      12.471294      49004.037      26.273353      26.273353      70.9906      
      2280  -19687.631      0.011647502    0.29939347    -214.49425      49021.59       26.27649       26.27649       70.999075    
      2290  -19687.635      0.026142962    0.40608935    -4.8926229      49013.781      26.275095      26.275095      70.995306    
      2300  -19687.637      0.012581362    0.31049681     75.873645      49011.163      26.274627      26.274627      70.994041    
