LAMMPS (11 Feb 2026 - Development - patch_11Feb2026-99-gb75dfcc930-modified)
/home/akinyemi.az/miniforge3/envs/mace-lammps/lib/python3.11/site-packages/e3nn/o3/_wigner.py:10: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  _Jd, _W3j_flat, _W3j_indices = torch.load(os.path.join(os.path.dirname(__file__), 'constants.pt'))
KOKKOS mode with Kokkos version 5.0.2 is enabled
  using double precision
  using view layout = legacy
  will use up to 1 GPU(s) per node
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (25 25 67.55)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  3750 atoms
  read_data CPU = 0.011 seconds
### Minimization ###

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:
- KOKKOS package: https://doi.org/10.1145/3731599.3767498
The log file lists these citations in BibTeX format.

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 7
  ghost atom cutoff = 7
  binsize = 7, bins = 4 4 10
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair mliap/kk, perpetual
      attributes: full, newton on, kokkos_device
      pair build: full/bin/kk/device
      stencil: full/bin/3d
      bin: kk/device
Setting up cg/kk style minimization ...
  Unit style    : metal
  Current step  : 0
WARNING: Energy due to 1 extra global DOFs will be included in minimizer energies
 (src/KOKKOS/min_kokkos.cpp:94)
WARNING: Fix MINIMIZE/kk not compatible with sending data in Kokkos communication (src/KOKKOS/comm_kokkos.cpp:842)
WARNING: Fix with atom-based arrays not compatible with sending data in Kokkos communication, switching to legacy exchange/border communication (src/KOKKOS/comm_kokkos.cpp:849)
WARNING: Fix MINIMIZE/kk not (yet) compatible with Kokkos sorting on device (src/KOKKOS/atom_kokkos.cpp:219)
WARNING: Fix with atom-based arrays not (yet) compatible with Kokkos sorting on device, switching to legacy host sorting (src/KOKKOS/atom_kokkos.cpp:225)
Per MPI rank memory allocation (min/avg/max) = 2632 | 2632 | 2632 Mbytes
   Step         PotEng          Fmax          Fnorm          Press          Volume           Lx             Ly             Lz      
      3700  -19694.397      0.13911152     0.66412198     3.9608767      48869.455      26.249279      26.249279      70.925553    
      3710  -19694.408      0.38547134     1.3129253     -23.615693      48868.381      26.249087      26.249087      70.925033    
      3720  -19694.554      0.068162652    0.48663768     5.2463946      48858.464      26.247311      26.247311      70.920235    
      3730  -19694.555      0.19248335     0.75180649     6.2449581      48858.483      26.247315      26.247315      70.920244    
      3740  -19694.6        0.065205101    0.48509417     18.366053      48854.755      26.246647      26.246647      70.918441    
      3750  -19694.83       0.56379319     1.9042523      13.694984      48826.409      26.24157       26.24157       70.904722    
      3760  -19694.881      0.51153844     1.3479922     -100.75202      48833.824      26.242898      26.242898      70.908311    
      3770  -19694.914      0.12834133     0.53512442     41.751253      48825.949      26.241488      26.241488      70.904499    
      3780  -19694.914      0.22441047     0.73575378     7.9463808      48827.036      26.241682      26.241682      70.905025    
      3790  -19694.914      0.32279176     0.97095285     3.5059401      48826.82       26.241644      26.241644      70.904921    
      3800  -19694.93       0.059820805    0.41412398     10.980986      48826.314      26.241553      26.241553      70.904676    
      3810  -19694.936      0.24083079     0.79011443     28.76962       48824.17       26.241169      26.241169      70.903638    
      3820  -19694.947      0.038825559    0.37416253    -137.29804      48830.734      26.242345      26.242345      70.906816    
      3830  -19694.948      0.23341773     0.76488889    -60.627443      48827.522      26.241769      26.241769      70.905261    
      3840  -19695.122      0.16968153     0.52408878    -272.83991      48818.467      26.240147      26.240147      70.900877    
      3850  -19695.13       0.11643698     0.50433218     79.434512      48803.65       26.237492      26.237492      70.893704    
      3860  -19695.14       0.14612454     0.5803913      6.5721946      48805.712      26.237861      26.237861      70.894702    
      3870  -19695.204      0.79111792     2.3238588      8.6017867      48792.778      26.235544      26.235544      70.888439    
      3880  -19695.266      0.36125151     1.0385865     -4.9811249      48792.116      26.235425      26.235425      70.888118    
      3890  -19695.29       0.048433462    0.39081067     7.9527806      48790.432      26.235123      26.235123      70.887302    
      3900  -19695.29       0.11934637     0.5646049     -7.8692631      48791.108      26.235244      26.235244      70.88763     
      3910  -19695.297      0.14111876     0.64783566    -1.3945266      48789.414      26.234941      26.234941      70.886809    
      3920  -19695.302      0.094433605    0.51940841     10.492124      48789.191      26.234901      26.234901      70.886701    
      3930  -19695.302      0.14531115     0.67795897     1.7507         48789.515      26.234959      26.234959      70.886859    
      3940  -19695.312      0.20230925     0.85688709    -211.27533      48795.989      26.236119      26.236119      70.889994    
      3950  -19695.448      0.1600599      0.86163983    -847.81019      48807.669      26.238212      26.238212      70.89565     
      3960  -19695.498      1.2410455      3.5691087     -677.76538      48785.564      26.234251      26.234251      70.884945    
      3970  -19695.695      0.1798443      0.7329461     -569.66976      48766.564      26.230844      26.230844      70.875742    
      3980  -19695.719      0.43155192     1.2053239     -33.266038      48745.338      26.227038      26.227038      70.865457    
      3990  -19695.749      0.31779284     1.2329924     -6.9301754      48743.131      26.226642      26.226642      70.864387    
      4000  -19695.769      0.86740418     2.8550135      19.617174      48739.805      26.226046      26.226046      70.862775    
      4010  -19695.86       0.17427439     0.85008436    -92.246631      48742.496      26.226528      26.226528      70.86408     
      4020  -19695.862      0.30048262     1.3280468     -8.8169782      48738.955      26.225893      26.225893      70.862363    
      4030  -19695.893      0.12000772     0.58331712    -2.2595208      48736.62       26.225474      26.225474      70.861232    
      4040  -19695.902      0.50917352     2.0092212      15.051434      48734.995      26.225183      26.225183      70.860444    
      4050  -19695.946      0.13985598     0.61099449    -6.1707092      48733.56       26.224926      26.224926      70.859749    
      4060  -19695.955      0.28150022     1.1750275      4.9319827      48732.834      26.224795      26.224795      70.859397    
      4070  -19696.049      0.125899       0.73732167     8.1642612      48727.09       26.223765      26.223765      70.856613    
      4080  -19696.061      0.13292337     0.63603775     53.715139      48725.527      26.223485      26.223485      70.855855    
      4090  -19696.062      0.18487289     0.88597558     12.376081      48727.317      26.223806      26.223806      70.856723    
      4100  -19696.084      0.14830961     0.75642155    -3.5043834      48726.211      26.223607      26.223607      70.856187    
      4110  -19696.086      0.41572535     1.7114894     -35.449834      48725.85       26.223542      26.223542      70.856012    
      4120  -19696.516      0.35223313     1.9163264     -170.57933      48715.366      26.221662      26.221662      70.850929    
      4130  -19696.604      0.37715702     2.228878      -324.14479      48719.622      26.222425      26.222425      70.852993    
      4140  -19696.879      0.37242556     1.2850235     -288.21553      48714.102      26.221435      26.221435      70.850317    
      4150  -19697.06       0.35758335     1.9765331      132.24445      48692.809      26.217614      26.217614      70.839992    
      4160  -19697.16       0.54719641     1.9976264     -19.696532      48697.542      26.218463      26.218463      70.842288    
      4170  -19697.236      0.78555453     2.8737207      234.86586      48685.804      26.216356      26.216356      70.836595    
      4180  -19697.351      0.32376449     1.4525124     -9.1412724      48694.672      26.217948      26.217948      70.840896    
      4190  -19697.388      0.49860908     1.9786122      119.66422      48687.498      26.216661      26.216661      70.837417    
      4200  -19697.423      1.2373757      4.7402106     -36.913679      48689.072      26.216943      26.216943      70.83818     
      4210  -19697.688      0.53911311     2.0131273     -11.531638      48687.721      26.216701      26.216701      70.837525    
      4220  -19697.76       0.33244514     1.547312      -55.815681      48688.946      26.21692       26.21692       70.838119    
      4230  -19697.89       0.3246455      1.5474596      26.970197      48682.872      26.21583       26.21583       70.835173    
      4240  -19698.031      0.78763139     2.8549081      501.02098      48660.819      26.211871      26.211871      70.824476    
      4250  -19698.237      1.4826685      4.7377885     -34.991649      48678.758      26.215092      26.215092      70.833178    
      4260  -19698.53       0.80477727     2.6863203     -24.893158      48675.964      26.21459       26.21459       70.831823    
      4270  -19699.179      0.40749359     1.5241418     -93.338565      48669.671      26.21346       26.21346       70.82877     
      4280  -19699.23       0.6683599      2.0105872     -41.927656      48665.927      26.212788      26.212788      70.826953    
      4290  -19699.324      0.67868616     2.0142303     -12.708459      48662.769      26.212221      26.212221      70.825422    
      4300  -19699.41       0.67494114     2.0654185      22.450482      48659.616      26.211655      26.211655      70.823892    
      4310  -19699.623      0.62877258     1.9551498     -497.52685      48677.28       26.214826      26.214826      70.832461    
      4320  -19699.729      0.33548379     1.1838339     -451.6088       48673.992      26.214236      26.214236      70.830866    
      4330  -19699.778      0.81891919     2.2995008      12.232224      48654.037      26.210653      26.210653      70.821185    
      4340  -19699.983      0.55197227     1.5080316      135.05148      48644.888      26.20901       26.20901       70.816746    
      4350  -19700.144      0.21959317     0.7029422     -130.49777      48648.805      26.209714      26.209714      70.818646    
      4360  -19700.161      0.18366337     0.67543535     26.096958      48641.72       26.208441      26.208441      70.815209    
      4370  -19700.169      0.079480198    0.51081305    -117.06087      48647.084      26.209405      26.209405      70.817812    
      4380  -19700.199      0.37433933     1.3639548      11.701605      48639.187      26.207986      26.207986      70.813979    
      4390  -19700.246      0.16905576     0.65166394     6.1887271      48637.241      26.207637      26.207637      70.813035    
      4400  -19700.27       0.073409435    0.39409921     12.284237      48635.482      26.207321      26.207321      70.812181    
      4410  -19700.27       0.12795012     0.53949604    -5.9956782      48636.028      26.207419      26.207419      70.812446    
      4420  -19700.276      0.10526379     0.51837597    -3.5562686      48635.737      26.207367      26.207367      70.812305    
      4430  -19700.278      0.39870885     1.3476033      6.846755       48634.544      26.207152      26.207152      70.811726    
      4440  -19700.49       0.11063238     0.54379412     0.48671018     48617.373      26.204068      26.204068      70.803391    
      4450  -19700.505      0.30677843     1.0689899      21.025635      48615.182      26.203674      26.203674      70.802328    
      4460  -19700.506      0.42569158     1.434324       10.87667       48615.059      26.203652      26.203652      70.802268    
      4470  -19700.506      0.63178535     2.0968064      12.39701       48613.738      26.203415      26.203415      70.801626    
      4480  -19700.509      1.0597803      3.5367261     -11.299463      48610.865      26.202898      26.202898      70.800232    
      4490  -19700.618      0.27112101     1.0286134      183.1891       48603.401      26.201557      26.201557      70.796608    
      4500  -19700.635      0.29024527     0.94674166     1.3540077      48609.864      26.202719      26.202719      70.799746    
      4510  -19700.978      0.35808908     1.4893257      127.4076       48595.008      26.200049      26.200049      70.792533    
      4520  -19701.016      0.34803281     1.0992593      90.185179      48596.712      26.200355      26.200355      70.79336     
      4530  -19701.048      0.59885454     2.0418225     -15.302844      48599.264      26.200814      26.200814      70.794599    
      4540  -19701.139      0.53441135     1.8443124     -83.443392      48600.236      26.200989      26.200989      70.795071    
      4550  -19701.238      1.0616177      3.3452127      2.6496517      48592.51       26.1996        26.1996        70.79132     
      4560  -19701.574      0.46157312     1.4445879      6.3329568      48588.966      26.198963      26.198963      70.789598    
      4570  -19701.636      1.2271745      3.5052732      39.242462      48585.012      26.198252      26.198252      70.787678    
      4580  -19702.157      0.37065583     1.670712      -175.63123      48589.758      26.199105      26.199105      70.789983    
      4590  -19702.93       0.37546484     1.701889      -154.19364      48581.366      26.197597      26.197597      70.785907    
      4600  -19702.958      1.0424177      2.5618427     -39.841502      48575.844      26.196605      26.196605      70.783226    
      4610  -19703.108      0.32856223     1.3162968     -20.56053       48574.886      26.196432      26.196432      70.78276     
      4620  -19703.12       1.1770157      3.2075432      13.522053      48572.172      26.195944      26.195944      70.781442    
      4630  -19703.267      0.36162539     1.0745164     -9.0622255      48572.973      26.196088      26.196088      70.781831    
      4640  -19703.396      0.26629418     1.0432636      15.378133      48570.305      26.195609      26.195609      70.780535    
      4650  -19703.559      0.48311354     1.7989051      0.1317729      48567.482      26.195101      26.195101      70.779163    
      4660  -19703.684      0.52512695     1.844396       5.380781       48564.112      26.194495      26.194495      70.777527    
      4670  -19703.925      0.42022853     1.7950163      10.216488      48560.197      26.193791      26.193791      70.775624    
      4680  -19703.985      0.57510666     2.2231313      11.891316      48558.115      26.193417      26.193417      70.774613    
      4690  -19704.112      0.35668806     1.4740452     -364.2702       48571.686      26.195857      26.195857      70.781206    
      4700  -19704.231      0.31339368     1.1982911     -203.83831      48563.87       26.194452      26.194452      70.777409    
      4710  -19704.362      0.86882963     2.280576      -46.870129      48555.001      26.192857      26.192857      70.7731      
      4720  -19704.503      0.39692654     1.2272626      14.706701      48550.989      26.192136      26.192136      70.771151    
      4730  -19704.623      1.2008035      3.3171618     -139.46461      48552.441      26.192397      26.192397      70.771856    
      4740  -19704.774      0.40302941     1.2128826     -7.097127       48545.582      26.191163      26.191163      70.768523    
      4750  -19704.781      0.87732623     2.2319103      18.004767      48543.345      26.190761      26.190761      70.767436    
      4760  -19704.887      0.73550887     1.8684345      35.570307      48541.226      26.19038       26.19038       70.766407    
      4770  -19704.936      0.25691086     1.1185229      106.08869      48537.06       26.189631      26.189631      70.764382    
      4780  -19704.964      0.54144177     1.5437492     -96.146215      48544.967      26.191053      26.191053      70.768224    
      4790  -19705.004      1.5697461      4.005149      -1053.8543      48581.195      26.197566      26.197566      70.785824    
      4800  -19705.299      0.64969856     1.6730254     -12.015331      48534.803      26.189225      26.189225      70.763285    
      4810  -19705.342      0.54675082     1.5397365      8.8041001      48532.482      26.188807      26.188807      70.762157    
      4820  -19705.424      0.41629247     1.3535645     -99.185661      48535.441      26.189339      26.189339      70.763595    
      4830  -19705.565      0.27774481     0.99475902    -8.2544991      48529.161      26.18821       26.18821       70.760543    
      4840  -19705.606      0.85395512     2.1109356      28.797264      48527.143      26.187847      26.187847      70.759562    
      4850  -19705.866      0.28203653     1.1391428     -234.00776      48532.63       26.188834      26.188834      70.762229    
      4860  -19705.869      0.72444499     1.9651446      27.948823      48521.508      26.186833      26.186833      70.756823    
      4870  -19705.955      0.58043022     1.5697271      67.872751      48518.525      26.186297      26.186297      70.755373    
      4880  -19706.014      0.22565921     0.84029145    -4.7770015      48520.9        26.186724      26.186724      70.756528    
      4890  -19706.135      0.17977697     0.76877531    -162.42685      48524.639      26.187396      26.187396      70.758345    
      4900  -19706.158      0.78393934     1.7645197     -14.692926      48517.206      26.186059      26.186059      70.754732    
      4910  -19706.265      0.78506384     1.7039271     -140.65809      48519.619      26.186493      26.186493      70.755905    
      4920  -19706.325      0.32518599     0.83110359     7.1600744      48512.536      26.185219      26.185219      70.752462    
      4930  -19706.352      0.29331948     0.85468606    -5.2488766      48512.194      26.185157      26.185157      70.752295    
      4940  -19706.377      0.19758275     0.71823213    -102.68015      48515.338      26.185723      26.185723      70.753824    
      4950  -19706.38       0.65977721     1.4907864     -7.2573566      48511.215      26.184981      26.184981      70.75182     
      4960  -19706.402      0.22938801     0.77713829     12.263673      48509.728      26.184714      26.184714      70.751097    
      4970  -19706.414      0.36975104     0.99110802     23.688796      48509.053      26.184592      26.184592      70.750769    
      4980  -19706.431      0.19079563     0.64673437    -407.95116      48525.817      26.187608      26.187608      70.758918    
      4990  -19706.479      0.18049028     0.70765394    -83.208385      48511.171      26.184974      26.184974      70.751798    
      5000  -19706.492      0.40230706     1.0588696      6.7444182      48507.229      26.184264      26.184264      70.749882    
      5010  -19706.522      0.51781128     1.2699622     -23.440382      48506.999      26.184223      26.184223      70.74977     
      5020  -19706.541      0.36943768     1.0135718      6.1070119      48505.713      26.183991      26.183991      70.749145    
      5030  -19706.636      0.18653635     0.63378905     82.21369       48499.521      26.182877      26.182877      70.746134    
      5040  -19706.654      0.54731784     1.2987243      84.184133      48498.896      26.182765      26.182765      70.74583     
      5050  -19706.686      0.19557911     0.70007242     8.9849202      48500.872      26.18312       26.18312       70.746791    
      5060  -19706.713      0.19948169     0.72940165     413.56951      48483.77       26.180042      26.180042      70.738475    
      5070  -19706.843      0.64867262     1.4790966     -71.315915      48498.526      26.182698      26.182698      70.74565     
      5080  -19707.09       0.35406432     0.78779009     135.9092       48481.989      26.179722      26.179722      70.737609    
      5090  -19707.119      0.19077775     0.73666802     19.661786      48485.765      26.180402      26.180402      70.739445    
      5100  -19707.131      0.5661433      1.4420991     -5.4454002      48485.426      26.18034       26.18034       70.73928     
      5110  -19707.131      0.8200652      2.0326524     -29.221049      48485.579      26.180368      26.180368      70.739355    
      5120  -19707.205      0.73085658     1.7378253      19.724179      48480.423      26.17944       26.17944       70.736847    
      5130  -19707.242      0.52287613     1.4146717      18.169708      48478.794      26.179147      26.179147      70.736054    
      5140  -19707.411      0.60709248     1.6152067     -3.9605598      48463.996      26.176483      26.176483      70.728856    
      5150  -19707.457      0.12947048     0.53197317    -3.3838994      48463.381      26.176372      26.176372      70.728557    
      5160  -19707.463      0.13307714     0.51109501     7.2646563      48462.429      26.176201      26.176201      70.728094    
      5170  -19707.469      0.41090246     1.1035641     -37.505569      48463.413      26.176378      26.176378      70.728573    
      5180  -19707.47       0.72124629     1.871051      -40.463454      48461.916      26.176108      26.176108      70.727845    
      5190  -19707.49       1.039861       2.8158689     -519.87269      48470.849      26.177717      26.177717      70.73219     
      5200  -19707.58       0.34154881     1.0867641      7.8789888      48445.994      26.173241      26.173241      70.720098    
      5210  -19707.594      0.27584173     0.87849515    -8.1607716      48445.329      26.173121      26.173121      70.719774    
      5220  -19707.594      0.33624911     1.0532455      224.62439      48435.522      26.171355      26.171355      70.715002    
      5230  -19707.605      0.13162577     0.52699994     7.8925256      48444.249      26.172927      26.172927      70.719249    
      5240  -19707.611      0.11775047     0.38384832     1.6249407      48443.864      26.172858      26.172858      70.719061    
      5250  -19707.625      0.69790446     2.0711954      41.465841      48436.372      26.171508      26.171508      70.715415    
      5260  -19707.676      0.19186698     0.45416229     133.90296      48427.282      26.169871      26.169871      70.710992    
      5270  -19707.683      0.20577812     0.67986639    -160.87855      48438.859      26.171956      26.171956      70.716626    
      5280  -19707.689      0.1378318      0.50447568    -10.624942      48432.248      26.170766      26.170766      70.713409    
      5290  -19707.697      0.091731974    0.32590721    -104.89423      48435.473      26.171346      26.171346      70.714978    
      5300  -19707.704      0.1876869      0.5849807      1.9824981      48430.244      26.170405      26.170405      70.712433    
      5310  -19707.778      0.32554806     0.65042619    -39.3072        48414.419      26.167554      26.167554      70.704731    
      5320  -19707.809      0.21178181     0.48858181     65.442257      48409.267      26.166626      26.166626      70.702223    
      5330  -19707.827      0.14863956     0.46089684    -2.492215       48410.873      26.166915      26.166915      70.703004    
      5340  -19707.876      0.29283047     0.91673552    -20.907754      48404.441      26.165756      26.165756      70.699873    
      5350  -19707.909      0.37814298     1.0406859     -361.00683      48416.494      26.167928      26.167928      70.705741    
      5360  -19707.945      0.083553234    0.38742828     234.54547      48389.909      26.163137      26.163137      70.692797    
      5370  -19707.965      0.91710444     2.368949      -22.552         48394.452      26.163956      26.163956      70.695009    
      5380  -19708.037      0.1915821      0.56012048     16.252925      48390.552      26.163253      26.163253      70.69311     
      5390  -19708.069      0.58645567     1.3014939      242.93634      48377.936      26.160979      26.160979      70.686966    
      5400  -19708.106      0.17220788     0.47748007     0.53397695     48385.673      26.162374      26.162374      70.690734    
      5410  -19708.187      0.39812681     1.1028107     -31.632079      48380.674      26.161473      26.161473      70.6883      
      5420  -19708.209      0.19697736     0.57589686     0.55366258     48378.406      26.161064      26.161064      70.687195    
      5430  -19708.224      0.07828697     0.33653141    -65.067809      48380.273      26.161401      26.161401      70.688104    
      5440  -19708.229      0.33328001     0.78514615     4.4162321      48377.092      26.160827      26.160827      70.686555    
      5450  -19708.243      0.31202909     0.74977797    -207.04211      48384.692      26.162197      26.162197      70.690256    
      5460  -19708.256      0.10541649     0.40443989     3.6303967      48375.627      26.160563      26.160563      70.685841    
      5470  -19708.263      0.69081846     1.5295723     -9.4763281      48375.077      26.160464      26.160464      70.685573    
      5480  -19708.296      0.10459025     0.37392687     4.8665688      48373.407      26.160163      26.160163      70.68476     
      5490  -19708.326      1.0464128      2.5163158     -47.238925      48372.891      26.16007       26.16007       70.684509    
      5500  -19708.418      0.28470662     0.98249512     1.1732092      48368.075      26.159202      26.159202      70.682163    
      5510  -19708.55       0.4285476      1.1024332     -8.5046997      48364.699      26.158593      26.158593      70.680518    
      5520  -19708.564      0.15437316     0.57793563     13.195184      48363.768      26.158425      26.158425      70.680065    
      5530  -19708.584      0.12802277     0.49369037    -112.04863      48368.428      26.159265      26.159265      70.682335    
      5540  -19708.585      0.30081288     0.86070994     58.443207      48361.478      26.158012      26.158012      70.678949    
      5550  -19708.672      1.2778219      3.1549637     -107.36541      48362.908      26.15827       26.15827       70.679646    
      5560  -19708.782      0.24117285     0.7741156      2.7317227      48357.796      26.157349      26.157349      70.677156    
      5570  -19708.815      0.12174643     0.46520465    -134.54111      48362.506      26.158198      26.158198      70.67945     
      5580  -19708.816      0.12609981     0.55188659     6.6468781      48356.776      26.157165      26.157165      70.676659    
      5590  -19708.822      0.20915302     0.70951906    -12.811292      48357.425      26.157281      26.157281      70.676975    
      5600  -19708.835      0.76201387     2.1483318     -38.050609      48357.295      26.157258      26.157258      70.676911    
      5610  -19708.872      0.12848264     0.51746605    -14.137364      48355.861      26.157         26.157         70.676213    
      5620  -19708.909      0.22836615     0.82933086     41.905565      48352.181      26.156336      26.156336      70.67442     
      5630  -19708.917      0.29147198     1.0076358     -27.409089      48354.356      26.156728      26.156728      70.67548     
      5640  -19708.92       0.69028806     1.9026008     -3.592214       48352.375      26.156371      26.156371      70.674514    
      5650  -19708.987      0.14323951     0.47998658    -1.0249157      48349.803      26.155907      26.155907      70.673261    
      5660  -19708.987      0.18744286     0.60514627    -13.020422      48350.115      26.155964      26.155964      70.673413    
      5670  -19708.992      0.17278865     0.52461517     4.3296309      48349.509      26.155854      26.155854      70.673118    
      5680  -19709.002      0.35601512     1.0415462      6.7236896      48348.152      26.15561       26.15561       70.672457    
      5690  -19709.027      0.092776447    0.38877026     18.898646      48345.843      26.155193      26.155193      70.671332    
      5700  -19709.033      0.11479875     0.37201697    -7.9610916      48346.516      26.155314      26.155314      70.67166     
      5710  -19709.035      0.28380175     0.73300992    -0.17558483     48345.817      26.155188      26.155188      70.671319    
      5720  -19709.04       0.083140569    0.3147847     -10.591767      48345.934      26.15521       26.15521       70.671376    
      5730  -19709.042      0.091858872    0.32919018     9.4020495      48344.971      26.155036      26.155036      70.670907    
      5740  -19709.051      0.38428775     0.9437049     -148.38247      48349.449      26.155843      26.155843      70.673089    
      5750  -19709.12       0.61624859     1.2318964      9.3983656      48329.025      26.15216       26.15216       70.663136    
      5760  -19709.136      0.084090228    0.23462141    -4.6838947      48328.033      26.151981      26.151981      70.662652    
      5770  -19709.136      0.098799906    0.25200296     4.0668409      48327.406      26.151868      26.151868      70.662347    
      5780  -19709.138      0.035079633    0.16254526     14.851316      48326.698      26.15174       26.15174       70.662002    
      5790  -19709.138      0.13930326     0.31809434    -6.1899557      48327.342      26.151856      26.151856      70.662316    
      5800  -19709.139      0.4650655      0.96762486     17.999966      48323.489      26.151161      26.151161      70.660438    
      5810  -19709.156      0.14828264     0.30972596    -167.76544      48325.886      26.151594      26.151594      70.661606    
      5820  -19709.162      0.19639784     0.41006648    -105.78315      48319.355      26.150416      26.150416      70.658423    
      5830  -19709.174      0.3123734      0.64586159     81.866276      48297.973      26.146558      26.146558      70.647999    
      5840  -19709.188      0.11280187     0.24880783    -18.332602      48301.291      26.147156      26.147156      70.649616    
      5850  -19709.188      0.14389791     0.29796814     1.2480681      48300.256      26.14697       26.14697       70.649112    
      5860  -19709.19       0.016543775    0.10978478    -6.1726391      48300.043      26.146931      26.146931      70.649008    
      5870  -19709.191      0.013696837    0.10330546     14.283072      48298.815      26.14671       26.14671       70.648409    
      5880  -19709.192      0.022153941    0.10633929    -0.43805061     48298.938      26.146732      26.146732      70.64847     
      5890  -19709.193      0.11012739     0.24316574    -0.67210634     48297.946      26.146553      26.146553      70.647986    
      5900  -19709.195      0.016119501    0.09225288    -8.859588       48297.359      26.146447      26.146447      70.6477      
      5910  -19709.198      0.025482113    0.099599577    14.847149      48294.947      26.146012      26.146012      70.646524    
      5920  -19709.21       0.0066024028   0.082606819    9.7633737      48286.675      26.144519      26.144519      70.64249     
      5930  -19709.214      0.023699603    0.098312471   -0.40795772     48284.317      26.144093      26.144093      70.64134     
      5940  -19709.214      0.023791845    0.10896185    -1.2372857      48284.325      26.144095      26.144095      70.641344    
      5950  -19709.215      0.035714521    0.11388759    -0.3418309      48284.068      26.144048      26.144048      70.641218    
      5960  -19709.215      0.047161875    0.14386548     13.15373       48283.463      26.143939      26.143939      70.640923    
      5970  -19709.215      0.053734781    0.13723574    -0.82750528     48283.902      26.144018      26.144018      70.641137    
      5980  -19709.215      0.066205736    0.16873175     51.841442      48281.694      26.14362       26.14362       70.640061    
      5990  -19709.216      0.044002148    0.12097049     1.8352372      48283.094      26.143872      26.143872      70.640743    
      6000  -19709.217      0.023438975    0.091507429   -11.671875      48282.926      26.143842      26.143842      70.640662    
      6010  -19709.221      0.033091078    0.12211072     12.515976      48279.348      26.143196      26.143196      70.638917    
      6020  -19709.221      0.037075193    0.1087368     -1.8349312      48279.638      26.143249      26.143249      70.639058    
      6030  -19709.222      0.07187166     0.17123582     2.397996       48279.269      26.143182      26.143182      70.638878    
      6040  -19709.224      0.037312847    0.11036075     9.1974159      48277.503      26.142863      26.142863      70.638016    
      6050  -19709.225      0.14169031     0.39740847    -3.9649814      48276.382      26.142661      26.142661      70.63747     
      6060  -19709.227      0.049508971    0.14317304     2.8962592      48275.813      26.142558      26.142558      70.637192    
      6070  -19709.227      0.026457254    0.094483027   -0.38776869     48275.849      26.142565      26.142565      70.63721     
      6080  -19709.228      0.031322139    0.10021408     0.049911499    48275.441      26.142491      26.142491      70.637011    
      6090  -19709.282      0.021628538    0.13055006    -20.146471      48225.982      26.13356       26.13356       70.61288     
      6100  -19709.283      0.072771997    0.20588003     1.3636528      48225.078      26.133397      26.133397      70.612439    
      6110  -19709.284      0.05517694     0.15784275     0.16081342     48225.009      26.133384      26.133384      70.612405    
      6120  -19709.286      0.023837799    0.090927326    7.0058471      48224.009      26.133204      26.133204      70.611917    
      6130  -19709.286      0.050550041    0.13726054     10.273008      48223.781      26.133163      26.133163      70.611806    
      6140  -19709.287      0.01914241     0.12396614    -0.58742123     48223.265      26.133069      26.133069      70.611554    
      6150  -19709.287      0.039429328    0.13548023     3.3761617      48223.005      26.133022      26.133022      70.611426    
      6160  -19709.287      0.076447286    0.20362691    -2.4473326      48223.217      26.133061      26.133061      70.61153     
      6170  -19709.288      0.044670215    0.12115433    -38.769314      48224.555      26.133303      26.133303      70.612183    
      6180  -19709.288      0.032608381    0.11533807    -17.628619      48223.367      26.133088      26.133088      70.611603    
      6190  -19709.289      0.010158943    0.049107719    0.13510034     48222.395      26.132912      26.132912      70.611129    
      6200  -19709.289      0.10535348     0.25283438     3.9324779      48221.412      26.132735      26.132735      70.610649    
      6210  -19709.29       0.0069627789   0.047648474    2.1522589      48221.31       26.132716      26.132716      70.610599    
      6220  -19709.29       0.023439526    0.068112223    0.28079904     48221.366      26.132726      26.132726      70.610627    
      6230  -19709.29       0.026660808    0.074050316    1.0114442      48221.285      26.132712      26.132712      70.610587    
      6240  -19709.29       0.019142962    0.060290005   -0.62759139     48221.316      26.132717      26.132717      70.610602    
      6250  -19709.29       0.020357428    0.062014252    4.437718       48221.037      26.132667      26.132667      70.610466    
      6260  -19709.291      0.0085381837   0.043648048    1.2567655      48221.062      26.132671      26.132671      70.610478    
