# Time-averaged data for fix thermo_out
# TimeStep c_surf_temp
20400 283.816
20600 298.301
20800 299.164
21000 284.138
21200 301.581
21400 306.91
21600 296.491
21800 304.187
22000 287.57
22200 280.168
22400 291.086
22600 278.999
22800 286.129
23000 302.77
23200 302.991
23400 270.205
23600 302.387
23800 296.187
24000 314.195
24200 278.44
24400 316.606
24600 289.962
24800 301.056
25000 296.543
25200 299.149
25400 291.249
25600 285.719
25800 282.153
26000 295.804
26200 306.971
26400 312.42
26600 271.872
26800 293.902
27000 283.848
27200 305.832
27400 290.123
27600 291.471
27800 306.782
28000 284.885
28200 301.174
28400 307.954
28600 299.413
28800 291.009
29000 290.419
29200 281.306
29400 296.543
29600 279.264
29800 305.807
30000 280.418
30200 314.649
30400 302.173
30600 299.357
30800 304.567
31000 287.594
31200 289.397
31400 301.293
31600 283.132
31800 296.027
32000 298.701
32200 304.815
32400 289.728
32600 284.705
32800 284.436
33000 293.855
33200 292.104
33400 294.581
33600 265.632
33800 316.248
34000 283.767
34200 290.737
34400 306.523
34600 286.858
34800 301.702
35000 309.369
35200 284.533
35400 300.294
35600 306.144
35800 302.171
36000 313.994
36200 294.263
36400 284.628
36600 308.073
36800 291.699
37000 285.906
37200 279.161
37400 309.038
37600 315.81
37800 295.458
38000 282.515
38200 307.548
38400 294.011
38600 302.196
38800 295.704
39000 284.165
39200 304.308
39400 301.799
39600 286.762
39800 285.687
40000 283.365
40200 308.471
40400 279.955
40600 295.541
40800 294.063
41000 301.106
41200 295.48
41400 284.16
41600 297.612
41800 315.957
42000 283.283
42200 290.184
42400 276.244
42600 293.866
42800 275.204
43000 284.507
43200 300.513
43400 301.922
43600 304.461
43800 287.134
44000 300.887
44200 304.996
44400 303.481
44600 296.777
44800 301.627
45000 286.447
45200 284.33
45400 292.087
45600 285.376
45800 289.985
46000 292.981
46200 294.221
46400 298.643
46600 307.981
46800 319.676
47000 299.073
47200 306.385
47400 276.32
47600 290.963
47800 294.104
48000 293.028
48200 305.453
48400 276.658
48600 290.053
48800 290.739
49000 295.9
49200 288.607
49400 313.31
49600 295.57
49800 286.939
50000 290.816
50200 305.343
50400 290.43
50600 303.702
50800 310.999
51000 276.926
51200 295.771
51400 278.912
51600 308.046
51800 298.365
52000 284.153
52200 314.453
52400 290.277
52600 306.782
52800 287.397
53000 291.369
53200 274.287
53400 316.443
53600 311.945
53800 288.397
54000 294.165
54200 286.415
54400 299.2
54600 289.855
54800 305.475
55000 289.812
55200 289.468
55400 284.065
55600 278.717
55800 299.981
56000 306.292
56200 305.574
56400 283.6
