# Time-averaged data for fix thermo_out
# TimeStep c_surf_temp
56600 304.153
56800 309.526
57000 275.497
57200 301.623
57400 291.375
57600 290.452
57800 301.649
58000 269.486
58200 293.195
58400 293.894
58600 292.867
58800 330.321
59000 279.286
59200 291.231
59400 283.812
59600 307.514
59800 285.133
60000 289.385
60200 306.21
60400 296.27
60600 287.654
60800 281.097
61000 296.784
61200 303.735
61400 300.406
61600 290.956
61800 316.852
62000 296.838
62200 297.145
62400 292.478
62600 284.422
62800 301.329
63000 309.046
63200 316.481
63400 284.206
63600 327.026
63800 286.936
64000 285.631
64200 292.081
64400 304.292
64600 306.143
64800 318.531
65000 319.417
65200 312.419
65400 293.007
65600 310.84
65800 301.341
66000 295.862
66200 291.708
66400 312.574
66600 296.632
66800 308.304
67000 294.82
67200 288.088
67400 321.326
67600 304.33
67800 291.901
68000 299.258
68200 296.383
68400 303.246
68600 279.5
68800 288.13
69000 291.858
69200 302.032
69400 305.449
69600 298.62
69800 300.682
70000 292.63
70200 276.863
70400 298.234
70600 315.357
70800 299.396
71000 308.032
71200 291.321
71400 302.807
71600 288.276
71800 293.836
72000 301.054
72200 314.837
72400 290.257
72600 310.907
72800 301.449
73000 292.882
73200 313.204
73400 288.178
73600 296.114
73800 290.181
74000 292.3
74200 307.801
74400 295.637
74600 287.199
74800 307.126
75000 292.118
75200 309.108
75400 304.611
75600 285.663
75800 290.108
76000 323.344
76200 281.513
76400 311.247
76600 307.475
76800 292.039
77000 306.235
77200 312.957
77400 290.398
77600 311.671
77800 290.753
78000 306.001
78200 309.354
78400 299.456
78600 279.129
78800 292.133
79000 306.918
79200 301.295
79400 293.391
79600 288.719
79800 303.488
80000 301.71
80200 304.446
80400 312.883
80600 307.078
80800 298.967
81000 294.94
81200 299.321
81400 309.235
81600 322.471
81800 294.536
82000 297.048
82200 304.438
82400 303.095
82600 303.553
82800 298.504
83000 297.179
83200 317.149
83400 304.823
83600 304.829
83800 304.755
84000 304.971
84200 303.984
84400 303.295
84600 312.751
84800 320.204
85000 321.585
85200 279.402
85400 299.641
85600 308.385
85800 310.715
86000 297.518
86200 314.149
86400 317.054
86600 308.142
86800 319.92
87000 297.22
87200 295.797
87400 293.045
87600 303.506
87800 288.046
88000 297.321
88200 307.827
88400 312.062
88600 318.656
88800 309.479
89000 302.625
89200 304.135
89400 309.488
89600 303.451
89800 318.147
90000 302.098
90200 298.395
90400 317.389
90600 286.823
90800 296.519
91000 306.053
91200 327.747
91400 311.881
91600 305.61
91800 312.637
92000 282.82
92200 297.735
92400 292.091
92600 310.541
92800 307.85
93000 311.237
93200 312.794
93400 297.322
93600 312.301
93800 310.926
94000 320.884
94200 312.509
94400 298.408
94600 332.443
94800 300.2
95000 321.523
95200 303.028
95400 309.134
95600 296.387
95800 306.993
96000 292.166
96200 312.351
96400 289.946
96600 300.437
96800 305.518
97000 299.826
97200 313.317
97400 316.07
97600 332.368
97800 300.016
98000 334.186
98200 316.526
98400 325.068
98600 298.996
98800 305.023
99000 310.021
99200 299.538
99400 296.798
99600 306.258
99800 299.702
100000 304.071
100200 309.259
100400 308.753
100600 303.558
100800 307.624
101000 306.702
101200 318.298
101400 313.06
101600 309.591
101800 316.143
102000 301.871
102200 322.509
102400 301.766
102600 294.727
102800 291.952
103000 312.441
103200 310.419
103400 318.838
103600 308.782
103800 308.674
104000 305.893
104200 337.141
104400 297.814
104600 316.736
104800 281.656
105000 294.372
105200 320.663
105400 318.074
105600 326.32
105800 296.481
106000 323.219
106200 309.253
106400 284.946
106600 294.668
106800 324.372
107000 306.627
107200 302.569
107400 297.514
107600 318.34
107800 298.47
108000 307.534
108200 315.68
108400 320.288
108600 298.079
108800 287.981
109000 312.153
109200 299.704
109400 309.569
109600 308.131
109800 319.949
110000 319.69
110200 315.007
110400 313.823
110600 303.304
110800 318.013
111000 305.267
111200 316.808
111400 294.44
111600 318.552
111800 285.919
112000 300.213
112200 307.634
112400 283.976
112600 310.581
112800 322.83
113000 318.583
113200 307.367
113400 279.039
113600 291.479
113800 294.291
114000 290.297
114200 322.236
114400 293.876
114600 311.998
114800 302.784
115000 309.778
115200 296.356
115400 313.461
115600 303.626
115800 307.564
116000 328.926
116200 298.276
116400 296.403
116600 321.995
116800 319.535
117000 326.174
117200 296.251
117400 309.449
117600 319.348
117800 320.185
118000 285.735
118200 289.193
118400 305.378
118600 312.31
118800 308.363
119000 319.939
119200 306.582
119400 308.75
119600 317.98
119800 305.093
120000 309.282
120200 312.625
120400 308.527
120600 317.507
120800 296.354
121000 304.901
121200 312.005
121400 302.213
121600 321.02
121800 308.274
122000 312.114
122200 300.761
122400 308.071
122600 292.508
122800 330.193
123000 319.025
123200 302.008
123400 310.925
123600 316.869
123800 314.251
124000 278.979
124200 306.244
124400 304.203
124600 294.804
124800 299.605
125000 307.733
125200 302.469
125400 293.987
125600 299.428
125800 289.652
126000 326.79
126200 283.263
126400 292.538
126600 297.906
126800 311.987
127000 302.697
127200 296.442
127400 294.713
127600 310.143
127800 307.839
128000 305.154
128200 302.765
128400 301.319
128600 314.502
128800 318.533
129000 294.443
129200 310.117
129400 298.548
129600 303.665
129800 315.739
130000 298.672
130200 308.514
130400 314.853
130600 315.688
130800 316.751
131000 297.436
131200 316.693
131400 309.071
131600 310.065
131800 309.576
132000 305.355
132200 319.445
132400 313.239
132600 295.461
132800 318.852
133000 315.184
133200 311.221
133400 294.211
133600 310.599
133800 291.472
134000 320.367
134200 293.1
134400 312.384
134600 305.081
134800 313.916
135000 284.615
135200 295.988
135400 301.029
135600 306.713
135800 297.114
136000 306.501
136200 326.973
136400 309.085
136600 311.814
136800 297.545
137000 306.659
137200 329.847
137400 300.243
137600 306.515
137800 324.558
138000 316.774
138200 300.3
138400 316.45
138600 309.258
138800 307.416
139000 304.623
139200 319.409
139400 310.09
139600 323.813
139800 316.617
140000 304.319
140200 312.444
140400 336.064
140600 306.858
140800 320.649
141000 308.549
141200 301.55
141400 300.137
141600 308.344
141800 312.637
142000 300.842
142200 301.404
142400 290.829
142600 311.01
142800 303.818
143000 297.421
143200 308.902
143400 329
143600 302.432
143800 305.01
144000 288.575
144200 306.597
144400 302.481
144600 294.521
144800 305.071
145000 326.653
145200 325.627
145400 303.37
145600 314.044
145800 317.242
146000 290.092
146200 308.766
146400 303.053
146600 299.879
146800 320.492
147000 294.47
147200 318.027
147400 296.134
147600 293.624
147800 319.561
148000 293.932
148200 312.706
148400 328.291
148600 304.141
148800 322.339
149000 294.857
149200 306.391
149400 314.136
149600 308.136
149800 341.914
150000 317.276
150200 314.888
150400 294.472
150600 310.524
150800 313.982
151000 316.283
151200 300.243
151400 311.558
151600 309.579
151800 301.825
152000 302.694
152200 304.103
152400 316.69
152600 298.955
152800 301.985
153000 327.83
153200 296.038
153400 310.574
153600 307.287
153800 295.29
154000 315.393
154200 305.266
154400 316.654
154600 301.841
154800 315.789
155000 303.885
155200 306.154
155400 297.937
155600 304.395
155800 316.203
156000 310.388
156200 316.255
156400 281.617
156600 289.926
156800 295.572
157000 304.75
157200 289.762
157400 310.468
157600 284.443
157800 302.074
158000 306.133
158200 307.062
158400 319.288
158600 308.432
158800 306.036
159000 303.32
159200 322.699
159400 326.518
159600 316.612
159800 306.999
160000 312.999
160200 320.145
160400 304.448
160600 305.555
160800 315.309
161000 310.276
161200 299.248
161400 311.199
161600 278.64
161800 319.584
162000 306.267
162200 304.751
162400 303.664
162600 319.862
162800 307.396
163000 305.748
163200 291.746
163400 323.042
163600 306.963
163800 310.465
164000 310.084
164200 308.78
164400 306.367
164600 312.146
164800 305.532
165000 302.376
165200 305.897
165400 314.56
165600 292.922
165800 296.696
166000 265.772
166200 289.04
166400 304.615
166600 311.009
166800 313.431
167000 297.525
167200 301.619
167400 321.726
167600 316.588
167800 293.507
168000 302.755
168200 311.495
168400 314.132
168600 320.409
168800 298.64
169000 297.01
169200 308.695
169400 303.429
169600 285.24
169800 293.747
170000 326.635
170200 325.985
170400 331.104
170600 305.997
170800 304.073
171000 321.63
171200 295.16
171400 314.387
171600 298.315
171800 299.558
172000 297.662
172200 286.35
172400 296.672
172600 323.98
172800 300.345
173000 314.103
173200 287.03
173400 294.284
173600 322.044
173800 315.095
174000 327.274
174200 307.629
174400 317.409
174600 288.036
174800 313.577
175000 320.092
175200 310.624
175400 324.956
175600 309.098
175800 325.379
176000 290.623
176200 315.109
176400 327.639
176600 306.923
176800 314.143
177000 305.891
177200 310.497
177400 305.407
177600 308.308
177800 293.198
178000 311.533
178200 285.089
178400 327.253
178600 310.228
178800 318.895
179000 322.441
179200 305.215
179400 317.239
179600 301.501
179800 313.668
180000 296.042
180200 302.854
180400 293.261
180600 315.764
180800 291.353
181000 306.796
181200 287.347
181400 287.937
181600 297.781
181800 318.745
182000 305.659
182200 312.302
182400 294.81
182600 303.645
182800 292.429
183000 307.425
183200 318.511
183400 300.533
183600 290.394
183800 309.951
184000 313.214
184200 304.346
184400 299.218
184600 323.151
184800 320.373
185000 278.257
185200 330.465
185400 304.909
185600 287.172
185800 296.766
186000 317.638
186200 280.895
186400 289.743
186600 299.599
186800 307.589
187000 305.811
187200 298.528
187400 306.982
187600 295.529
187800 303.008
188000 311.245
188200 311.557
188400 317.852
188600 295.385
188800 312.426
189000 268.843
189200 314.752
189400 315.98
189600 304.384
189800 305.698
190000 307.54
190200 296.285
190400 319.6
190600 309.97
190800 292.582
191000 304.213
191200 300.72
191400 285.748
191600 281.008
191800 306.041
192000 304.197
192200 309.939
192400 329.218
192600 326.739
192800 296.076
193000 304.057
193200 296.02
193400 306.662
193600 330.704
193800 296.75
194000 308.334
194200 303.621
194400 298.546
194600 289.403
194800 305.979
195000 307.147
195200 302.454
195400 286.283
195600 323.572
195800 303.789
196000 326.881
196200 302.933
196400 300.474
196600 308.517
196800 322.741
197000 303.95
197200 294.273
197400 297.599
197600 316.264
197800 301.977
198000 309.099
198200 292.312
198400 323.196
198600 299.389
198800 286.251
199000 320.936
199200 303.045
199400 309.318
199600 292.698
199800 320.277
200000 281.447
200200 304.901
200400 319.5
200600 325.39
200800 312.719
201000 300.389
201200 312.312
201400 313.989
201600 311.592
201800 316.578
202000 310.922
202200 283.935
202400 301.572
202600 301.93
202800 308.779
203000 300.874
203200 294.913
203400 290.886
203600 327.895
203800 316.624
204000 309.216
204200 297.809
204400 290.137
204600 311.256
204800 291.738
205000 294.153
205200 282.143
205400 300.477
205600 311.621
205800 310.997
206000 320.917
206200 291.304
206400 300.976
206600 303.933
206800 298.245
207000 311.768
207200 304.408
207400 292.684
207600 300.722
207800 306.516
208000 301.375
208200 298.376
208400 302.872
208600 310.406
208800 297.546
209000 301.376
209200 310.606
209400 303.615
209600 327.623
209800 320.419
210000 298.733
210200 308.68
210400 301.833
210600 268.751
210800 287.202
211000 301.53
211200 311.4
211400 286.072
211600 323.194
211800 288.659
212000 312.627
212200 312.901
212400 297.877
212600 304.859
212800 286.089
213000 305.689
213200 293.686
213400 304.12
213600 309.643
213800 299.149
214000 311.319
214200 315.293
214400 296.973
214600 286.497
214800 315.026
215000 299.578
215200 320.9
215400 285.618
215600 316.32
215800 282.72
216000 290.398
216200 304.016
216400 313.301
216600 293.294
216800 309.647
217000 305.045
217200 296.444
217400 317.249
217600 306.811
217800 317.309
218000 272.174
218200 320.229
218400 288.065
218600 302.242
218800 297.855
219000 295.755
219200 280.019
219400 304.375
219600 295.286
219800 309.263
220000 305.967
220200 312.306
