# Time-averaged data for fix thermo_out
# TimeStep c_surf_temp
20400 291.728
20600 302.452
20800 283.346
21000 317.864
21200 294.828
21400 303.981
21600 285.513
21800 325.743
22000 278.405
22200 318.937
22400 294.843
22600 303.307
22800 314.646
23000 281.757
23200 302.522
23400 308.774
23600 289.763
23800 320.693
24000 316.85
24200 307.539
24400 310.427
24600 319.604
24800 307.766
25000 302.177
25200 311.999
25400 303.081
25600 282.413
25800 306.58
26000 298.778
26200 302.846
26400 298.928
26600 324.736
26800 282.497
27000 291.746
27200 316.165
27400 289.398
27600 316.88
27800 305.978
28000 291.839
28200 311.25
28400 299.784
28600 310.673
28800 310.992
29000 305.764
29200 305.729
29400 314.523
29600 300.951
29800 286.442
30000 281.162
30200 330.697
30400 297.355
30600 313.838
30800 312.517
31000 294.118
31200 287.932
31400 309.32
31600 309.171
31800 287.398
32000 306.482
32200 333.812
32400 317.109
32600 317.07
32800 313.93
33000 310.266
33200 313.317
33400 318.894
33600 310.378
33800 310.299
34000 313.148
34200 321.284
34400 311.836
34600 315.021
34800 301.448
35000 292.639
35200 328.367
35400 315.699
35600 287.772
35800 302.557
36000 319.214
36200 288.087
36400 310.576
36600 303.443
36800 308.426
37000 283.359
37200 296.154
37400 300.782
37600 322.961
37800 323.218
38000 303.185
38200 320.561
38400 315.657
38600 315.613
38800 313.747
39000 304.24
39200 316.893
39400 314.923
39600 317.644
39800 311.474
40000 298.993
40200 284.901
40400 301.188
40600 288.496
40800 307.319
41000 322.34
41200 311.624
41400 297.397
41600 280.787
41800 304.443
42000 312.364
42200 303.056
42400 329.189
42600 307.828
42800 294.543
43000 302.051
43200 308.745
43400 301.063
43600 307.042
43800 290.595
44000 302.311
44200 296.16
44400 281.629
44600 316.515
44800 311.424
45000 307.618
45200 308.675
45400 290.981
45600 304.478
45800 319.737
46000 306.698
46200 315.227
46400 299.339
46600 311.623
46800 301.997
47000 301.851
47200 314.129
47400 298.94
47600 305.783
47800 322.613
48000 315.478
48200 290.467
48400 278.394
48600 322.534
48800 304.815
49000 308.378
49200 309.445
49400 310.148
49600 302.869
49800 309.021
50000 307.233
50200 287.991
50400 281.763
50600 284.855
50800 314.138
51000 317.379
51200 305.153
51400 305.791
51600 302.298
51800 329.074
52000 298.527
52200 311.059
52400 318.55
52600 310.277
52800 299.983
53000 297.445
53200 318.43
53400 309.78
53600 328.104
53800 283.558
54000 288.474
54200 296.367
54400 301.768
54600 299.415
54800 268.874
55000 298.886
55200 318.958
55400 322.155
55600 321.379
55800 300.921
56000 318.309
56200 288.404
56400 316.865
56600 304.432
56800 295.622
57000 299.555
57200 291.977
57400 305.629
57600 307.554
57800 302.592
58000 313.421
58200 296.955
58400 278.536
58600 316.23
58800 304.927
59000 301.26
59200 322.093
59400 306.528
59600 305.246
59800 312.254
60000 306.794
60200 319.761
60400 307.816
60600 329.338
60800 294.351
61000 298.424
61200 318.596
61400 284.743
61600 294.699
61800 316.285
62000 297.679
62200 301.19
62400 314.278
62600 312.854
62800 314.234
63000 312.647
63200 311.78
63400 318.252
63600 314.797
63800 313.672
64000 303.221
64200 301.223
64400 321.411
64600 306.213
64800 301.207
65000 280.6
65200 306.835
65400 309.228
65600 323.112
65800 311.395
66000 312.225
66200 279.947
66400 291.248
66600 286.706
66800 295.793
67000 297.772
67200 304.818
67400 307.314
67600 317.612
67800 315.804
68000 326.875
68200 292.675
68400 305.257
68600 315.723
68800 312.893
69000 302.857
69200 293.427
69400 296.024
69600 299.976
69800 305.62
70000 294.007
70200 319.824
70400 304.541
70600 300.254
70800 295.436
71000 318.734
71200 303.693
71400 299.062
71600 300.913
71800 299.692
72000 281.991
72200 313.223
72400 310.224
72600 311.352
72800 329.06
73000 312.844
73200 319.79
73400 312.731
73600 312.231
73800 297.217
74000 304.763
74200 305.318
74400 293.961
74600 292.132
74800 305.909
75000 316.23
75200 320.771
75400 299.192
75600 321.665
75800 302.203
76000 300.837
76200 303.779
76400 324.541
76600 317.159
76800 289.942
77000 314.133
77200 301.772
77400 304.112
77600 311.59
77800 304.269
78000 305.378
78200 319.864
78400 301.928
78600 313.387
78800 318.04
79000 299.592
79200 316.04
79400 301.445
79600 302.412
79800 303.117
80000 325.528
80200 309.976
80400 319.719
80600 310.303
80800 316.789
81000 306.048
81200 299.531
81400 292.647
81600 288.975
81800 294.607
82000 303.552
82200 299.529
82400 299.389
82600 305.223
82800 305.748
83000 276.026
83200 318.957
83400 312.863
83600 320.89
83800 291.054
84000 317.061
84200 305.902
84400 303.653
84600 289.017
84800 323.112
85000 298.825
85200 310.062
85400 304.996
85600 317.253
85800 285.547
