# Time-averaged data for fix thermo_out
# TimeStep c_surf_temp
86000 311.422
86200 288.829
86400 285.223
86600 304.564
86800 314.456
87000 317.46
87200 306.927
87400 305.939
87600 333.951
87800 310.555
88000 326.094
88200 303.377
88400 290.112
88600 322.069
88800 304.223
89000 324.269
89200 307.393
89400 300.918
89600 283.047
89800 297.125
90000 310.524
90200 321.083
90400 311.572
90600 302.274
90800 314.459
91000 289.041
91200 286.316
91400 307.271
91600 311.631
91800 319.763
92000 293.901
92200 304.654
92400 320.951
92600 305.479
92800 314.112
93000 303.068
93200 293.664
93400 315.101
93600 311.813
93800 294.92
94000 308.045
94200 291.247
94400 293.826
94600 299.241
94800 305.915
95000 292.131
95200 315.775
95400 326.686
95600 330.484
95800 309.212
96000 282.233
96200 298.024
96400 316.066
96600 302.4
96800 321.988
97000 288.348
97200 304.544
97400 292.765
97600 291.666
97800 294.943
98000 308.076
98200 286.433
98400 308.356
98600 310.806
98800 283.76
99000 306.825
99200 298.916
99400 311.276
99600 317.749
99800 317.787
100000 290.06
100200 305.721
100400 333.76
100600 302.114
100800 298.37
101000 313.562
101200 318.52
101400 297.266
101600 298.934
101800 324.641
102000 291.178
102200 302.132
102400 309.356
102600 303.641
102800 292.813
103000 319.022
103200 311.82
103400 303.441
103600 311.878
103800 315.255
104000 313.431
104200 274.651
104400 313.539
104600 317.111
104800 288.489
105000 313.878
105200 307.503
105400 297.04
105600 310.622
105800 313.457
106000 291.259
106200 304.219
106400 280.495
106600 312.279
106800 303.024
107000 312.436
107200 301.542
107400 286.031
107600 310.754
107800 301.379
108000 307.657
108200 300.802
108400 308.771
108600 292.628
108800 300.766
109000 280.412
109200 315.414
109400 302.649
109600 292.561
109800 299.205
110000 303.389
110200 300.533
110400 313.236
110600 301.203
110800 294.027
111000 297.108
111200 304.906
111400 304.374
111600 310.167
111800 306.962
112000 320.323
112200 295.958
112400 329.433
112600 310.673
112800 317.36
113000 300.489
113200 292.015
113400 277.514
113600 299.326
113800 297.159
114000 304.698
114200 285.8
114400 326.76
114600 283.51
114800 308.993
115000 307.878
115200 287.364
115400 295.769
115600 292.048
115800 308.081
116000 285.461
116200 297.977
116400 293.917
116600 301.95
116800 301.878
117000 299.53
117200 308.922
117400 287.779
117600 282.864
117800 309.517
118000 310.251
118200 313.172
118400 280.578
118600 297.404
118800 301.559
119000 287.597
119200 321.044
119400 307.176
119600 314.472
119800 310.89
120000 290.686
120200 304.684
120400 314.792
120600 283.848
120800 303.013
121000 285.771
121200 282.921
121400 303.2
121600 310.04
121800 310.803
122000 305.714
122200 302.987
122400 308.768
122600 319.58
122800 319.608
123000 302.358
123200 287.309
123400 286.33
123600 296.89
123800 289.642
124000 283.3
124200 316.103
124400 301.363
124600 306.806
124800 288.456
125000 306.837
125200 307.906
125400 313.453
125600 301.193
125800 278.682
126000 309.642
126200 295.618
126400 309.613
126600 326.105
126800 304.872
127000 290.246
127200 313.163
127400 297.438
127600 279.471
127800 303.18
128000 303.258
128200 296.355
128400 291.953
128600 302.331
128800 298.143
129000 321.254
129200 310.109
129400 297.125
129600 299.395
129800 307.651
130000 292.517
130200 314.615
130400 295.822
130600 290.79
130800 311.65
131000 325.601
131200 257.968
131400 294.671
131600 286.167
131800 291.45
132000 329.358
132200 298.727
132400 336.203
132600 315.186
132800 289.756
133000 301.298
133200 320.361
133400 293.762
133600 340.403
133800 294.176
134000 312.936
134200 312.882
134400 298.884
134600 316.1
134800 299.932
135000 316.04
135200 329.415
135400 323.719
135600 303.675
135800 308.98
136000 279.429
136200 301.926
136400 305.802
136600 323.211
136800 297.058
137000 285.098
137200 323.973
137400 310.385
137600 289.643
137800 306.792
138000 286.909
138200 283.465
138400 299.201
138600 294.503
138800 304.733
139000 307.799
139200 294.689
139400 309.681
139600 284.743
139800 300.154
140000 289.424
140200 309.774
140400 306.867
140600 305.173
140800 286.801
141000 311.723
141200 294.715
141400 289.491
141600 318.233
141800 296.74
142000 314.278
142200 297.005
142400 295.766
142600 323.352
142800 290.093
143000 280.587
143200 295.018
143400 301.437
143600 322.704
143800 300.448
144000 289.951
144200 299.594
144400 299.055
144600 296.509
144800 310.504
145000 305.577
145200 303.088
145400 293.821
145600 272.017
145800 299.748
146000 317.449
146200 293.557
146400 305.518
146600 296.734
146800 295.651
147000 312.594
147200 330.792
147400 315.437
147600 299.17
147800 327.305
148000 321.515
148200 307.619
148400 303.715
148600 308.682
148800 282.312
149000 286.444
149200 295.701
149400 296.318
149600 305.91
149800 292.452
150000 310.168
150200 319.269
150400 307.965
150600 304.754
150800 300.756
151000 296.523
151200 301.938
151400 306.619
151600 290.725
151800 297.825
152000 300.891
152200 293.118
152400 305.175
152600 291.784
152800 301.489
153000 295.448
153200 286.463
153400 308.225
153600 289.223
153800 290.257
154000 292.591
154200 308.71
154400 326.282
154600 310.448
154800 317.347
155000 298.583
155200 299.941
155400 316.522
155600 297.722
155800 300.168
156000 293.444
156200 291.18
156400 298.245
156600 283.951
156800 272.44
157000 302.428
157200 298.369
157400 301.884
157600 316.145
157800 295.971
158000 312.265
158200 304.609
158400 268.614
158600 300.643
158800 307.253
159000 298.581
159200 303.054
159400 316.519
159600 295.54
159800 310.769
160000 303.39
160200 307.007
160400 292.48
160600 283.842
160800 291.308
161000 296.358
161200 308.898
161400 298.243
161600 303.64
161800 309.717
162000 305.286
162200 294.397
162400 298.897
162600 300.346
162800 297.365
163000 308.742
163200 301.377
163400 294.106
163600 289.543
163800 303.579
164000 304.659
164200 309.069
164400 310.516
164600 305.187
164800 304.272
165000 317.349
165200 281.147
165400 298.458
165600 297.76
165800 285.623
166000 296.68
166200 288.972
166400 303.319
166600 285.927
166800 314.475
167000 293.319
167200 304.102
167400 297.812
167600 304.18
167800 289.761
168000 277.252
168200 308.475
168400 301.895
168600 322.046
168800 320.836
169000 299.55
169200 299.633
169400 303.581
169600 304.475
169800 309.311
170000 303.416
170200 296.86
170400 295.1
170600 282.77
170800 304.305
171000 310.435
171200 311.336
171400 288.458
171600 308.546
171800 305.566
172000 284.51
172200 311.274
172400 307.964
172600 308.378
172800 305.467
173000 302.168
173200 307.712
173400 300.908
173600 303.415
173800 322.155
174000 317.885
174200 291.593
174400 311.373
174600 309.718
174800 290.559
175000 309.09
175200 286.244
175400 270.986
175600 280.287
175800 304.047
176000 294.001
176200 297.781
176400 304.593
176600 312.855
176800 275.314
177000 311.677
177200 285.223
177400 294.163
177600 286.754
177800 290.443
178000 286.44
178200 286.917
178400 312.841
178600 313.352
178800 315.893
179000 297.998
179200 312.808
179400 302.201
179600 273.206
179800 302.118
180000 311.036
180200 289.723
180400 297.437
180600 298.244
180800 317.216
181000 305.55
181200 283.093
181400 302.917
181600 313.24
181800 286.027
182000 280.471
182200 297.821
182400 290.582
182600 297.198
182800 303.969
183000 314.396
183200 291.263
183400 279.657
183600 298.319
183800 305.093
184000 315.702
184200 303.083
184400 287.346
184600 290.656
184800 281.181
185000 295.109
185200 306.227
185400 286.14
185600 314.484
185800 317.141
186000 314.048
186200 294.113
186400 280.564
186600 306.353
186800 293.969
187000 296.204
187200 293.148
187400 296.538
187600 285.993
187800 297.388
188000 301.657
188200 293.614
188400 313.547
188600 307.779
188800 304.17
189000 299.566
189200 314.013
189400 294.8
189600 297.467
189800 288.911
190000 285.756
190200 320.606
190400 304.176
190600 298.133
190800 292.783
191000 302.036
191200 292.139
191400 287.239
191600 291.118
191800 302.42
192000 302.515
192200 293.695
192400 286.158
192600 283.848
192800 294.718
193000 308.558
193200 309.486
193400 317.959
193600 310.321
193800 290.884
194000 296.298
194200 287.86
194400 291.24
194600 281.438
194800 304.382
195000 300.162
195200 305.054
195400 289.388
195600 301.937
195800 283.28
196000 288.39
196200 293.054
196400 292
196600 292.215
196800 297.278
197000 296.357
197200 323.813
197400 297.539
197600 275.377
197800 298.021
198000 299.799
198200 303.172
198400 304.984
198600 299.012
198800 298.948
199000 291.3
199200 283.217
199400 294.766
199600 289.656
199800 281.883
200000 294.396
200200 295.001
200400 293.926
200600 292.816
200800 320.046
201000 290.935
201200 322.039
201400 309.974
201600 310.909
201800 297.264
202000 294.916
202200 287.524
202400 305.174
202600 310.551
202800 295.693
203000 305.56
203200 317.892
203400 296.218
203600 294.997
203800 292.306
204000 290.045
204200 291.832
204400 295.699
204600 312.868
204800 291.412
205000 293.61
205200 304.009
205400 298.025
205600 300.283
205800 293.888
206000 301.86
206200 293.378
206400 296.017
206600 306.925
206800 283.211
207000 286.323
207200 308.871
207400 301.084
207600 286.366
207800 294.141
208000 302.378
208200 302.462
208400 295.575
208600 286.769
208800 302.857
209000 298.378
209200 313.978
209400 289.746
209600 323.573
209800 294.764
210000 291.311
210200 292.901
210400 274.177
210600 264.876
210800 306.398
211000 297.153
211200 284.891
211400 310.903
211600 274.855
211800 301.328
212000 287.939
212200 265.956
212400 294.489
212600 312.48
212800 306.09
213000 299.193
213200 301.026
213400 282.569
213600 304.563
213800 289.856
214000 306.656
214200 309.781
214400 286.63
214600 292.385
214800 302.654
215000 278.633
215200 289.56
215400 302.169
215600 291.404
215800 301.027
216000 283.545
216200 295.011
216400 294.379
216600 294.114
216800 268.986
217000 287.207
217200 271.528
217400 305.784
217600 316.335
217800 297.155
218000 277.955
218200 277.38
218400 304.237
218600 289.68
218800 307.924
219000 295.793
219200 298.483
219400 292.592
219600 300.185
219800 280.947
220000 282.961
220200 273.804
