# Time-averaged data for fix msd_out
# TimeStep c_msd_H[4]
500000 0
501000 0.380041
502000 0.0454109
503000 0.570604
504000 0.574186
505000 0.28071
506000 6.39135
507000 6.26329
508000 5.7695
509000 6.68242
510000 5.26261
511000 6.79674
512000 7.19193
513000 7.28314
514000 5.92551
515000 5.39629
516000 7.02482
517000 6.61561
518000 8.30825
519000 7.73481
520000 5.61642
521000 7.92658
522000 8.66134
523000 6.02148
524000 6.52804
525000 4.64273
526000 7.15743
527000 6.85861
528000 5.38368
529000 6.6637
530000 0.407195
531000 9.27717
532000 7.3246
533000 5.49903
534000 0.923227
535000 0.775275
536000 0.733316
537000 0.0540307
538000 0.37736
539000 0.110229
540000 0.175288
541000 0.468522
542000 0.692811
543000 0.27457
544000 0.768132
545000 1.08805
546000 4.61722
547000 6.2491
548000 3.83489
549000 10.6846
550000 17.8368
551000 17.0841
552000 10.4236
553000 6.0287
554000 4.84802
555000 5.50686
556000 6.25432
557000 5.78449
558000 4.96231
559000 10.5509
560000 4.00902
561000 3.08831
562000 0.287076
563000 0.512977
564000 0.500398
565000 0.130105
566000 0.433397
567000 0.187754
568000 0.263272
569000 0.487426
570000 0.806365
571000 0.190511
572000 0.239711
573000 0.636973
574000 0.281387
575000 0.320329
576000 0.333815
577000 0.336464
578000 0.376517
579000 0.208191
580000 0.411092
581000 0.238337
582000 0.787655
583000 0.291985
584000 0.0747106
585000 0.315317
586000 1.0963
587000 0.339828
588000 0.172148
589000 0.526973
590000 0.105711
591000 0.860821
592000 0.140182
593000 0.101485
594000 0.35111
595000 0.125306
596000 0.467579
597000 0.453209
598000 0.38863
599000 0.275851
600000 0.0170406
601000 0.48724
602000 1.04512
603000 0.313934
604000 0.737685
605000 0.89597
606000 0.643449
607000 0.428625
608000 0.360488
609000 0.289522
610000 0.395748
611000 0.214316
612000 0.369615
613000 0.376157
614000 0.230635
615000 0.162456
616000 2.13017
617000 1.02798
618000 0.0509654
619000 0.332727
620000 0.402544
621000 0.24924
622000 0.214965
623000 0.0850242
624000 0.425851
625000 0.167416
626000 0.715867
627000 0.259033
628000 2.27546
629000 0.0997577
630000 6.37645
631000 14.8298
632000 15.0237
633000 12.8609
634000 15.8325
635000 13.8705
636000 14.8763
637000 15.9278
638000 15.7889
639000 13.8272
640000 17.329
641000 15.3116
642000 16.1338
643000 15.5674
644000 15.472
645000 12.8247
646000 14.145
647000 14.3827
648000 14.2444
649000 16.2814
650000 16.5363
651000 16.5504
652000 15.3162
653000 15.9322
654000 15.029
655000 15.7148
656000 13.8129
657000 12.2987
658000 14.4643
659000 18.0597
660000 13.9805
661000 14.5265
662000 15.4629
663000 14.0324
664000 8.14373
665000 6.20863
666000 7.65681
667000 7.539
668000 6.14457
669000 7.0183
670000 5.95301
671000 6.6821
672000 5.44938
673000 6.74344
674000 6.25655
675000 6.43963
676000 4.3142
677000 6.00433
678000 5.81985
679000 5.59469
680000 4.90896
681000 4.57634
682000 5.56335
683000 5.0736
684000 7.42761
685000 7.95251
686000 6.12071
687000 3.70338
688000 3.70082
689000 4.302
690000 4.81455
691000 4.80363
692000 6.48695
693000 18.3148
694000 4.90015
695000 7.68456
696000 5.11615
697000 6.10584
698000 3.65572
699000 15.1289
700000 14.2046
701000 18.1684
702000 16.999
703000 11.6342
704000 21.5645
705000 22.5124
706000 12.1208
707000 12.2275
708000 14.0056
709000 13.1864
710000 17.217
711000 12.8676
712000 13.8363
713000 19.4781
714000 16.0307
715000 15.8469
716000 14.2143
717000 30.6745
718000 22.5406
719000 46.1023
720000 47.3444
721000 81.3546
722000 83.9158
723000 86.8498
724000 76.4101
725000 78.2605
726000 64.6225
727000 48.46
728000 34.6569
729000 37.7035
730000 49.3786
731000 39.146
732000 50.7654
733000 38.2565
734000 44.5385
735000 51.681
736000 37.7433
737000 36.6454
738000 43.1164
739000 56.5505
740000 60.0386
741000 21.7011
742000 15.2616
743000 22.7169
744000 14.6002
745000 20.4311
746000 25.7017
747000 45.7092
748000 40.0061
749000 56.812
750000 55.62
751000 41.4538
752000 35.1782
753000 40.9096
754000 48.3137
755000 41.6937
756000 37.5223
757000 39.6106
758000 12.9466
759000 11.7673
760000 12.0454
761000 11.2125
762000 15.1285
763000 17.2219
764000 19.9356
765000 21.4235
766000 16.0761
767000 16.0305
768000 24.1746
769000 23.409
770000 13.4505
771000 12.8216
772000 11.9615
773000 19.6908
774000 12.8399
775000 15.1678
776000 15.0159
777000 12.0041
778000 12.5724
779000 18.5709
780000 14.2154
781000 19.3065
782000 17.547
783000 13.4353
784000 17.4779
785000 18.7002
786000 18.8205
787000 9.89697
788000 36.4464
789000 26.3942
790000 14.1466
791000 14.1143
792000 12.8683
793000 14.1053
794000 13.6311
795000 14.2189
796000 15.6809
797000 17.0284
798000 11.6224
799000 12.9666
800000 12.0016
801000 16.0085
802000 13.9406
803000 19.3874
804000 17.2881
805000 12.7556
806000 13.4068
807000 18.5581
808000 19.9404
809000 17.799
810000 21.5939
811000 14.5553
812000 13.175
813000 13.1077
814000 26.5955
815000 15.1147
816000 13.3088
817000 12.5953
818000 18.5856
819000 18.2074
820000 14.6528
821000 17.9154
822000 9.20286
823000 23.6465
824000 10.8348
825000 16.6365
826000 13.4675
827000 11.8488
828000 27.0806
829000 13.6817
830000 14.5549
831000 12.107
832000 15.6913
833000 21.153
834000 19.038
835000 18.6665
836000 32.9754
837000 34.606
838000 39.7967
839000 35.0325
840000 41.0395
841000 48.9995
842000 43.4078
843000 44.4785
844000 45.6824
845000 44.275
846000 48.9972
847000 43.5681
848000 42.0255
849000 48.5701
850000 43.0651
851000 36.7446
852000 38.6688
853000 43.4224
854000 45.125
855000 46.7953
856000 46.9342
857000 56.9321
858000 51.8409
859000 25.5333
860000 34.4439
861000 32.4825
862000 32.472
863000 47.6496
864000 42.6413
865000 40.2406
866000 57.7868
867000 42.0588
868000 29.0863
869000 33.6114
870000 59.3187
871000 57.5617
872000 50.1805
873000 46.1806
874000 55.8907
875000 52.8411
876000 48.1484
877000 51.6084
878000 39.6474
879000 51.8797
880000 43.0936
881000 32.3776
882000 31.5989
883000 34.6217
884000 32.239
885000 31.6919
886000 28.5208
887000 29.9368
888000 40.5422
889000 43.6128
890000 26.8139
891000 37.9842
892000 18.5668
893000 17.9516
894000 20.5126
895000 20.6134
896000 19.9217
897000 7.57689
898000 11.7968
899000 32.3828
900000 53.9198
901000 28.8113
902000 29.8584
903000 29.4334
904000 49.8994
905000 45.7542
906000 43.9045
907000 53.9286
908000 59.0701
909000 31.6553
910000 40.4927
911000 46.7888
912000 53.5209
913000 63.3472
914000 45.6496
915000 44.1545
916000 42.7343
917000 38.1966
918000 40.0382
919000 49.1124
920000 49.9319
921000 49.1623
922000 49.6042
923000 30.5823
924000 33.1698
925000 16.106
926000 7.79095
927000 13.7332
928000 18.6966
929000 16.8143
930000 13.6841
931000 12.4057
932000 2.83849
933000 8.62626
934000 14.1528
935000 18.8679
936000 14.6477
937000 10.255
938000 13.306
939000 19.6743
940000 41.111
941000 37.3303
942000 18.8086
943000 18.2919
944000 8.42985
945000 14.9884
946000 19.8199
947000 20.8116
948000 17.3814
949000 21.889
950000 8.52459
951000 9.38368
952000 4.58146
953000 6.93011
954000 11.7917
955000 12.7944
956000 17.3777
957000 8.99383
958000 11.8193
959000 10.6376
960000 10.251
961000 14.6679
962000 8.81374
963000 21.5399
964000 15.4762
965000 18.0405
966000 17.2643
967000 15.6326
968000 20.2097
969000 14.8922
970000 14.214
971000 18.5502
972000 32.8035
973000 34.9455
974000 41.6788
975000 41.3281
976000 44.514
977000 41.0644
978000 43.0389
979000 42.8708
980000 43.6037
981000 38.7614
982000 38.5465
983000 46.7787
984000 39.0496
985000 41.35
986000 42.8482
987000 41.8313
988000 33.4375
989000 33.2922
990000 32.8839
991000 36.0682
992000 38.3217
993000 32.9999
994000 35.7648
995000 32.6845
996000 32.473
997000 32.4586
998000 42.5514
999000 43.821
1000000 56.0741
1001000 62.4043
1002000 45.3868
1003000 59.0947
1004000 46.6563
1005000 12.2617
1006000 8.59229
1007000 14.299
1008000 25.7054
1009000 35.2664
1010000 27.3982
1011000 49.6502
1012000 51.116
1013000 47.1389
1014000 26.8956
1015000 17.7859
1016000 8.96611
1017000 7.04702
1018000 20.8961
1019000 8.50095
1020000 9.05728
1021000 13.6555
1022000 14.6447
1023000 24.1108
1024000 21.0647
1025000 21.8415
1026000 20.2092
1027000 22.1929
1028000 19.9225
1029000 22.1763
1030000 18.3039
1031000 14.0613
1032000 11.0066
1033000 6.10213
1034000 11.9914
1035000 10.9627
1036000 20.9084
1037000 22.0496
1038000 10.9169
1039000 20.8779
1040000 18.7438
1041000 17.1246
1042000 15.3231
1043000 12.1685
1044000 21.3964
1045000 20.5434
1046000 11.8837
1047000 10.8373
1048000 17.6104
1049000 23.2205
1050000 17.3246
1051000 7.16911
1052000 9.16401
1053000 16.8528
1054000 12.1673
1055000 4.43329
1056000 21.4687
1057000 32.8566
1058000 44.0707
1059000 40.2327
1060000 44.0748
1061000 29.0797
1062000 38.2035
1063000 29.3502
1064000 44.7014
1065000 37.1581
1066000 43.9866
1067000 59.5439
1068000 49.2493
1069000 45.3598
1070000 46.3052
1071000 53.2772
1072000 23.9891
1073000 36.8075
1074000 27.4917
1075000 26.1715
1076000 34.7568
1077000 29.8277
1078000 48.9704
1079000 47.2252
1080000 50.6175
1081000 39.0804
1082000 38.6497
1083000 46.9609
1084000 42.0574
1085000 52.287
1086000 43.0661
1087000 54.513
1088000 37.8808
1089000 33.7216
1090000 46.5225
1091000 41.5393
1092000 52.4024
1093000 53.3142
1094000 39.838
1095000 57.6098
1096000 46.8878
1097000 41.45
1098000 45.8814
1099000 46.0277
1100000 50.7731
1101000 54.6538
1102000 43.721
1103000 33.8512
1104000 28.4808
1105000 31.9218
1106000 47.7882
1107000 42.3886
1108000 42.4418
1109000 31.5583
1110000 41.572
1111000 29.3733
1112000 44.1203
1113000 43.4274
1114000 32.895
1115000 44.4206
1116000 26.0635
1117000 26.3451
1118000 32.1504
1119000 49.7656
1120000 47.4407
1121000 28.1344
1122000 43.7133
1123000 44.0967
1124000 44.0216
1125000 49.0341
1126000 48.0962
1127000 35.3854
1128000 44.6065
1129000 25.6247
1130000 30.0497
1131000 42.7183
1132000 46.8965
1133000 50.1045
1134000 38.0142
1135000 52.4443
1136000 44.976
1137000 53.7728
1138000 59.2537
1139000 36.8944
1140000 61.5195
1141000 42.5001
1142000 92.7764
1143000 81.7454
1144000 73.6939
1145000 87.1004
1146000 82.0777
1147000 95.1188
1148000 100.336
1149000 90.8663
1150000 73.0349
1151000 88.0046
1152000 83.9667
1153000 89.7165
1154000 80.0639
1155000 110.343
1156000 96.2266
1157000 82.0752
1158000 72.0157
1159000 102.254
1160000 75.1416
1161000 47.6945
1162000 45.8411
1163000 65.2825
1164000 56.3149
1165000 72.7862
1166000 46.6003
1167000 44.1872
1168000 44.977
1169000 48.2137
1170000 56.1286
1171000 52.6565
1172000 103.194
1173000 77.0827
1174000 69.4113
1175000 74.755
1176000 94.2074
1177000 79.9024
1178000 74.0564
1179000 80.7837
1180000 91.528
1181000 115.716
1182000 123.8
1183000 111.182
1184000 94.9542
1185000 115.242
1186000 115.128
1187000 111.049
1188000 115.745
1189000 108.709
1190000 105.589
1191000 106.237
1192000 111.89
1193000 89.0194
1194000 102.038
1195000 111.962
1196000 118.089
1197000 107.57
1198000 108.706
1199000 100.966
1200000 108.851
1201000 110.165
1202000 111.914
1203000 109.346
1204000 112.342
1205000 112.98
1206000 109.458
1207000 109.429
1208000 106.875
1209000 103.896
1210000 87.2335
1211000 113.047
1212000 122.293
1213000 102.755
1214000 115.617
1215000 111.257
1216000 108.025
1217000 99.7121
1218000 80.0005
1219000 79.3466
1220000 59.09
1221000 55.0788
1222000 57.0079
1223000 34.5325
1224000 71.0109
1225000 74.0209
1226000 82.6787
1227000 79.0107
1228000 60.9798
1229000 46.0701
1230000 42.7967
1231000 45.7625
1232000 46.19
1233000 45.5174
1234000 45.2128
1235000 48.2683
1236000 52.9393
1237000 54.6737
1238000 55.6366
1239000 56.6757
1240000 54.3438
1241000 52.2957
1242000 57.9435
1243000 55.6013
1244000 59.4134
1245000 52.3973
1246000 57.9673
1247000 57.4116
1248000 58.6703
1249000 55.2008
1250000 57.3919
1251000 55.1288
1252000 57.2989
1253000 58.4748
1254000 60.3692
1255000 52.6452
1256000 58.169
1257000 56.9073
1258000 59.873
1259000 53.7806
1260000 57.8509
1261000 55.7781
1262000 56.8316
1263000 52.102
1264000 57.0955
1265000 56.3622
1266000 54.1148
1267000 58.4389
1268000 55.1576
1269000 54.0401
1270000 55.572
1271000 56.067
1272000 53.6932
1273000 55.8026
1274000 52.465
1275000 51.4522
1276000 55.7944
1277000 55.1163
1278000 54.0549
1279000 57.2792
1280000 55.1314
1281000 53.2781
1282000 54.4289
1283000 53.4683
1284000 56.356
1285000 53.5799
1286000 58.0296
1287000 54.7398
1288000 57.1461
1289000 54.7282
1290000 51.8594
1291000 57.1626
1292000 51.7832
1293000 54.793
1294000 51.3661
1295000 51.4771
1296000 61.4472
1297000 54.6758
1298000 51.3229
1299000 59.2868
1300000 55.2876
1301000 56.272
1302000 55.3803
1303000 82.4262
1304000 75.1505
1305000 76.3158
1306000 70.7456
1307000 71.3019
1308000 82.8553
1309000 70.934
1310000 80.3998
1311000 167.652
1312000 163.74
1313000 158.138
1314000 155.007
1315000 167.765
1316000 166.139
1317000 173.357
1318000 163.149
1319000 173.401
1320000 96.3781
1321000 108.809
1322000 149.743
1323000 171.399
1324000 140.041
1325000 152.389
1326000 157.292
1327000 176.869
1328000 198.835
1329000 176.72
1330000 192.208
1331000 179.83
1332000 184.176
1333000 185.828
1334000 186.879
1335000 186.3
1336000 194.664
1337000 192.439
1338000 186.757
1339000 218.302
1340000 179.218
1341000 167.283
1342000 189.37
1343000 217.466
1344000 182.829
1345000 182.157
1346000 193.328
1347000 190.985
1348000 185.305
1349000 184.286
1350000 194.589
1351000 170.347
1352000 189.426
1353000 187.937
1354000 183.816
1355000 186.127
1356000 180.438
1357000 190.658
1358000 189.824
1359000 220.746
1360000 199.641
