# Time-averaged data for fix thermo_out
# TimeStep c_surf_temp
11000 304.075
12000 302.881
13000 288.536
14000 285.61
15000 302.047
16000 320.883
17000 313.134
18000 295.261
19000 293.095
20000 309.423
21000 294.747
22000 320.813
23000 268.578
24000 287.136
25000 318.012
26000 315.458
27000 311.246
28000 323.946
29000 316.264
30000 326.418
31000 292.835
32000 306.663
33000 285.092
34000 298.219
35000 314.086
36000 328.029
37000 336.868
38000 278.905
39000 301.584
40000 280.085
41000 272.81
42000 309.253
43000 295.271
44000 315.438
45000 331.354
46000 299.121
47000 299.828
48000 280.511
49000 309.403
50000 313.204
51000 315.987
52000 300.248
53000 285.352
54000 296.043
55000 301.522
56000 274.428
57000 289.557
58000 323.477
59000 285.515
60000 287.826
61000 312.074
62000 310.534
63000 310.939
64000 301.73
65000 305.952
66000 301.774
67000 291.542
68000 313.08
69000 313.852
70000 291.093
71000 312.818
72000 298.721
73000 291.307
74000 265.354
75000 297.627
76000 321.235
77000 299.797
78000 275.766
79000 293.949
80000 311.581
81000 309.039
82000 287.685
83000 308.031
84000 298.229
85000 320.522
86000 292.466
87000 290.488
88000 305.699
89000 293.473
90000 306.622
91000 310.418
92000 310.548
93000 322.527
94000 272.287
95000 272.856
96000 286.344
97000 288.532
98000 295.321
99000 276.181
100000 286.254
101000 312.055
102000 294.854
103000 280.098
104000 288.667
105000 279.747
106000 309.195
107000 303.944
108000 303.493
109000 292.947
110000 322.649
