# Hastelloy N H MSD — Notebook 11
# columns: t_ps  MSD_300K  MSD_400K  MSD_600K  MSD_800K  (Å²)
# t_ps  MSD_300K  MSD_400K  MSD_600K  MSD_800K
1.000000000000000000e+01 3.469124107211343788e-01 1.679196665829169322e-01 3.893078685864280741e-01 9.706301114318220513e+00
1.050000000000000000e+01 3.556536435092567672e-01 1.689222669010810585e-01 4.025568943047297399e-01 1.009029161291315901e+01
1.100000000000000000e+01 3.612302496907369154e-01 1.733216201453008642e-01 4.170262351162948300e-01 1.042489080704098292e+01
1.150000000000000000e+01 3.607828369079837394e-01 1.745096085349120418e-01 4.231269224859945388e-01 1.078212619338291312e+01
1.200000000000000000e+01 3.665155600138118031e-01 1.748480257247799208e-01 4.346351372828031190e-01 1.110902491690835348e+01
1.250000000000000000e+01 3.692892765446476600e-01 1.858239793364497849e-01 4.455752462035231232e-01 1.137458667070607454e+01
1.300000000000000000e+01 3.761125471273898402e-01 1.900269095686779874e-01 4.552352389379661912e-01 1.168537486101819134e+01
1.350000000000000000e+01 3.844605563122116543e-01 1.902598268562414874e-01 4.613036011808683834e-01 1.194450011455971961e+01
1.400000000000000000e+01 3.846751235193483498e-01 1.961403326965376614e-01 4.784504796296673579e-01 1.227430733629236137e+01
1.450000000000000000e+01 4.001697089016305053e-01 1.976378891390625225e-01 4.808484083400815234e-01 1.252238936479636244e+01
1.500000000000000000e+01 4.033030824197144648e-01 2.015724064426920592e-01 4.991597087266486099e-01 1.276477193696926626e+01
1.550000000000000000e+01 4.044275125882992872e-01 2.081033659174830186e-01 5.013638774601361092e-01 1.308312494473886112e+01
1.600000000000000000e+01 4.078870371732470912e-01 2.110522826474472424e-01 5.155606097731790793e-01 1.333604859189553693e+01
1.650000000000000000e+01 4.172752353182561103e-01 2.156335339866485012e-01 5.294239195918937213e-01 1.360761959655232367e+01
1.700000000000000000e+01 4.176227179631220032e-01 2.212337927325834785e-01 5.396236671104975846e-01 1.386431121887699547e+01
1.750000000000000000e+01 4.270196459785129961e-01 2.233698089825374988e-01 5.508514921355389671e-01 1.416762517843627833e+01
1.800000000000000000e+01 4.369653037973378895e-01 2.266177559727644841e-01 5.574534157046415750e-01 1.447894965620915286e+01
1.850000000000000000e+01 4.420412562124316769e-01 2.263396251030737882e-01 5.724536955394126103e-01 1.477986400703759529e+01
1.900000000000000000e+01 4.446825281238550587e-01 2.329179140969241391e-01 5.810503163965140550e-01 1.510814204804229632e+01
1.950000000000000000e+01 4.479563828824212890e-01 2.353566808718194070e-01 5.976537300149795673e-01 1.534461789064485338e+01
2.000000000000000000e+01 4.599110398596166771e-01 2.389111199475016933e-01 6.041172988684462286e-01 1.563463776894045765e+01
2.050000000000000000e+01 4.776278913419178540e-01 2.425714467067807967e-01 6.197765044729452999e-01 1.581927802375170344e+01
2.100000000000000000e+01 4.753931845594242533e-01 2.464819401661411669e-01 6.317139408912954002e-01 1.609422133454497938e+01
2.150000000000000000e+01 4.777209899821673877e-01 2.470528705891631704e-01 6.433670389939643020e-01 1.631761996827748007e+01
2.200000000000000000e+01 4.872820606391215503e-01 2.491670673573781747e-01 6.541668844415923223e-01 1.650929241802538527e+01
2.250000000000000000e+01 4.913990876099587624e-01 2.516979128889423323e-01 6.579674568074863616e-01 1.661311998164477899e+01
2.300000000000000000e+01 5.004383291741580919e-01 2.558329292740205707e-01 6.673382108676289004e-01 1.675020363540131640e+01
2.350000000000000000e+01 5.012018250509628903e-01 2.606259619721457699e-01 6.777908995862449437e-01 1.692131149121556888e+01
2.400000000000000000e+01 5.061370350783207517e-01 2.619059622105987528e-01 6.916286719728149679e-01 1.710572304415586231e+01
2.450000000000000000e+01 5.156004241057851045e-01 2.654591252909090371e-01 6.978776506250689016e-01 1.732067619931482483e+01
2.500000000000000000e+01 5.205354148394211178e-01 2.678282824686422647e-01 7.098837102845622082e-01 1.750583311685556609e+01
2.550000000000000000e+01 5.277301896448964857e-01 2.705151427540000153e-01 7.135401597477241120e-01 1.770476317562769708e+01
2.600000000000000000e+01 5.317027175981365872e-01 2.751935043596273611e-01 7.181344554408558567e-01 1.785441916746922075e+01
