# Time-averaged data for fix msd_out
# TimeStep c_msd_H[4]
500000 0
501000 0.0552494
502000 0.0370861
503000 0.0267647
504000 0.0981468
505000 0.0433244
506000 0.0690928
507000 0.0828872
508000 0.131905
509000 0.0532194
510000 0.0440375
511000 0.0747706
512000 0.0163235
513000 0.0596982
514000 0.0436742
515000 0.0298926
516000 0.0383327
517000 0.049786
518000 0.0275835
519000 0.00747418
520000 0.0856502
521000 0.0223646
522000 0.0679256
523000 0.0694154
524000 0.112845
525000 0.032061
526000 0.0793358
527000 0.107759
528000 0.0154292
529000 0.0958571
530000 0.133076
531000 0.0241371
532000 0.0775967
533000 0.0355986
534000 0.116941
535000 0.0370396
536000 0.0821228
537000 0.0119204
538000 0.0556374
539000 0.00751149
540000 0.03977
541000 0.0682204
542000 0.0264352
543000 0.0323538
544000 0.0188647
545000 0.0435668
546000 0.0410557
547000 0.0947098
548000 0.0651854
549000 0.0658819
550000 0.0526622
551000 0.00501484
552000 0.0287428
553000 0.0277852
554000 0.0476452
555000 0.0188722
556000 0.043372
557000 0.151541
558000 0.0194357
559000 0.0404301
560000 0.0842649
561000 0.059948
562000 0.150582
563000 0.0110105
564000 0.0117989
565000 0.112234
566000 0.00339083
567000 0.00968579
568000 0.0392323
569000 0.0586197
570000 0.0637595
571000 0.00290239
572000 0.0294172
573000 0.07236
574000 0.0503075
575000 0.00438322
576000 0.0388605
577000 0.109582
578000 0.0540757
579000 0.0980178
580000 0.0638941
581000 0.0509778
582000 0.059714
583000 0.0433703
584000 0.0373816
585000 0.031605
586000 0.159948
587000 0.164518
588000 0.0639914
589000 0.0987553
590000 0.0301432
591000 0.0678736
592000 0.0350551
593000 0.182776
594000 0.00997135
595000 0.132628
596000 0.0524808
597000 0.0180684
598000 0.0757968
599000 0.0153564
600000 0.052084
601000 0.0124669
602000 0.0295531
603000 0.215117
604000 0.044884
605000 0.00638433
606000 0.193465
607000 0.0125273
608000 0.111485
609000 0.129731
610000 0.140376
611000 0.071235
612000 0.19089
613000 0.0398475
614000 0.190013
615000 0.0219385
616000 0.0238795
617000 0.0514191
618000 0.0125361
619000 0.0295901
620000 0.02046
621000 0.102325
622000 0.0798523
623000 0.0701672
624000 0.0333783
625000 0.0301806
626000 0.1911
627000 0.00921205
628000 0.0923986
629000 0.0892246
630000 0.0146618
631000 0.0714753
632000 0.137971
633000 0.0671601
634000 0.121901
635000 0.00523455
636000 0.0802487
637000 0.114814
638000 0.105285
639000 0.00631233
640000 0.0566482
641000 0.0466545
642000 0.252439
643000 0.0601592
644000 0.0244887
645000 0.230741
646000 0.0434158
647000 0.240488
648000 0.235593
649000 0.153626
