# image  E(eV)  dE_from_IS(eV)
0.0000  -2393.710577  +0.0000
0.0526  -2393.643411  +0.0672
0.1053  -2393.480579  +0.2300
0.1579  -2393.472724  +0.2379
0.2105  -2393.456764  +0.2538
0.2632  -2393.429111  +0.2815
0.3158  -2393.402608  +0.3080
0.3684  -2393.401803  +0.3088
0.4211  -2393.406309  +0.3043
0.4737  -2393.404589  +0.3060
0.5263  -2393.397288  +0.3133
0.5789  -2393.383676  +0.3269
0.6316  -2393.374345  +0.3362
0.6842  -2393.387362  +0.3232
0.7368  -2393.421159  +0.2894
0.7895  -2393.454529  +0.2560
0.8421  -2393.477698  +0.2329
0.8947  -2393.496357  +0.2142
0.9474  -2393.875678  -0.1651
1.0000  -2394.805280  -1.0947
