Job: 7873892  |  Node: d1026  |  Thu Jun 25 04:29:51 PM EDT 2026
No restart file found -- starting fresh.
LAMMPS (11 Feb 2026 - Development - patch_11Feb2026-99-gb75dfcc930-modified)
W0625 16:31:09.987000 872471 site-packages/torch/fx/_symbolic_trace.py:56] is_fx_tracing will return true for both fx.symbolic_trace and torch.export. Please use is_fx_tracing_symbolic_tracing() for specifically fx.symbolic_trace or torch.compiler.is_compiling() for specifically torch.export/compile.
KOKKOS mode with Kokkos version 5.0.2 is enabled
  using double precision
  using view layout = legacy
  will use up to 1 GPU(s) per node
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0.055552995 0.055552995 0.055552995) to (17.917721 17.917721 17.917721)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  501 atoms
  reading velocities ...
  501 velocities
  read_data CPU = 0.085 seconds
1 atoms in group H_atom
500 atoms in group metal
### Phase 1: Equilibration 1000 ps at 600 K ###

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Your simulation uses code contributions which should be cited:
- KOKKOS package: https://doi.org/10.1145/3731599.3767498
The log file lists these citations in BibTeX format.

CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE-CITE

Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 8
  ghost atom cutoff = 8
  binsize = 8, bins = 3 3 3
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair mliap/kk, perpetual
      attributes: full, newton on, kokkos_device
      pair build: full/bin/kk/device
      stencil: full/bin/3d
      bin: kk/device
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.0005
Per MPI rank memory allocation (min/avg/max) = 113.5 | 113.5 | 113.5 Mbytes
   Step          Temp          PotEng         KinEng         TotEng         Press          Volume    
         0   600           -3259.9197      38.778044     -3221.1416      7267.7919      5699.0505    
      1000   556.26679     -3221.0111      35.951563     -3185.0595      41539.154      5699.0505    
      2000   585.4519      -3224.1423      37.837799     -3186.3045      37506.332      5699.0505    
      3000   601.34931     -3220.905       38.86525      -3182.0397      40080.469      5699.0505    
      4000   600.26804     -3218.9938      38.795367     -3180.1984      42603.165      5699.0505    
      5000   620.93109     -3221.592       40.130821     -3181.4612      40912.551      5699.0505    
      6000   574.56995     -3221.5176      37.134498     -3184.3831      39341.923      5699.0505    
      7000   594.27316     -3220.8646      38.407918     -3182.4567      40410.723      5699.0505    
      8000   615.37603     -3220.4282      39.771798     -3180.6564      42074.954      5699.0505    
      9000   673.05555     -3220.2925      43.499629     -3176.7929      43199.141      5699.0505    
     10000   617.27695     -3222.1185      39.894654     -3182.2239      39180.722      5699.0505    
     11000   622.76052     -3222.8066      40.249058     -3182.5575      41395.781      5699.0505    
     12000   605.04269     -3220.974       39.103953     -3181.8701      42223.244      5699.0505    
     13000   606.24614     -3218.3975      39.181732     -3179.2158      43074.05       5699.0505    
     14000   605.59077     -3219.4644      39.139375     -3180.325       41258.025      5699.0505    
     15000   559.98817     -3223.449       36.192076     -3187.2569      38021.209      5699.0505    
     16000   628.49338     -3221.3974      40.619573     -3180.7779      41711.937      5699.0505    
     17000   610.19477     -3219.1765      39.436932     -3179.7396      41881.784      5699.0505    
     18000   619.05584     -3218.0694      40.009624     -3178.0598      44725.708      5699.0505    
     19000   592.56864     -3219.84        38.297754     -3181.5422      40840.609      5699.0505    
     20000   618.59579     -3222.9755      39.979891     -3182.9956      38193.208      5699.0505    
     21000   581.52677     -3221.8686      37.584117     -3184.2845      38919.4        5699.0505    
     22000   581.84565     -3223.0475      37.604727     -3185.4428      38166.398      5699.0505    
     23000   608.50807     -3221.3395      39.327921     -3182.0115      41217.209      5699.0505    
