# Time-averaged data for fix thermo_out
# TimeStep c_surf_temp
20400 306.039
20600 309.085
20800 309.591
21000 320.636
21200 329.716
21400 320.933
21600 306.805
21800 320.439
22000 313.242
22200 297.979
22400 318.603
22600 305.277
22800 282.987
23000 283.973
23200 320.067
23400 295.399
23600 311.035
23800 320.614
24000 310.98
24200 301.67
24400 334.283
24600 323.366
24800 318.601
25000 319.388
25200 314.933
25400 317.002
25600 308.243
25800 311.656
26000 328.788
26200 314.701
26400 310.842
26600 308.734
26800 318.281
27000 303.179
27200 321.094
27400 290.956
27600 314.43
27800 309.099
28000 324.191
28200 288.171
28400 314.765
28600 287.114
28800 328.626
29000 323.706
29200 300.009
29400 303.236
29600 309.518
29800 304.742
30000 305.064
30200 310.215
30400 320.321
30600 334.797
30800 283.508
31000 317.636
31200 315.804
31400 307.413
31600 300.877
31800 305.632
32000 300.011
32200 304.24
32400 297.741
32600 312.832
32800 317.09
33000 303.723
33200 324.09
33400 293.072
33600 315.547
33800 308.529
34000 322.276
34200 317.612
34400 301.444
34600 283.449
34800 290.867
35000 315.813
35200 321.702
35400 303.086
35600 302.34
35800 303.849
36000 320.706
36200 331.24
36400 307.488
36600 311.325
36800 311.112
37000 309.194
37200 296.726
37400 303.099
37600 316.393
37800 304.507
38000 313.596
38200 303.747
38400 295.23
38600 313.812
38800 292.089
39000 286.283
39200 291.578
39400 319.774
39600 286.423
39800 301.638
40000 306.209
40200 293.99
40400 321
40600 293.773
40800 292.023
41000 321.482
41200 313.004
41400 309.88
41600 299.878
41800 323.914
42000 306.845
42200 311.64
42400 313.978
42600 318.401
42800 303.09
43000 301.856
43200 299.428
43400 299.733
43600 304.959
43800 293.267
44000 307.549
44200 321.632
44400 302.172
44600 318.545
44800 286.825
45000 303.336
45200 330.688
45400 301.932
45600 314.117
45800 290.796
46000 312.631
46200 309.277
46400 299.711
46600 304.08
46800 329.588
47000 325.417
47200 297.454
47400 311.833
47600 330.01
47800 298.867
48000 297.371
48200 303.824
48400 291.553
48600 324.575
48800 311.112
49000 310.521
49200 310.336
49400 304.679
49600 307.526
49800 296.292
50000 314.994
50200 315.057
50400 308.228
50600 301.851
50800 306.88
51000 313.491
51200 317.849
51400 327.554
