# Time-averaged data for fix msd_out
# TimeStep c_msd_H[4]
500000 0
501000 0.24756
502000 0.366087
503000 20.5245
504000 30.6488
505000 49.3633
506000 53.053
507000 48.5276
508000 46.571
509000 48.4577
510000 63.3879
511000 89.4375
512000 82.3246
513000 87.0413
514000 142.499
515000 139.721
516000 139.663
517000 149.078
518000 140.657
519000 144.682
520000 109.152
521000 67.2587
522000 62.2325
523000 70.7938
524000 81.9098
525000 88.1455
526000 92.0346
527000 90.9635
528000 87.6379
529000 83.8526
530000 98.2432
531000 144.392
532000 163.921
533000 170.162
534000 164.6
535000 147.25
536000 146.461
537000 141.612
538000 136.332
539000 137.735
540000 142.661
541000 144.597
542000 152.344
543000 165.521
544000 238.817
545000 246.739
546000 242.201
547000 269.66
548000 251.904
549000 249.348
550000 343.283
551000 362.836
552000 339.892
553000 291.813
554000 354.542
555000 357.417
556000 348.498
557000 389.431
558000 372.325
559000 288.587
560000 283.118
561000 368.088
562000 384.519
563000 383.814
564000 295.527
565000 292.355
566000 289.146
567000 290.574
568000 292.967
569000 298.373
570000 288.898
571000 241.922
572000 244.879
573000 241.367
574000 243.024
575000 242.096
576000 276.968
577000 233.166
578000 217.705
579000 180.437
580000 167.504
581000 231.377
582000 373.879
583000 374.108
584000 379.844
585000 376.077
586000 373.443
587000 399.395
588000 390.332
589000 368.967
590000 388.59
591000 399.924
592000 438.956
593000 415.41
594000 457.858
595000 454.85
596000 439.924
597000 415.685
598000 411.907
599000 381.969
600000 325.84
601000 325.446
602000 330.124
603000 314.92
604000 313.069
605000 321.726
606000 324.942
607000 315.693
608000 322.192
609000 312.127
610000 327.63
611000 305.566
612000 317.922
613000 312.413
614000 316.225
615000 364.38
616000 383.183
617000 352.649
618000 331.914
619000 355.821
620000 413.769
621000 409.283
622000 389.417
623000 388.72
624000 387.483
625000 389.663
626000 399.287
627000 484.345
628000 475.952
629000 471.097
630000 472.767
631000 487.822
632000 491.484
633000 464.403
634000 472.12
635000 479.305
636000 480.338
637000 486.123
638000 471.053
639000 493.68
640000 479.105
641000 468.167
642000 481.127
643000 479.34
644000 482.033
645000 472.724
646000 473.514
647000 472.047
648000 479.377
649000 460.975
650000 456.729
651000 489.199
652000 473.85
653000 478.689
654000 473.522
655000 488.085
656000 462.647
657000 490.962
658000 454.223
659000 415.642
660000 389.526
661000 400.497
