# Time-averaged data for fix msd_out
# TimeStep c_msd_H[4]
500000 0
501000 0.0873502
502000 0.169292
503000 0.0919766
504000 0.0158153
505000 0.142787
506000 0.170569
507000 0.145035
508000 0.202536
509000 0.259941
510000 0.0363436
511000 0.0129077
512000 0.179185
513000 0.0592576
514000 0.0679465
515000 0.098154
516000 0.171766
517000 0.0969568
518000 0.109082
519000 0.110099
520000 0.048654
521000 0.164403
522000 0.113852
523000 0.156937
524000 0.149748
525000 0.172435
526000 0.0600463
527000 0.160184
528000 0.0787158
529000 0.0221581
530000 0.0923553
531000 0.0314451
532000 0.0747371
533000 0.0619852
534000 0.0962871
535000 0.0694669
536000 0.0571766
537000 0.0685648
538000 0.0321718
539000 0.0211894
540000 0.187849
541000 0.0231867
542000 0.0455891
543000 0.112041
544000 0.0102358
545000 0.0312949
546000 0.0822348
547000 0.13037
548000 0.0229514
549000 0.0127492
550000 0.0200285
551000 0.152895
552000 0.0467283
553000 0.0313704
554000 0.0393477
555000 0.0263904
556000 0.0641954
557000 0.0374139
558000 0.0277947
559000 0.183225
560000 0.0482426
561000 0.0606993
562000 0.0677215
563000 0.0621916
564000 0.083995
565000 0.0657641
566000 0.107361
567000 0.051708
568000 0.0119152
569000 0.0544924
570000 0.104868
571000 0.0437825
572000 0.0685504
573000 0.0860003
574000 0.0400466
575000 0.115903
576000 0.102825
577000 0.0300589
578000 0.0317521
579000 0.0836897
580000 0.00969838
581000 0.100802
582000 0.0516286
583000 0.0403161
584000 0.060011
585000 0.083263
586000 0.0172995
587000 0.0676504
588000 0.0265273
589000 0.082415
590000 0.0229194
591000 0.0588013
592000 0.0335199
593000 0.0992971
594000 0.122186
595000 0.128873
596000 0.0639623
597000 0.0411512
598000 0.0281364
599000 0.030024
600000 0.0292022
601000 0.0723917
602000 0.23038
603000 0.0425701
604000 0.11336
605000 0.0428807
606000 0.00693025
607000 0.121918
608000 0.0987033
609000 0.0950843
610000 0.144313
611000 0.129526
612000 0.0469136
613000 0.0043728
614000 0.073068
615000 0.038163
616000 0.161799
617000 0.163314
618000 0.0747253
619000 0.244565
620000 0.0640229
621000 0.11235
622000 0.0536212
623000 0.0949195
624000 0.147478
625000 0.0693468
626000 0.0689926
627000 0.0302189
628000 0.0261328
629000 0.178932
630000 0.12414
631000 0.0231098
632000 0.0884292
633000 0.0521842
634000 0.146409
635000 0.0653075
