# Hastelloy N H MSD — Notebook 11
# columns: t_ps  MSD_300K  MSD_400K  MSD_600K  MSD_800K  (Å²)
# t_ps  MSD_300K  MSD_400K  MSD_600K  MSD_800K
3.600000000000000000e+01 8.002107639853044130e-02 4.113232104043386683e-01 8.302714664902033803e+00 2.686405145114398607e+01
3.650000000000000000e+01 8.189517475049018502e-02 4.165788850134453103e-01 8.425600663430147463e+00 2.727678990580222518e+01
3.700000000000000000e+01 8.231194085879466049e-02 4.233910011949544305e-01 8.528857198720233512e+00 2.770702692171492387e+01
3.750000000000000000e+01 8.106628872244037165e-02 4.276980685639551472e-01 8.637489768476928731e+00 2.810237759407896974e+01
3.800000000000000000e+01 8.467052693571928967e-02 4.311548184710877751e-01 8.713656772987020460e+00 2.856300786636919042e+01
3.850000000000000000e+01 8.127239980224718052e-02 4.337629951650280868e-01 8.820853620477530299e+00 2.898856257225523336e+01
3.900000000000000000e+01 7.875858968896695678e-02 4.414545449341532590e-01 8.910815888251031325e+00 2.938150440399586216e+01
3.950000000000000000e+01 8.497600214177214450e-02 4.450495080526722935e-01 9.011907187946333053e+00 2.976810160019419627e+01
4.000000000000000000e+01 8.118821815123150598e-02 4.464026475141449346e-01 9.153452082388106703e+00 3.016288615272208418e+01
4.050000000000000000e+01 8.156071307746476373e-02 4.538346941436618986e-01 9.246804402209932050e+00 3.049526479528876877e+01
4.100000000000000000e+01 8.177794474496122290e-02 4.577846963270612579e-01 9.356087952849565070e+00 3.082876092434683102e+01
4.150000000000000000e+01 8.242961691191820484e-02 4.639660684838504690e-01 9.474962791402695927e+00 3.124213217413550581e+01
4.200000000000000000e+01 8.508082646266758309e-02 4.663694821629498777e-01 9.570410832199277351e+00 3.159181368344950513e+01
4.250000000000000000e+01 8.333125482182203447e-02 4.733053296362993989e-01 9.711002366515296913e+00 3.193309609492181522e+01
4.300000000000000000e+01 8.118846446932861949e-02 4.744479647660070354e-01 9.875197367877158072e+00 3.228241874128644895e+01
4.350000000000000000e+01 8.005579200212163682e-02 4.791488060405940108e-01 1.001424229526208087e+01 3.268268660917212287e+01
4.400000000000000000e+01 8.014700724394903386e-02 4.898075930224345398e-01 1.012283267195760672e+01 3.305209186224167439e+01
4.450000000000000000e+01 8.246347815070821652e-02 4.947476152174928310e-01 1.023403777917857660e+01 3.342855177424324609e+01
4.500000000000000000e+01 8.188784993515235699e-02 4.968668423053152483e-01 1.037472502378434847e+01 3.379716987744055956e+01
4.550000000000000000e+01 8.264747248680849590e-02 5.013279495580141853e-01 1.044762446114236631e+01 3.414008425400032820e+01
4.600000000000000000e+01 8.244630725571326646e-02 5.071500746827536377e-01 1.058570294554572122e+01 3.446019980071423561e+01
4.650000000000000000e+01 8.080602376285510313e-02 5.116396852754260260e-01 1.070167268154589912e+01 3.479722755566392323e+01
4.700000000000000000e+01 8.397534713695806174e-02 5.140703368557923980e-01 1.081589617788319302e+01 3.509228136476280469e+01
4.750000000000000000e+01 8.071402093207680206e-02 5.172827932176387034e-01 1.094704272210851137e+01 3.535027754874296591e+01
4.800000000000000000e+01 8.360045568313166642e-02 5.254234791242704539e-01 1.109323389185087017e+01 3.561288387105746978e+01
4.850000000000000000e+01 7.977529583632476939e-02 5.301947616119657702e-01 1.123573381221663503e+01 3.591413624851634268e+01
4.900000000000000000e+01 8.089747771546686173e-02 5.348912440003563695e-01 1.137392382093771026e+01 3.623759669762868896e+01
4.950000000000000000e+01 8.138277517439369835e-02 5.356872711663338560e-01 1.152468422264279546e+01 3.649840377884826381e+01
5.000000000000000000e+01 8.187425621720198499e-02 5.440475270287651322e-01 1.163296189698793093e+01 3.672791046023368722e+01
5.050000000000000000e+01 8.411305635771429423e-02 5.497122822774284101e-01 1.178729757108383325e+01 3.700016792657559250e+01
5.100000000000000000e+01 8.150338756090062808e-02 5.542663026692636885e-01 1.194635471397651116e+01 3.728808227460308444e+01
5.150000000000000000e+01 8.424781819971385866e-02 5.585077772603719293e-01 1.209758209295783438e+01 3.760902516114684602e+01
5.200000000000000000e+01 8.207275120959196812e-02 5.637076471623478913e-01 1.223940185714413431e+01 3.791883948797647008e+01
5.250000000000000000e+01 8.383584975100286107e-02 5.702117738699857830e-01 1.242878721545210396e+01 3.819267914208422354e+01
5.300000000000000000e+01 8.204774814179209563e-02 5.739705092669533659e-01 1.257349051291627795e+01 3.847750737332561499e+01
5.350000000000000000e+01 8.380924529246770727e-02 5.774595364027976796e-01 1.268306626775494905e+01 3.876407037511161491e+01
5.400000000000000000e+01 7.939796884235461594e-02 5.839267233661162848e-01 1.283866171385987975e+01 3.899956463704402410e+01
5.450000000000000000e+01 7.960089522262930872e-02 5.868764965035919712e-01 1.299402709553264756e+01 3.930055706382738379e+01
5.500000000000000000e+01 8.115168479554275838e-02 5.927840167145218553e-01 1.314912537298111062e+01 3.960323662769182107e+01
5.550000000000000000e+01 8.204097515748201563e-02 6.004528403346043319e-01 1.331018655658457739e+01 3.984385007460115702e+01
5.600000000000000000e+01 8.287758239013678918e-02 6.011582958105831098e-01 1.344675458568214133e+01 4.008751746216416478e+01
5.650000000000000000e+01 8.485983071606627293e-02 6.060251832850864773e-01 1.356907946169789270e+01 4.032230290680001872e+01
5.700000000000000000e+01 8.435786876532083700e-02 6.112726591379955554e-01 1.370222939084583658e+01 4.058822455681058017e+01
5.750000000000000000e+01 8.214064137222222561e-02 6.175584451875900660e-01 1.387519167634111916e+01 4.077104214090785916e+01
5.800000000000000000e+01 8.337253153176896192e-02 6.201914311998555362e-01 1.404871439538757194e+01 4.107892253937355065e+01
5.850000000000000000e+01 8.327185553554911079e-02 6.257127151079479033e-01 1.419585541813510687e+01 4.131478314935317542e+01
5.900000000000000000e+01 8.120282415466377468e-02 6.335573797804049390e-01 1.434964306070191853e+01 4.156836020743156013e+01
5.950000000000000000e+01 8.128000315571633216e-02 6.393463539367583159e-01 1.449857238221726341e+01 4.182430672062243104e+01
6.000000000000000000e+01 8.212456130079651140e-02 6.425001944481535388e-01 1.463179963094067304e+01 4.207986162022482546e+01
6.050000000000000000e+01 8.255708193550721774e-02 6.456927759939130596e-01 1.478635774807820091e+01 4.224686096248467493e+01
6.100000000000000000e+01 8.224639494786074867e-02 6.525157253759246156e-01 1.493164484304153738e+01 4.242170566835534373e+01
6.150000000000000000e+01 8.134535033243830981e-02 6.577833197284471689e-01 1.508248983112846098e+01 4.260651132113056150e+01
6.200000000000000000e+01 8.318184605751632876e-02 6.619313861450980552e-01 1.524344556774092929e+01 4.280618219948032532e+01
6.250000000000000000e+01 8.027713571853194174e-02 6.684605770507267009e-01 1.538865707078318401e+01 4.303408888149527201e+01
6.300000000000000000e+01 8.189056238029090995e-02 6.724132383484363595e-01 1.553977270505426844e+01 4.326478999561414440e+01
6.350000000000000000e+01 8.236098798216884287e-02 6.779947261398834302e-01 1.568344125134469813e+01 4.346561481408349437e+01
6.400000000000000000e+01 8.180219298587033949e-02 6.821303299643116658e-01 1.582282147624016311e+01 4.368377524093438780e+01
6.450000000000000000e+01 7.961227971618076160e-02 6.842717660718659056e-01 1.597140806884745068e+01 4.390587816323022707e+01
6.500000000000000000e+01 8.161010027527351718e-02 6.908755670166301099e-01 1.612798383741345987e+01 4.410714358335717833e+01
6.550000000000000000e+01 8.479970119467153400e-02 6.975448458789780259e-01 1.626213708959970816e+01 4.432662051373329604e+01
6.600000000000000000e+01 8.332941214937909791e-02 7.075203544428780855e-01 1.639907971136690179e+01 4.456116821873869327e+01
6.650000000000000000e+01 8.232859800168129683e-02 7.100419040950292082e-01 1.652154141922869712e+01 4.475224817267078947e+01
6.700000000000000000e+01 8.105272682165325093e-02 7.093474154683978572e-01 1.663923808374285329e+01 4.493549440462755484e+01
6.750000000000000000e+01 8.331806373038067037e-02 7.186176857341873836e-01 1.680734983146970052e+01 4.516968000828227758e+01
6.800000000000000000e+01 8.210724003164832085e-02 7.206273089743588933e-01 1.694231340203339187e+01 4.544081037005515356e+01
6.850000000000000000e+01 8.239735704604103650e-02 7.225463871784457703e-01 1.708699056015869289e+01 4.571063097206466352e+01
6.900000000000000000e+01 8.177907553323549017e-02 7.306883068625824595e-01 1.722006690734527012e+01 4.594515918212461969e+01
6.950000000000000000e+01 8.137100421762114011e-02 7.352871990477972686e-01 1.737454139715267942e+01 4.619078266034066615e+01
7.000000000000000000e+01 8.213775078655399797e-02 7.412254674780307528e-01 1.754627608173374753e+01 4.644970669794996354e+01
7.050000000000000000e+01 8.437336824397057011e-02 7.453477105030146266e-01 1.765804984820055168e+01 4.671352387571671017e+01
7.100000000000000000e+01 8.322160640787341912e-02 7.482968177630610063e-01 1.781334562261388044e+01 4.696347300886475296e+01
7.150000000000000000e+01 8.149765667002943637e-02 7.542084899712813151e-01 1.796376704180802619e+01 4.724579865464817630e+01
7.200000000000000000e+01 8.147448602719231658e-02 7.638760174724391616e-01 1.811324376431226924e+01 4.745226272392514488e+01
7.250000000000000000e+01 8.529067410825956486e-02 7.678437856503687042e-01 1.824843059062442308e+01 4.767110765393433525e+01
7.300000000000000000e+01 8.119042602745388248e-02 7.711048456560146702e-01 1.840464433799172284e+01 4.787591934774944491e+01
7.350000000000000000e+01 8.173698880169867620e-02 7.759183226303544290e-01 1.855683505260618560e+01 4.811258766081743232e+01
7.400000000000000000e+01 8.230667587583145872e-02 7.830736493441240453e-01 1.871929391815647392e+01 4.830268308056629678e+01
7.450000000000000000e+01 8.365352629082836722e-02 7.879993209681953603e-01 1.891420091398418180e+01 4.854636183109081315e+01
7.500000000000000000e+01 7.990909024233898428e-02 7.949419383786825444e-01 1.905064102492300648e+01 4.875894451998037482e+01
7.550000000000000000e+01 8.434693530533332595e-02 7.981135492164443956e-01 1.923796977655996088e+01 4.901127316636979003e+01
7.600000000000000000e+01 8.325755320822830763e-02 8.018729802378798954e-01 1.937391951473493990e+01 4.918028575616522602e+01
7.650000000000000000e+01 8.293606175756675081e-02 8.075505494356083336e-01 1.953511850386819759e+01 4.933535666119963992e+01
7.700000000000000000e+01 8.456120605582775895e-02 8.175595391318485339e-01 1.973659057563434160e+01 4.952596218377234294e+01
7.750000000000000000e+01 8.209021027830609718e-02 8.231490413609955370e-01 1.989917565577888325e+01 4.971430887996979919e+01
7.800000000000000000e+01 8.355262945501858163e-02 8.260873520256504232e-01 2.010222809664483279e+01 4.986640824567206920e+01
7.850000000000000000e+01 8.297195630431546121e-02 8.318329115613094515e-01 2.028619940194554516e+01 4.998723788677754243e+01
7.900000000000000000e+01 8.075201816880119010e-02 8.406223858537602567e-01 2.048063069314450146e+01 5.022037926211704217e+01
7.950000000000000000e+01 8.030716994493290739e-02 8.448958287891951136e-01 2.064626401560932578e+01 5.034503690907209261e+01
8.000000000000000000e+01 8.092279895197612705e-02 8.496512549654733348e-01 2.083366175798849795e+01 5.053775102239328731e+01
8.050000000000000000e+01 8.015457922022388437e-02 8.549965914302238845e-01 2.104281266908732562e+01 5.071616845722829225e+01
8.100000000000000000e+01 8.188713366355489243e-02 8.622487156371917427e-01 2.124344134741464174e+01 5.097802339916935921e+01
8.150000000000000000e+01 8.217793815276532021e-02 8.687040628041854395e-01 2.145179980255004892e+01 5.120929837460106171e+01
8.200000000000000000e+01 8.413996746088257817e-02 8.744785476756168352e-01 2.164931057757681643e+01 5.149096365873804615e+01
8.250000000000000000e+01 8.360455654026943684e-02 8.774553601036674255e-01 2.186274685920703575e+01 5.170562454883814496e+01
8.300000000000000000e+01 8.292454915041197472e-02 8.836596686597752992e-01 2.210227233529632684e+01 5.201895192598133377e+01
8.350000000000000000e+01 8.301439963755621876e-02 8.877773865075712090e-01 2.232551619242493501e+01 5.222800199251464193e+01
8.400000000000000000e+01 8.206577563060762914e-02 8.943668076124531297e-01 2.254282292906902896e+01 5.253493244202032031e+01
8.450000000000000000e+01 8.222007361951950977e-02 9.007423446180932158e-01 2.270779880741612189e+01 5.278656549369242157e+01
8.500000000000000000e+01 8.179038926476331350e-02 9.054092856968445346e-01 2.287967816905110752e+01 5.301175582516252405e+01
8.550000000000000000e+01 8.149579197293231603e-02 9.100855710547367527e-01 2.306607494301723449e+01 5.324094735168837644e+01
8.600000000000000000e+01 8.264444674582392680e-02 9.177073785403310202e-01 2.323454092995872244e+01 5.347078705799555109e+01
8.650000000000000000e+01 8.349094026197287355e-02 9.236444883277860063e-01 2.341283955608712830e+01 5.371642319414984001e+01
8.700000000000000000e+01 8.406071618492839959e-02 9.261447417615673583e-01 2.359646543223917092e+01 5.389574965032843323e+01
8.750000000000000000e+01 8.161760715814481149e-02 9.322468377032429032e-01 2.379999041664602188e+01 5.403764874589322176e+01
8.800000000000000000e+01 8.307991919615091703e-02 9.356684022859622640e-01 2.399244594874132375e+01 5.425143956199028850e+01
8.850000000000000000e+01 7.944302095838368105e-02 9.407496780802871994e-01 2.419524237843226899e+01 5.443259905140214983e+01
8.900000000000000000e+01 8.296882490891910322e-02 9.460079633327285187e-01 2.441044445872825364e+01 5.459712266751355969e+01
8.950000000000000000e+01 8.036174707269289064e-02 9.552206270572618507e-01 2.460999967307503411e+01 5.478623108497124861e+01
9.000000000000000000e+01 8.269444568591975686e-02 9.583218727285388594e-01 2.483312683590883196e+01 5.489964084765212959e+01
9.050000000000000000e+01 8.029984426810603260e-02 9.599195913090909915e-01 2.502835422622203865e+01 5.507980592258439145e+01
9.100000000000000000e+01 8.399892826974979243e-02 9.671565913246397139e-01 2.520366352316768754e+01 5.523414211003530028e+01
9.150000000000000000e+01 8.593574062852805950e-02 9.708521109288315021e-01 2.539103646399033565e+01 5.537753881241872023e+01
9.200000000000000000e+01 8.385974686514804932e-02 9.788746260085799955e-01 2.555989988677830738e+01 5.555396907723297772e+01
9.250000000000000000e+01 8.367166774354101166e-02 9.811884311205165687e-01 2.576321015299740225e+01 5.573710512571687303e+01
9.300000000000000000e+01 8.080032852577946623e-02 9.868847625338401652e-01 2.594283030854189320e+01 5.590063827864377544e+01
9.350000000000000000e+01 8.231159141415522740e-02 9.955327704480974038e-01 2.613098283658849041e+01 5.608292734599380225e+01
9.400000000000000000e+01 8.231228870883471049e-02 9.989954471708299977e-01 2.636920009070412974e+01 5.624807689662610954e+01
9.450000000000000000e+01 8.265494780282012233e-02 1.006923401996112633e+00 2.653488163740115269e+01 5.642399477316672574e+01
9.500000000000000000e+01 8.355014120450035553e-02 1.011492187625095296e+00 2.671540352999604195e+01 5.666765608055909809e+01
9.550000000000000000e+01 8.464451583404579427e-02 1.016527694400228832e+00 2.690346000736040821e+01 5.695731965963906873e+01
9.600000000000000000e+01 8.360197643491214248e-02 1.020961178552559190e+00 2.711380757423852828e+01 5.721962009637332613e+01
9.650000000000000000e+01 8.429369617912843560e-02 1.027332681855198659e+00 2.731141694883708126e+01 5.747155842602474962e+01
9.700000000000000000e+01 8.183033424070390582e-02 1.035087257221729118e+00 2.753544737916622509e+01 5.773169909262662003e+01
9.750000000000000000e+01 8.412150345811636454e-02 1.039670186945099717e+00 2.774013674090316783e+01 5.797691755018223603e+01
9.800000000000000000e+01 8.207673973900382614e-02 1.043286209589655122e+00 2.796952235391387021e+01 5.827485245437134864e+01
9.850000000000000000e+01 7.892872936587423671e-02 1.050654670758358611e+00 2.818513840147396365e+01 5.852892523940106173e+01
9.900000000000000000e+01 8.037995456607827105e-02 1.056171983106676926e+00 2.837381403630908139e+01 5.881642154021895408e+01
9.950000000000000000e+01 8.155533389685098999e-02 1.060921069636559189e+00 2.856629376159197520e+01 5.910903125772239974e+01
1.000000000000000000e+02 7.995778504880858562e-02 1.065263969010069145e+00 2.871518539041768037e+01 5.932212668150540225e+01
1.005000000000000000e+02 8.098567089030768440e-02 1.075005352985230811e+00 2.890423132943040230e+01 5.954840034527656911e+01
1.010000000000000000e+02 8.311568781454965749e-02 1.077884187521170212e+00 2.907391206598326150e+01 5.980832397525001198e+01
1.015000000000000000e+02 8.142103868528503818e-02 1.089046849305393083e+00 2.926388838621869937e+01 6.006114903596914445e+01
1.020000000000000000e+02 8.420997785181189021e-02 1.094453299741172003e+00 2.944435660163646773e+01 6.032110007834308618e+01
1.025000000000000000e+02 8.192576822206787401e-02 1.099288360793055475e+00 2.965052544970570025e+01 6.055932470455147154e+01
1.030000000000000000e+02 8.252161685575289118e-02 1.103260820296525058e+00 2.986899074273830479e+01 6.082957628858397214e+01
1.035000000000000000e+02 8.345940901800615042e-02 1.111956347747526941e+00 3.006706168690049452e+01 6.111162313982624994e+01
1.040000000000000000e+02 8.324382950355760369e-02 1.116692796798917087e+00 3.028033379475597542e+01 6.134176093718036071e+01
1.045000000000000000e+02 8.348080249868419789e-02 1.123555609441021508e+00 3.046830889099232209e+01 6.159473809107961983e+01
1.050000000000000000e+02 8.364771617877611587e-02 1.129098041795507212e+00 3.067841527430066861e+01 6.183743441193171719e+01
1.055000000000000000e+02 8.196642249922479750e-02 1.133502246736046493e+00 3.087134670925753355e+01 6.207117000563961540e+01
1.060000000000000000e+02 8.286463881140418430e-02 1.140724579386966475e+00 3.108307110386216721e+01 6.231174706651970752e+01
1.065000000000000000e+02 8.357004583501549677e-02 1.147543951192779410e+00 3.130071172973894278e+01 6.260118945451063865e+01
1.070000000000000000e+02 8.173510163473193813e-02 1.152584130260994488e+00 3.150932235481477406e+01 6.282681278763780597e+01
1.075000000000000000e+02 8.264417924066871923e-02 1.157987412051477483e+00 3.172473098233737687e+01 6.302525510896944638e+01
1.080000000000000000e+02 8.253858637579764013e-02 1.163479615765058206e+00 3.194719010956292493e+01 6.325614023809042408e+01
1.085000000000000000e+02 8.035478447842678285e-02 1.171565542385202496e+00 3.218632384331046126e+01 6.349088913745391949e+01
1.090000000000000000e+02 8.039414006375679433e-02 1.176265117634684332e+00 3.240604223002173256e+01 6.378162649080110924e+01
1.095000000000000000e+02 8.203493843494540083e-02 1.181394012343993660e+00 3.263719158652864394e+01 6.401371848528945918e+01
1.100000000000000000e+02 8.250382792365337781e-02 1.185391718660421478e+00 3.284584279219610181e+01 6.425878687989421678e+01
1.105000000000000000e+02 8.246220088570310747e-02 1.190615331166875013e+00 3.306365285464081438e+01 6.453678928164644901e+01
1.110000000000000000e+02 8.089387791939013639e-02 1.199456965078342652e+00 3.327772932854712451e+01 6.476229610360640265e+01
1.115000000000000000e+02 8.552576960633802294e-02 1.204511082063849603e+00 3.350064034580498173e+01 6.496731992977431958e+01
1.120000000000000000e+02 8.264602492192638095e-02 1.211352923883242116e+00 3.371024809507810005e+01 6.521217064301239930e+01
1.125000000000000000e+02 8.147900470611282864e-02 1.216860182713793259e+00 3.394945341211855805e+01 6.539779758644746721e+01
1.130000000000000000e+02 8.132115785066665326e-02 1.226464698917647089e+00 3.417692302577358276e+01 6.565660837346617029e+01
1.135000000000000000e+02 8.127832509207219558e-02 1.234194115887362830e+00 3.437407035330608807e+01 6.583717042234606254e+01
1.140000000000000000e+02 8.103113088939511988e-02 1.238411248043362001e+00 3.458764178957920166e+01 6.602635256739863223e+01
1.145000000000000000e+02 8.084176210039305255e-02 1.241705015500550457e+00 3.479903475604464091e+01 6.623523180817923617e+01
