       Step     Time          Energy          fmax
MDMin:    0 15:17:37    -2397.458750        0.141488
MDMin:    1 15:17:39    -2397.458750        0.141429
MDMin:    2 15:17:41    -2397.458750        0.141250
MDMin:    3 15:17:42    -2397.458749        0.140954
MDMin:    4 15:17:45    -2397.458749        0.140545
MDMin:    5 15:17:47    -2397.458749        0.140026
MDMin:    6 15:17:49    -2397.458749        0.139402
MDMin:    7 15:17:51    -2397.458749        0.138682
MDMin:    8 15:17:52    -2397.458749        0.137872
MDMin:    9 15:17:53    -2397.458748        0.136980
MDMin:   10 15:17:54    -2397.458748        0.136018
MDMin:   11 15:17:56    -2397.458748        0.134994
MDMin:   12 15:17:58    -2397.458747        0.133920
MDMin:   13 15:18:00    -2397.458747        0.132807
MDMin:   14 15:18:01    -2397.458747        0.131667
MDMin:   15 15:18:02    -2397.458746        0.130510
MDMin:   16 15:18:03    -2397.458746        0.129347
MDMin:   17 15:18:04    -2397.458745        0.128189
MDMin:   18 15:18:06    -2397.458745        0.127044
MDMin:   19 15:18:08    -2397.458744        0.125920
MDMin:   20 15:18:09    -2397.458744        0.124822
MDMin:   21 15:18:10    -2397.458743        0.123756
MDMin:   22 15:18:11    -2397.458742        0.122723
MDMin:   23 15:18:13    -2397.458742        0.121724
MDMin:   24 15:18:15    -2397.458741        0.120757
MDMin:   25 15:18:17    -2397.458740        0.119820
MDMin:   26 15:18:18    -2397.458739        0.118906
MDMin:   27 15:18:20    -2397.458739        0.118011
MDMin:   28 15:18:21    -2397.458738        0.117127
MDMin:   29 15:18:22    -2397.458737        0.116245
MDMin:   30 15:18:24    -2397.458736        0.115359
MDMin:   31 15:18:26    -2397.458735        0.114459
MDMin:   32 15:18:28    -2397.458734        0.113537
MDMin:   33 15:18:29    -2397.458733        0.112586
MDMin:   34 15:18:31    -2397.458732        0.111598
MDMin:   35 15:18:33    -2397.458731        0.110568
MDMin:   36 15:18:34    -2397.458730        0.109490
MDMin:   37 15:18:36    -2397.458729        0.108361
MDMin:   38 15:18:38    -2397.458728        0.107175
MDMin:   39 15:18:40    -2397.458726        0.105933
MDMin:   40 15:18:42    -2397.458725        0.104631
MDMin:   41 15:18:44    -2397.458724        0.103270
MDMin:   42 15:18:45    -2397.458723        0.101850
MDMin:   43 15:18:46    -2397.458721        0.100373
MDMin:   44 15:18:47    -2397.458720        0.098841
MDMin:   45 15:18:49    -2397.458718        0.097255
MDMin:   46 15:18:50    -2397.458717        0.095619
MDMin:   47 15:18:52    -2397.458715        0.093937
MDMin:   48 15:18:54    -2397.458714        0.092212
MDMin:   49 15:18:55    -2397.458712        0.090449
MDMin:   50 15:18:57    -2397.458711        0.088651
MDMin:   51 15:18:59    -2397.458709        0.086822
MDMin:   52 15:19:01    -2397.458707        0.084969
MDMin:   53 15:19:02    -2397.458705        0.083093
MDMin:   54 15:19:03    -2397.458704        0.081200
MDMin:   55 15:19:04    -2397.458702        0.079294
MDMin:   56 15:19:06    -2397.458700        0.077379
MDMin:   57 15:19:07    -2397.458698        0.075457
MDMin:   58 15:19:08    -2397.458696        0.073534
MDMin:   59 15:19:09    -2397.458694        0.071611
MDMin:   60 15:19:11    -2397.458692        0.069691
MDMin:   61 15:19:12    -2397.458690        0.067778
MDMin:   62 15:19:14    -2397.458688        0.065874
MDMin:   63 15:19:16    -2397.458685        0.063979
MDMin:   64 15:19:18    -2397.458683        0.062097
MDMin:   65 15:19:20    -2397.458681        0.060229
MDMin:   66 15:19:21    -2397.458678        0.058375
MDMin:   67 15:19:22    -2397.458676        0.056536
MDMin:   68 15:19:23    -2397.458674        0.054715
MDMin:   69 15:19:25    -2397.458671        0.052910
MDMin:   70 15:19:26    -2397.458669        0.051122
MDMin:   71 15:19:28    -2397.458666        0.049352
