# Hastelloy N H MSD — Notebook 11
# columns: t_ps  MSD_300K  MSD_400K  MSD_600K  MSD_800K  (Å²)
# t_ps  MSD_300K  MSD_400K  MSD_600K  MSD_800K
9.500000000000000000e+00 6.514065018461541456e-02 1.092115711597840960e-01 2.576596310971571935e+00 1.184845773930559432e+01
1.000000000000000000e+01 6.828314191553007395e-02 1.077676222990546773e-01 2.641774778187380157e+00 1.230019103027282235e+01
1.050000000000000000e+01 6.722607130182431390e-02 1.084927523393918875e-01 2.634313159358470990e+00 1.267187401891964882e+01
1.100000000000000000e+01 6.811187471419878625e-02 1.074910956365111442e-01 2.662622812758742796e+00 1.300720309174915101e+01
1.150000000000000000e+01 6.883199408870097069e-02 1.084356548412043209e-01 2.756240700313010716e+00 1.335495317537924542e+01
1.200000000000000000e+01 6.654632988192282772e-02 1.098192410955991932e-01 2.745319900191634854e+00 1.374362045494055984e+01
1.250000000000000000e+01 6.549006499681574167e-02 1.070894004679539269e-01 2.756364145274432964e+00 1.408932021234698162e+01
1.300000000000000000e+01 6.654186584549154349e-02 1.080529016612881282e-01 2.769060271890764202e+00 1.444290125663193969e+01
1.350000000000000000e+01 6.632044494192673723e-02 1.084107489956580711e-01 2.809923415180679562e+00 1.479581340217107766e+01
1.400000000000000000e+01 6.681439924344874381e-02 1.076115223683638822e-01 2.857549008560839710e+00 1.503839482618518097e+01
1.450000000000000000e+01 6.831443659422556380e-02 1.076235029633152290e-01 2.878636531511252095e+00 1.544528856775496628e+01
1.500000000000000000e+01 6.665977096852480910e-02 1.092638297913664236e-01 2.914843372952194755e+00 1.584197763694908190e+01
1.550000000000000000e+01 6.901135145877551613e-02 1.110430763759863992e-01 2.938870007491165559e+00 1.618787955759978203e+01
1.600000000000000000e+01 6.981022709040164698e-02 1.093031098683457936e-01 2.955486435430072056e+00 1.652734161995322637e+01
1.650000000000000000e+01 6.683760495749319075e-02 1.119127659526566732e-01 2.978260650697416523e+00 1.689594014794375099e+01
1.700000000000000000e+01 6.728780832365371944e-02 1.088449799905248788e-01 3.029023259504691090e+00 1.725812250230314859e+01
1.750000000000000000e+01 6.756219670422922152e-02 1.058283010449522638e-01 3.056966934073486186e+00 1.768438479770165372e+01
1.800000000000000000e+01 6.789063928771331413e-02 1.084497507542662303e-01 3.131105996194527563e+00 1.808060335546358388e+01
1.850000000000000000e+01 6.730952464815576075e-02 1.093470626543715657e-01 3.169194622220657287e+00 1.851472338248789384e+01
1.900000000000000000e+01 6.818712540997949600e-02 1.081962963602187272e-01 3.248229079928886875e+00 1.891571894243012153e+01
1.950000000000000000e+01 6.914658830786594990e-02 1.070722101718194069e-01 3.296222064916867200e+00 1.921952472128099387e+01
2.000000000000000000e+01 6.867662009445585358e-02 1.111914961472963703e-01 3.359034938994548636e+00 1.960939860495488318e+01
2.050000000000000000e+01 6.844517440013699050e-02 1.103773821058219168e-01 3.378729562926694907e+00 1.997468286018448680e+01
2.100000000000000000e+01 6.880090979835504217e-02 1.093881108056888457e-01 3.431085855476812441e+00 2.029683248114682570e+01
2.150000000000000000e+01 6.803170931618657269e-02 1.088984651644033103e-01 3.462247759656580826e+00 2.067236980064680552e+01
2.200000000000000000e+01 6.538947381180508500e-02 1.064665505888126446e-01 3.476598233776228231e+00 2.106554394526227014e+01
2.250000000000000000e+01 6.779230769059066408e-02 1.095119423532966985e-01 3.552417833341408482e+00 2.142672491678098368e+01
2.300000000000000000e+01 6.619487921883163151e-02 1.064618992114089446e-01 3.558869601018351148e+00 2.177149408710463874e+01
2.350000000000000000e+01 6.840135766279230312e-02 1.068780645814993296e-01 3.627202411855843245e+00 2.212929970373148336e+01
2.400000000000000000e+01 6.720985662670338201e-02 1.090790733406056534e-01 3.707584037089389106e+00 2.247709344187848046e+01
2.450000000000000000e+01 6.800241144318182329e-02 1.054835042519283589e-01 3.775520474683766281e+00 2.286467330068797565e+01
2.500000000000000000e+01 6.867668044238457725e-02 1.104618950915230852e-01 3.886598860358298602e+00 2.325896391421789744e+01
2.550000000000000000e+01 6.884338293144827425e-02 1.089027706871724122e-01 3.929057989873952828e+00 2.364729635148980691e+01
2.600000000000000000e+01 6.703960900897171227e-02 1.113370294028985796e-01 3.999622829019819026e+00 2.410456807864616025e+01
2.650000000000000000e+01 6.796314353653315488e-02 1.096599741160911717e-01 4.070726816248662061e+00 2.447962897819414607e+01
2.700000000000000000e+01 6.674032186427092395e-02 1.075190628357981792e-01 4.139476440112529687e+00 2.488210082763625053e+01
2.750000000000000000e+01 6.633213705843707397e-02 1.071819551995159409e-01 4.204597775191374787e+00 2.530957584014630868e+01
2.800000000000000000e+01 6.902726662346020392e-02 1.105996273251902973e-01 4.212553641421203032e+00 2.577200859598348615e+01
2.850000000000000000e+01 6.658753978081717595e-02 1.085271472486149663e-01 4.233855119214484652e+00 2.617231491240477581e+01
2.900000000000000000e+01 6.492208925876646886e-02 1.093060950938322673e-01 4.297667946503735514e+00 2.664781432545054685e+01
2.950000000000000000e+01 6.627310176671291631e-02 1.065993792059639345e-01 4.272976734444482894e+00 2.703566273499238193e+01
3.000000000000000000e+01 6.899689069833449262e-02 1.090786956463566937e-01 4.351911872427880468e+00 2.742207191365293895e+01
3.050000000000000000e+01 6.772519944458334218e-02 1.104739423036805307e-01 4.389590051755718925e+00 2.779759134477387050e+01
3.100000000000000000e+01 6.655210739861014413e-02 1.077445895462821601e-01 4.432869298834326344e+00 2.819412156705660166e+01
3.150000000000000000e+01 6.886977348866483994e-02 1.108330222100834400e-01 4.468871311905455279e+00 2.853754819455879144e+01
3.200000000000000000e+01 6.683296710925540340e-02 1.090618307482254662e-01 4.505842407763862134e+00 2.889322374343993260e+01
3.250000000000000000e+01 6.720772024526465438e-02 1.068363823534819040e-01 4.523568397848161560e+00 2.925340475690923370e+01
3.300000000000000000e+01 6.812328955435541233e-02 1.089245730576306609e-01 4.543117403506302665e+00 2.959299853172065298e+01
3.350000000000000000e+01 6.711213521827058548e-02 1.086339865096234425e-01 4.556672731937586818e+00 2.997520541637065605e+01
3.400000000000000000e+01 6.663507330809492757e-02 1.054590043411025857e-01 4.618626370099135237e+00 3.035255949367963879e+01
3.450000000000000000e+01 6.690631692465084934e-02 1.059058400817737555e-01 4.684021801081687641e+00 3.064793956368864158e+01
3.500000000000000000e+01 6.856229897030050036e-02 1.080644131989517837e-01 4.722824716048716454e+00 3.097272373821650149e+01
3.550000000000000000e+01 6.822415561860141475e-02 1.120052229941258803e-01 4.754752477006420008e+00 3.124694164170432842e+01
3.600000000000000000e+01 6.731864615864241452e-02 1.089762214488453757e-01 4.816283285840164297e+00 3.149651765271374160e+01
3.650000000000000000e+01 6.684621863536416297e-02 1.117260437827030939e-01 4.885301087443317591e+00 3.181063195313712910e+01
3.700000000000000000e+01 6.829051359320253978e-02 1.084513263398037969e-01 4.909840128215885890e+00 3.207584581488984554e+01
3.750000000000000000e+01 6.774673622776998527e-02 1.093284609121318307e-01 4.943377877835426482e+00 3.229070550580516397e+01
3.800000000000000000e+01 6.797568695936842542e-02 1.111071592423157894e-01 5.053064893529949586e+00 3.250715248207133357e+01
3.850000000000000000e+01 7.003349347605337949e-02 1.085077924066011473e-01 5.142267738115473108e+00 3.274152578835484917e+01
3.900000000000000000e+01 6.800835023155306358e-02 1.098050902582572153e-01 5.194984914127279474e+00 3.297236057504243689e+01
3.950000000000000000e+01 6.551452592215190052e-02 1.116336975589310998e-01 5.235365254025879267e+00 3.316702887451955917e+01
4.000000000000000000e+01 6.875934518437720744e-02 1.099908459161154373e-01 5.233413496765172646e+00 3.335159001243885513e+01
4.050000000000000000e+01 6.788949738746481721e-02 1.084421154180281871e-01 5.293484502685338100e+00 3.363364622845151786e+01
4.100000000000000000e+01 6.876285217998590049e-02 1.101074654670895075e-01 5.339022680430147716e+00 3.383165206737227493e+01
4.150000000000000000e+01 6.811564847376588849e-02 1.079666584792665640e-01 5.391683444342048048e+00 3.406072215845691176e+01
4.200000000000000000e+01 6.742703576047991143e-02 1.090928120714890759e-01 5.427843464190883260e+00 3.422873795409244480e+01
4.250000000000000000e+01 6.925774062288136967e-02 1.080027029314265530e-01 5.481883044900631496e+00 3.443706997749175258e+01
4.300000000000000000e+01 6.865318701300356097e-02 1.116856655513780855e-01 5.535272581064386799e+00 3.461610331542411956e+01
4.350000000000000000e+01 6.681152842956154803e-02 1.056503635372701422e-01 5.597252285382459114e+00 3.478370386375213741e+01
4.400000000000000000e+01 6.659874594805380299e-02 1.079279663927105587e-01 5.644908850338304696e+00 3.490627134282902944e+01
4.450000000000000000e+01 6.961559534235128854e-02 1.103892861153682875e-01 5.721840794435460786e+00 3.508938919618612573e+01
4.500000000000000000e+01 6.788322925216160042e-02 1.059722513627214674e-01 5.724544722202921321e+00 3.524986549133207347e+01
4.550000000000000000e+01 6.823332173205676199e-02 1.109861609124822707e-01 5.741010880078294853e+00 3.541310288140362417e+01
4.600000000000000000e+01 6.724033429439318921e-02 1.058792586545067443e-01 5.789223203166047327e+00 3.558339373786076010e+01
4.650000000000000000e+01 6.757444467215910355e-02 1.063785510210937396e-01 5.803310508416341662e+00 3.580446482366095751e+01
4.700000000000000000e+01 6.879857032956646079e-02 1.087541440960909656e-01 5.880046106225734093e+00 3.596305787182740943e+01
4.750000000000000000e+01 6.792321827261735279e-02 1.073926441605263238e-01 5.880457162080689137e+00 3.617543221830784717e+01
4.800000000000000000e+01 7.025693495729538884e-02 1.086236969725978829e-01 5.864273935171246954e+00 3.630841506085860004e+01
4.850000000000000000e+01 6.781198248696582165e-02 1.103884083705128222e-01 5.939471341757302625e+00 3.647306772471973346e+01
4.900000000000000000e+01 6.800905305359944419e-02 1.060829524760513176e-01 6.026819566222596514e+00 3.666897935444227130e+01
4.950000000000000000e+01 6.915708533630528232e-02 1.066108576092724552e-01 6.078012917279405514e+00 3.691221032674371827e+01
5.000000000000000000e+01 6.905125776695218709e-02 1.084074348568879465e-01 6.096205597999868608e+00 3.714533670798956422e+01
5.050000000000000000e+01 6.945830860507143378e-02 1.091197456099285840e-01 6.138213469721431892e+00 3.744788513936442342e+01
5.100000000000000000e+01 6.895990466869193758e-02 1.072818018606861851e-01 6.195970280427495425e+00 3.783495791162437172e+01
5.150000000000000000e+01 6.696604094771103910e-02 1.070609516788269128e-01 6.208447275636739704e+00 3.816556979556406048e+01
5.200000000000000000e+01 6.820211637702221219e-02 1.063408685176807505e-01 6.296364482083589564e+00 3.847484634720228058e+01
5.250000000000000000e+01 6.762198713631806246e-02 1.063864941970630446e-01 6.353194687265632190e+00 3.869656474765437082e+01
5.300000000000000000e+01 6.662606937111112404e-02 1.090603304715412336e-01 6.377182547315768169e+00 3.900283706890213153e+01
5.350000000000000000e+01 6.957215474569584945e-02 1.081997898754662735e-01 6.450362188738101743e+00 3.919487008289048902e+01
5.400000000000000000e+01 6.984151163625269831e-02 1.088797859580042798e-01 6.528701904194834427e+00 3.943012923717100193e+01
5.450000000000000000e+01 6.668687134547413020e-02 1.046569556483477048e-01 6.579602874764158393e+00 3.965742333355215976e+01
5.500000000000000000e+01 6.849249783422001192e-02 1.083697923556434239e-01 6.640033560622733866e+00 3.987525688170224925e+01
5.550000000000000000e+01 6.701188203992806958e-02 1.074738536853956927e-01 6.687403058128544409e+00 4.013745882837744006e+01
5.600000000000000000e+01 6.843181639906407987e-02 1.054689304953203843e-01 6.749239365746570130e+00 4.041032707684829006e+01
5.650000000000000000e+01 6.880457897046113325e-02 1.080173616109510182e-01 6.839557634686226351e+00 4.069336419809788907e+01
5.700000000000000000e+01 6.750510915090122965e-02 1.083941791142754296e-01 6.891085991353071982e+00 4.089557450515275860e+01
5.750000000000000000e+01 6.992567048650795425e-02 1.089444891515873037e-01 6.952348766700180427e+00 4.115533048454651066e+01
5.800000000000000000e+01 6.779455175407943235e-02 1.066285202114801572e-01 7.014956871013374062e+00 4.143340740602030081e+01
5.850000000000000000e+01 6.813959691972544530e-02 1.080693004388005724e-01 7.058969237013193343e+00 4.177367036400645617e+01
5.900000000000000000e+01 7.127196709906001570e-02 1.063887690329718000e-01 7.071835240194731753e+00 4.202052418843881298e+01
5.950000000000000000e+01 6.989913793827785826e-02 1.100900823214906177e-01 7.127292603165007456e+00 4.228658579072921953e+01
6.000000000000000000e+01 6.844232446545983617e-02 1.071978958251267322e-01 7.173066928194523406e+00 4.246246826223352855e+01
6.050000000000000000e+01 6.825936729978263062e-02 1.091622249279710216e-01 7.174518056109988606e+00 4.264549173235192114e+01
6.100000000000000000e+01 6.797103263727340139e-02 1.102242848721537438e-01 7.205974598599852676e+00 4.289798817831307076e+01
6.150000000000000000e+01 6.643108672227869549e-02 1.067730654397677781e-01 7.240437599930579893e+00 4.302908222757183410e+01
6.200000000000000000e+01 6.845490766942631533e-02 1.078935713183732659e-01 7.296971605048004683e+00 4.317324138340868700e+01
6.250000000000000000e+01 6.983443167013082820e-02 1.068002508647529214e-01 7.327159042320133153e+00 4.339571970899500286e+01
6.300000000000000000e+01 6.816146394123637209e-02 1.047027738282181875e-01 7.331480490550966067e+00 4.363262148648564676e+01
6.350000000000000000e+01 6.717523205211062276e-02 1.076790263228529776e-01 7.393567604438032070e+00 4.376337609204936996e+01
6.400000000000000000e+01 6.756983918120904042e-02 1.127134769944646980e-01 7.419362529349826652e+00 4.396942681236658501e+01
6.450000000000000000e+01 6.937055566516035776e-02 1.096374006168367304e-01 7.478403348326316369e+00 4.412344589801421790e+01
6.500000000000000000e+01 6.899850886134209493e-02 1.063730393509846883e-01 7.516783435694232907e+00 4.435582026692981117e+01
6.550000000000000000e+01 6.829670793350366143e-02 1.052007173747445262e-01 7.538801164434481450e+00 4.451140375406291128e+01
6.600000000000000000e+01 6.928740584010228964e-02 1.099027373392987561e-01 7.616790394175569467e+00 4.467721517405594511e+01
6.650000000000000000e+01 6.855345166644737087e-02 1.051587840000731133e-01 7.599143424301787242e+00 4.489508787840562576e+01
6.700000000000000000e+01 6.738325935252377497e-02 1.081070793079736553e-01 7.605841831130295105e+00 4.511655038058610501e+01
6.750000000000000000e+01 7.049860641266472716e-02 1.065913144755490510e-01 7.628784627810094143e+00 4.537456276139570832e+01
6.800000000000000000e+01 6.862900823084248925e-02 1.060322183727472750e-01 7.619342679168700450e+00 4.554713507436237308e+01
6.850000000000000000e+01 6.850353054017596643e-02 1.109507624618768229e-01 7.631011713967415844e+00 4.576575012566583212e+01
6.900000000000000000e+01 6.827014793382246705e-02 1.073159001454879052e-01 7.645458108240895001e+00 4.602265022295060959e+01
6.950000000000000000e+01 6.752267466644641669e-02 1.070685427820117497e-01 7.680775571426116777e+00 4.629707659282325238e+01
7.000000000000000000e+01 6.736669744930200154e-02 1.115960854559882448e-01 7.697847112685486159e+00 4.659710433046986822e+01
7.050000000000000000e+01 6.876938680433823670e-02 1.104488771241911998e-01 7.772659066410129824e+00 4.682118672140736493e+01
7.100000000000000000e+01 6.958169509455483515e-02 1.094586301472406098e-01 7.793523283749124175e+00 4.705977009839708103e+01
7.150000000000000000e+01 6.943133318416790101e-02 1.083713514243740683e-01 7.878166922753328194e+00 4.731560895526547483e+01
7.200000000000000000e+01 6.756208848349301577e-02 1.094735610013264498e-01 7.910607459030779331e+00 4.762225576453059261e+01
7.250000000000000000e+01 6.906235475176991656e-02 1.071157785750737473e-01 7.989294602357550623e+00 4.789111747192127666e+01
7.300000000000000000e+01 6.874959511926199973e-02 1.087896800384501872e-01 8.022106582950378595e+00 4.816627654473847286e+01
7.350000000000000000e+01 6.816399231875924780e-02 1.104951260817577524e-01 8.028937620764466487e+00 4.846787386324602664e+01
7.400000000000000000e+01 6.777397129667406261e-02 1.085438673917960284e-01 8.057721471565621130e+00 4.881812167500280708e+01
7.450000000000000000e+01 6.688823734371303342e-02 1.073764739155325526e-01 8.088781698215342431e+00 4.912283923108932271e+01
7.500000000000000000e+01 6.824444529866766085e-02 1.105067244551443534e-01 8.124518365565142730e+00 4.931909045638313671e+01
7.550000000000000000e+01 7.119251020007408282e-02 1.079885815940740956e-01 8.200316389585912802e+00 4.968342421072379267e+01
7.600000000000000000e+01 6.963302140289104325e-02 1.054271705730911585e-01 8.227918043214353716e+00 4.996869216671852598e+01
7.650000000000000000e+01 7.025119767410979710e-02 1.092227545879821821e-01 8.257279073651153212e+00 5.026252358972057266e+01
7.700000000000000000e+01 6.802103464149963918e-02 1.096486012790646031e-01 8.324944042321007487e+00 5.058490165529376270e+01
7.750000000000000000e+01 6.861786036456167526e-02 1.056049803591381925e-01 8.358486415973526817e+00 5.091784108004191012e+01
7.800000000000000000e+01 6.951304648141265474e-02 1.048273261461709904e-01 8.438216975914281548e+00 5.121151947754670886e+01
7.850000000000000000e+01 7.048029796971726213e-02 1.086541532106398839e-01 8.482086778050925702e+00 5.158170095221800011e+01
7.900000000000000000e+01 6.922805242993301800e-02 1.053276780994787526e-01 8.569752489290864972e+00 5.191727114070480553e+01
7.950000000000000000e+01 7.014937036795827752e-02 1.069348221985096659e-01 8.671391649279891922e+00 5.232373451134804299e+01
8.000000000000000000e+01 6.870964165294557446e-02 1.093423153884414550e-01 8.757616319885451972e+00 5.258650262355427429e+01
8.050000000000000000e+01 6.672844608791045351e-02 1.070575887757462680e-01 8.803753037512324298e+00 5.286914077800827272e+01
8.100000000000000000e+01 6.890609550978343822e-02 1.074870290450336274e-01 8.830214559907721750e+00 5.318441944276674604e+01
8.150000000000000000e+01 6.720730205500748122e-02 1.085821240186846115e-01 8.926783268333032595e+00 5.348073534411066987e+01
8.200000000000000000e+01 6.799038835624532373e-02 1.097387890543754796e-01 8.956558050279625149e+00 5.383830850367065324e+01
8.250000000000000000e+01 6.932522002440119624e-02 1.071209744321107715e-01 8.991207443884507100e+00 5.421679937652533710e+01
8.300000000000000000e+01 6.916079445325842845e-02 1.077352172781273626e-01 9.014732285859800243e+00 5.455523008950164154e+01
8.350000000000000000e+01 6.905287616019491204e-02 1.087270874785607189e-01 9.056094330471282206e+00 5.492797281369595908e+01
8.400000000000000000e+01 6.951841268552139130e-02 1.052560565811703069e-01 9.087917709246534415e+00 5.531764600460241610e+01
8.450000000000000000e+01 7.067029590412912676e-02 1.094591055822072279e-01 9.130679609995526747e+00 5.573870888826312608e+01
8.500000000000000000e+01 6.893092537220137095e-02 1.067708153377159991e-01 9.175549619279419034e+00 5.606944485774489806e+01
8.550000000000000000e+01 6.825106088413535055e-02 1.083861445850376054e-01 9.245739100887680806e+00 5.647897115414544089e+01
8.600000000000000000e+01 6.737526286636569273e-02 1.089466099034612501e-01 9.309020258213228871e+00 5.676688681580517937e+01
8.650000000000000000e+01 6.891265109292170343e-02 1.079399087512048494e-01 9.369390454699756177e+00 5.712087803084318693e+01
8.700000000000000000e+01 6.921741950987189695e-02 1.118781285697060951e-01 9.440613108396970432e+00 5.742827807902584425e+01
8.750000000000000000e+01 6.807371209110106569e-02 1.099740824543740531e-01 9.455274197598225072e+00 5.774347073910679740e+01
8.800000000000000000e+01 7.077525239003774893e-02 1.117606195904905925e-01 9.507966512124820468e+00 5.803558840420787135e+01
8.850000000000000000e+01 7.059422857960727382e-02 1.108474912101208576e-01 9.529396999134783997e+00 5.833400958182092921e+01
8.900000000000000000e+01 6.780346224331067206e-02 1.102343851038548733e-01 9.563578658862489590e+00 5.871647077972632900e+01
8.950000000000000000e+01 6.919533457004539700e-02 1.079427051181543196e-01 9.611832313141482231e+00 5.914158794578825962e+01
9.000000000000000000e+01 6.836224699909161651e-02 1.054407357090840353e-01 9.627525540595216924e+00 5.949432742493430482e+01
9.050000000000000000e+01 6.802708331939394393e-02 1.071530610685605955e-01 9.611792331374111598e+00 5.982675250839306358e+01
9.100000000000000000e+01 6.711494419196360750e-02 1.077154973760424683e-01 9.625614753698714665e+00 6.019675218842846220e+01
9.150000000000000000e+01 6.885425144127467478e-02 1.071403761073596445e-01 9.636013203192179688e+00 6.063571198898405612e+01
9.200000000000000000e+01 6.956833359589979782e-02 1.068627888791192082e-01 9.669943731939172338e+00 6.102566655108784488e+01
9.250000000000000000e+01 6.720451727036476364e-02 1.082892763993920926e-01 9.709397039756041181e+00 6.142620322908111063e+01
9.300000000000000000e+01 6.989122215498098922e-02 1.087660792926235520e-01 9.720905954771019708e+00 6.175489483331280383e+01
9.350000000000000000e+01 6.921651127229833111e-02 1.087824114771689388e-01 9.730990982578097359e+00 6.214150772668592282e+01
9.400000000000000000e+01 6.789289483434883532e-02 1.057551712682406608e-01 9.836700548640603614e+00 6.255923373670385956e+01
9.450000000000000000e+01 6.938603521112807204e-02 1.110086323637195227e-01 9.832342769001481741e+00 6.291444623563498340e+01
9.500000000000000000e+01 7.052155857803206473e-02 1.082467181874904594e-01 9.904624706230364950e+00 6.330686264261726137e+01
9.550000000000000000e+01 6.906209021022902128e-02 1.053462879123664292e-01 9.945436470649555716e+00 6.376734264310680800e+01
9.600000000000000000e+01 6.868770252459893699e-02 1.041582165925897807e-01 1.001627882422571325e+01 6.413999455659580917e+01
9.650000000000000000e+01 6.877329902010705098e-02 1.082580371197247870e-01 1.004379498746961552e+01 6.458279928947000315e+01
9.700000000000000000e+01 6.941044327589900031e-02 1.083255449368783624e-01 1.007113457507666254e+01 6.505297575262001430e+01
9.750000000000000000e+01 6.912814112151609292e-02 1.051009314692955832e-01 1.015446765852693112e+01 6.549543052912210328e+01
9.800000000000000000e+01 7.018648274183908464e-02 1.088693815521839248e-01 1.021221853038995064e+01 6.591802479513862068e+01
9.850000000000000000e+01 6.867077590283744704e-02 1.053140378735429594e-01 1.023545778589200062e+01 6.640880657423826960e+01
9.900000000000000000e+01 6.662721784696855332e-02 1.061038435287030013e-01 1.029582211274216341e+01 6.693034841315341055e+01
9.950000000000000000e+01 7.121994210576036710e-02 1.081030759815668346e-01 1.026584153070309391e+01 6.727782551497925567e+01
1.000000000000000000e+02 6.942136697194466188e-02 1.082249205767102374e-01 1.037327391180160596e+01 6.761585264983138188e+01
1.005000000000000000e+02 7.047340665669231397e-02 1.062524758996922919e-01 1.040233827726106597e+01 6.805394819151399588e+01
1.010000000000000000e+02 6.974059326620478394e-02 1.093669661722093817e-01 1.039660059064489417e+01 6.854482365331081439e+01
1.015000000000000000e+02 7.018650910115564745e-02 1.084750570348228110e-01 1.046300241246580853e+01 6.891754610516819923e+01
1.020000000000000000e+02 6.830199073955282862e-02 1.069411732664610620e-01 1.054123776508048849e+01 6.927435126293931944e+01
1.025000000000000000e+02 7.000064469544756141e-02 1.068447672925926101e-01 1.058983141267345118e+01 6.967596293653842565e+01
1.030000000000000000e+02 6.935560192478765207e-02 1.108960886115830102e-01 1.065479039868930933e+01 7.009297499163399436e+01
1.035000000000000000e+02 6.755012819907267596e-02 1.071724564086553172e-01 1.068475208550525757e+01 7.050641554796357013e+01
1.040000000000000000e+02 6.837804742529003665e-02 1.050447869224284542e-01 1.074660831365540226e+01 7.096563619806508427e+01
1.045000000000000000e+02 7.055116013026317690e-02 1.102236698688080357e-01 1.081105414381628727e+01 7.133481077568600881e+01
1.050000000000000000e+02 6.943572343168086247e-02 1.059019562659178904e-01 1.085744521648631533e+01 7.178456602155475252e+01
1.055000000000000000e+02 6.935326526364342381e-02 1.076187328211628130e-01 1.091562687776387008e+01 7.214615929960208973e+01
1.060000000000000000e+02 7.180517156532195688e-02 1.070584727189294316e-01 1.098590101208543679e+01 7.254039806613575081e+01
1.065000000000000000e+02 6.958675195574534622e-02 1.066411743178571625e-01 1.104258142970186363e+01 7.299347778118161045e+01
1.070000000000000000e+02 6.936242258477079425e-02 1.068012971156954011e-01 1.105340770932022387e+01 7.345136313730978372e+01
1.075000000000000000e+02 7.039372069012443667e-02 1.103495581526438424e-01 1.110939771381120700e+01 7.386577199883390676e+01
1.080000000000000000e+02 6.764116913665371711e-02 1.085895642710505843e-01 1.118946299034767833e+01 7.424607443807850871e+01
1.085000000000000000e+02 7.091257941806856924e-02 1.070287687152648159e-01 1.125645716153962539e+01 7.467802700169156083e+01
1.090000000000000000e+02 6.911599531488699100e-02 1.064727284105221744e-01 1.131917527061719575e+01 7.507254818604165791e+01
1.095000000000000000e+02 6.897443485748831760e-02 1.099596318900155911e-01 1.130775037196323751e+01 7.554813742826834755e+01
1.100000000000000000e+02 7.053765277361437325e-02 1.079568388886807256e-01 1.137899107747142935e+01 7.600573828950714983e+01
1.105000000000000000e+02 7.040840399382813919e-02 1.087457181070312362e-01 1.134731408763652993e+01 7.642897347776461459e+01
1.110000000000000000e+02 7.089002034159502807e-02 1.069532706331509098e-01 1.139803186008405689e+01 7.686592798512911884e+01
1.115000000000000000e+02 6.903845443474181109e-02 1.056021423946009313e-01 1.146384213696412502e+01 7.725545723843022472e+01
1.120000000000000000e+02 6.968003493602194232e-02 1.085539090306186505e-01 1.151431778891813096e+01 7.765129578202763128e+01
1.125000000000000000e+02 6.825550012586209525e-02 1.055605601888714856e-01 1.162164313857118003e+01 7.803016918981361982e+01
1.130000000000000000e+02 7.169286306407844644e-02 1.092958782439215765e-01 1.165209333690213178e+01 7.851626141495670197e+01
1.135000000000000000e+02 7.004510141758242547e-02 1.089361761384615435e-01 1.171187617050948759e+01 7.897653472784178064e+01
1.140000000000000000e+02 7.016256802749412658e-02 1.079447668264728877e-01 1.177972994733359258e+01 7.937817091966394401e+01
1.145000000000000000e+02 6.878371732641511138e-02 1.071822137139150921e-01 1.182851255432375659e+01 7.981609218033017328e+01
