# image  E(eV)  dE_from_IS(eV)
0.0000  -2398.157466  +0.0000
0.0526  -2397.889039  +0.2684
0.1053  -2397.795456  +0.3620
0.1579  -2397.808758  +0.3487
0.2105  -2397.820080  +0.3374
0.2632  -2397.827717  +0.3297
0.3158  -2397.830337  +0.3271
0.3684  -2397.829982  +0.3275
0.4211  -2397.820931  +0.3365
0.4737  -2397.784932  +0.3725
0.5263  -2397.732616  +0.4249
0.5789  -2397.714082  +0.4434
0.6316  -2397.773719  +0.3837
0.6842  -2398.007508  +0.1500
0.7368  -2398.275197  -0.1177
0.7895  -2398.508096  -0.3506
0.8421  -2398.666057  -0.5086
0.8947  -2398.893290  -0.7358
0.9474  -2398.820951  -0.6635
1.0000  -2398.866654  -0.7092
