# Hastelloy N H MSD — Notebook 11
# columns: t_ps  MSD_300K  MSD_400K  MSD_600K  MSD_800K  MSD_1000K MSD_1200K  (Å²)
# t_ps  MSD_300K  MSD_400K  MSD_600K  MSD_800K MSD_1000K MSD_1200K
1.640000000000000000e+02 7.218295737604434048e-02 1.044065369808184068e-01 1.072620632739513979e+01 8.403439438322324406e+01 9.254299320672415661e+02 1.260884199442501540e+03
1.645000000000000000e+02 7.166992532926622084e-02 1.049796474900170501e-01 1.073969800118097417e+01 8.436111040776603431e+01 9.279717123475841163e+02 1.266824764873096910e+03
1.650000000000000000e+02 7.224468970708797233e-02 1.004115640138343313e-01 1.076180660970580583e+01 8.467671776216123192e+01 9.303500939605432905e+02 1.272829005003585507e+03
1.655000000000000000e+02 7.279072679247862443e-02 1.042576591415384363e-01 1.077834369482521382e+01 8.501464697783993074e+01 9.326382960290475239e+02 1.278874163347534022e+03
1.660000000000000000e+02 7.124434099264329023e-02 1.026356515733960473e-01 1.078828947575440544e+01 8.532937760992928133e+01 9.348066192722245660e+02 1.284688053888303557e+03
1.665000000000000000e+02 7.498293533535957400e-02 1.046011935586472485e-01 1.080624534664940128e+01 8.568533329400800369e+01 9.370437838785591111e+02 1.290713573518193243e+03
1.670000000000000000e+02 7.330819360831189457e-02 1.037108721188517574e-01 1.082638775682390708e+01 8.603250949653529744e+01 9.392206443421069935e+02 1.296781391435305068e+03
1.675000000000000000e+02 7.270951758344766647e-02 1.071700209609777188e-01 1.084215232361054682e+01 8.637401322394826764e+01 9.414211201637483555e+02 1.302728116052803898e+03
1.680000000000000000e+02 7.225021076446350166e-02 1.050019269323605037e-01 1.084738174077330441e+01 8.671194010828416765e+01 9.435764397492984017e+02 1.308816994393180721e+03
1.685000000000000000e+02 7.080423802878006712e-02 1.039330581698453410e-01 1.086273272992482752e+01 8.703009428066711450e+01 9.452836857579753769e+02 1.314835622690663740e+03
1.690000000000000000e+02 7.044734694488392901e-02 1.028380250165090021e-01 1.088008143012785922e+01 8.738964499377831885e+01 9.468781907284374029e+02 1.321060865921219829e+03
1.695000000000000000e+02 7.176408270955250690e-02 1.055291851456970353e-01 1.089404133962246135e+01 8.778847982800236593e+01 9.486196464086436890e+02 1.327013617732054172e+03
1.700000000000000000e+02 7.281107602489232666e-02 1.051639041379845013e-01 1.090901608369104103e+01 8.812326941327056318e+01 9.502376645901067604e+02 1.332860081994764869e+03
1.705000000000000000e+02 7.310506827870690005e-02 1.057714875997413789e-01 1.093249601259594783e+01 8.840662469345998886e+01 9.517902002482180706e+02 1.338604904451029824e+03
1.710000000000000000e+02 7.169286450267473021e-02 1.026928079173425323e-01 1.094909619964823122e+01 8.867189724642226167e+01 9.533553015048454427e+02 1.344424038535435329e+03
1.715000000000000000e+02 7.074292243557857296e-02 1.033922812006044800e-01 1.096688890025535379e+01 8.894552840573177832e+01 9.550199173811331548e+02 1.350365177800913216e+03
1.720000000000000000e+02 7.189244401590320910e-02 1.049124440313742301e-01 1.098748846769429655e+01 8.927302865058005921e+01 9.567016143473738339e+02 1.356130143663694298e+03
1.725000000000000000e+02 7.368547155579584229e-02 1.040878835024221238e-01 1.100158486513070955e+01 8.964046301973660036e+01 9.582039347420850390e+02 1.361903235602580480e+03
1.730000000000000000e+02 7.232883340199132427e-02 1.027254821735064799e-01 1.102261977305255591e+01 8.998574726056205009e+01 9.592393681015581706e+02 1.367909218139410996e+03
1.735000000000000000e+02 7.136444787954940305e-02 1.022316286266897883e-01 1.102954705936143753e+01 9.030394795108152550e+01 9.601433587699875716e+02 1.374036004075964456e+03
1.740000000000000000e+02 7.297971229575021812e-02 1.025180183039028498e-01 1.104275266270780520e+01 9.061013535737062341e+01 9.610597745719534259e+02 1.380177287883185045e+03
1.745000000000000000e+02 7.203926806684027295e-02 1.028083543481770612e-01 1.106434533841657952e+01 9.094039625411843986e+01 9.620451966771316847e+02 1.386269775575872245e+03
1.750000000000000000e+02 7.268932248401391294e-02 1.039261945242397761e-01 1.108425831958705388e+01 9.123119452969704923e+01 9.627179809006074720e+02 1.392449409486133845e+03
1.755000000000000000e+02 7.125770591713043167e-02 1.034503531428695444e-01 1.109867518345173920e+01 9.154309200328960117e+01 9.632411728882767648e+02 1.398577161152443978e+03
1.760000000000000000e+02 7.280480052158397331e-02 1.016206081228894775e-01 1.111480201355691833e+01 9.173998105450499452e+01 9.636834615401918427e+02 1.404823325105881167e+03
1.765000000000000000e+02 7.095820864024388053e-02 1.030688768405923356e-01 1.113309639556437247e+01 9.188250052050031513e+01 9.643164504612550445e+02 1.410846714218346960e+03
1.770000000000000000e+02 7.051487110619006349e-02 1.040754872650392210e-01 1.114274918589895336e+01 9.205557778926571189e+01 9.649933498717361999e+02 1.416969993531608452e+03
1.775000000000000000e+02 7.044769382076790376e-02 1.063955425444153835e-01 1.115289340279031371e+01 9.213359083745969258e+01 9.657626342658196563e+02 1.423057582711541045e+03
1.780000000000000000e+02 6.820379108847161864e-02 1.047191830994759765e-01 1.117159991068183267e+01 9.221543000738387263e+01 9.664431141225418287e+02 1.429179412367273244e+03
1.785000000000000000e+02 7.273155023076922909e-02 1.045229223026223619e-01 1.118737138106293649e+01 9.230986165076879502e+01 9.671779808339802003e+02 1.435319666814920311e+03
1.790000000000000000e+02 7.224746672650918244e-02 1.023245115075240436e-01 1.120053544006211688e+01 9.238734794693208130e+01 9.680393277636402445e+02 1.441430188757636415e+03
1.795000000000000000e+02 7.063185804728547290e-02 1.017683373369527022e-01 1.122474930179439490e+01 9.242728713863117207e+01 9.689362039553024033e+02 1.447561686790891372e+03
1.800000000000000000e+02 7.188442826634530713e-02 1.019155580878177147e-01 1.124201871131323394e+01 9.250667844771373893e+01 9.699094871332159755e+02 1.453829181769435763e+03
1.805000000000000000e+02 7.256547943149123381e-02 1.025482949728070275e-01 1.126878868808272038e+01 9.259731842235581212e+01 9.707562799755845617e+02 1.460188908944394143e+03
1.810000000000000000e+02 7.281935168068481845e-02 1.029109380372256188e-01 1.129364939058762118e+01 9.268177514761937630e+01 9.715001393024432446e+02 1.466422577817854744e+03
1.815000000000000000e+02 7.126169588629173435e-02 1.022578241979789221e-01 1.132880340845149369e+01 9.276385823367054684e+01 9.722752507976043717e+02 1.472594873864409010e+03
1.820000000000000000e+02 7.148096558021106717e-02 1.037399513501319342e-01 1.135490587774538263e+01 9.281739822423097053e+01 9.731973844113229006e+02 1.478721195589093668e+03
1.825000000000000000e+02 7.204809725325704572e-02 1.063032793448063368e-01 1.139462703524524478e+01 9.288500499226412899e+01 9.737140441841559095e+02 1.484859702033873191e+03
1.830000000000000000e+02 7.179794429665199706e-02 1.068491345474008730e-01 1.142451248725004476e+01 9.293788248786825079e+01 9.739617326926829719e+02 1.491156382429130872e+03
1.835000000000000000e+02 7.161880836058200084e-02 1.039121944460317110e-01 1.144996193802416329e+01 9.299829056487139667e+01 9.742657478785652074e+02 1.497484258231415879e+03
1.840000000000000000e+02 7.131459238923212873e-02 1.013950244493380254e-01 1.147362098401244523e+01 9.308055389869470275e+01 9.745457307078876283e+02 1.503482934584190616e+03
1.845000000000000000e+02 7.109975695547703090e-02 1.080347962770317749e-01 1.151101773887712021e+01 9.313395564552263295e+01 9.748165749007389422e+02 1.509291710986895168e+03
1.850000000000000000e+02 7.134921040282936333e-02 1.055632950736516279e-01 1.153886369386065347e+01 9.320333265516936194e+01 9.750695034262661238e+02 1.515220166443481048e+03
1.855000000000000000e+02 7.395763457973450472e-02 1.067662852877876017e-01 1.156756885878239061e+01 9.329816919145775955e+01 9.751840129106066115e+02 1.520903543034225549e+03
1.860000000000000000e+02 7.258398058343666637e-02 1.049811818558901710e-01 1.160065807460681953e+01 9.334908187336161234e+01 9.757672514857970327e+02 1.526534240732186163e+03
1.865000000000000000e+02 6.998560252828013584e-02 1.045710641268616931e-01 1.164194343290345834e+01 9.340475960097219854e+01 9.764228303757671483e+02 1.532214490587754881e+03
1.870000000000000000e+02 7.226199275439219860e-02 1.041204977708074381e-01 1.167610665545581128e+01 9.336129697056888688e+01 9.771401804378392626e+02 1.538004409061422621e+03
1.875000000000000000e+02 7.078281187104795702e-02 1.010888415142983943e-01 1.170639979841536338e+01 9.332324207822709639e+01 9.778382956075935226e+02 1.543680149934140900e+03
1.880000000000000000e+02 7.413197461111110942e-02 1.013088802121777793e-01 1.173793290027937886e+01 9.328101095132946341e+01 9.784909582258402452e+02 1.549302884437411194e+03
1.885000000000000000e+02 7.230828650951956482e-02 1.050795221238434024e-01 1.176887897513612025e+01 9.322910049433404822e+01 9.789798313682758817e+02 1.554783783752459613e+03
1.890000000000000000e+02 7.063455434479072592e-02 1.034876136317898349e-01 1.179223281139412194e+01 9.319599082193271045e+01 9.796535795058216536e+02 1.560266620740876988e+03
1.895000000000000000e+02 7.139424943208558250e-02 1.045791252877005389e-01 1.182689549521702155e+01 9.315381615793997128e+01 9.803346836218830731e+02 1.565727702596476547e+03
1.900000000000000000e+02 7.250201323978591739e-02 1.029586651908117739e-01 1.186338974496779741e+01 9.311863707492993569e+01 9.811974606222062221e+02 1.571072530025773403e+03
1.905000000000000000e+02 7.131952258383929266e-02 1.023794413155357103e-01 1.189691366779160830e+01 9.309292074918407423e+01 9.819384653002301775e+02 1.576444505401695778e+03
1.910000000000000000e+02 7.352680088900803712e-02 1.044225906639857093e-01 1.193080737050250129e+01 9.306598455174207629e+01 9.827185985652982936e+02 1.581802038010494016e+03
1.915000000000000000e+02 7.031425806583183058e-02 1.010063466595706588e-01 1.196841371417710143e+01 9.304475239002989895e+01 9.835264647592936171e+02 1.587325824970826034e+03
1.920000000000000000e+02 6.931019973294538783e-02 1.070471139538048400e-01 1.199869350305819182e+01 9.300488642823044927e+01 9.843993580978574300e+02 1.593180197682667085e+03
1.925000000000000000e+02 7.016955631944447880e-02 1.042824822009856683e-01 1.204453963333046751e+01 9.296085627634121806e+01 9.852121276909061862e+02 1.599219892274835274e+03
1.930000000000000000e+02 6.958429857955157616e-02 1.025853639661883365e-01 1.207813938004995435e+01 9.290531717748820029e+01 9.858648963629907485e+02 1.605382510522278153e+03
1.935000000000000000e+02 7.005208807351887002e-02 1.028211011521543983e-01 1.211953148911938705e+01 9.289224164862007171e+01 9.866674492961586793e+02 1.611186416683696280e+03
1.940000000000000000e+02 7.261157608724169710e-02 1.020841679105121275e-01 1.215411867862848183e+01 9.284972080584627463e+01 9.875588027242142743e+02 1.617107815867618228e+03
1.945000000000000000e+02 7.224961397895683646e-02 1.029149690281474794e-01 1.219520810769910035e+01 9.282206056098819147e+01 9.883511875027953693e+02 1.622721879912797476e+03
1.950000000000000000e+02 7.405978273519353561e-02 1.005454487814581160e-01 1.223611456295373578e+01 9.279006217415920332e+01 9.891543864807948694e+02 1.628666370556993570e+03
1.955000000000000000e+02 7.185482955792792115e-02 1.061466626153153292e-01 1.227969889028027062e+01 9.281362958504948324e+01 9.898026396382537087e+02 1.634659702712606986e+03
1.960000000000000000e+02 7.123305091650135312e-02 1.054841461112714374e-01 1.232620231369260644e+01 9.289641660845229865e+01 9.903906213600437241e+02 1.640611591985212726e+03
1.965000000000000000e+02 7.017000402743682475e-02 1.044205094656137089e-01 1.236543244847617196e+01 9.297859951095618669e+01 9.910860032737280108e+02 1.646501322470804553e+03
1.970000000000000000e+02 7.098727547687441741e-02 1.019413910752484109e-01 1.239943428507000789e+01 9.303446359785691300e+01 9.917181054767105479e+02 1.652346515535097296e+03
1.975000000000000000e+02 7.247683501663652883e-02 1.047010576209764926e-01 1.244042687468471797e+01 9.310260370102436411e+01 9.923375456049500372e+02 1.658159444641988330e+03
1.980000000000000000e+02 7.313478539167420078e-02 1.020387274486877771e-01 1.247545995555692322e+01 9.315538666987234251e+01 9.928266934517223490e+02 1.664167220520970886e+03
1.985000000000000000e+02 7.140823569846013741e-02 1.026403867025362238e-01 1.251660328823143153e+01 9.322812180095765200e+01 9.932955627752738792e+02 1.670447744781577740e+03
1.990000000000000000e+02 7.043911185539439290e-02 1.013029653104261102e-01 1.254509665072683511e+01 9.327091961007634779e+01 9.937653472382902464e+02 1.676495483659238289e+03
1.995000000000000000e+02 7.409209035871143489e-02 1.015005505009981407e-01 1.257887359494537272e+01 9.330351826376694646e+01 9.941855027047769227e+02 1.682666650841790897e+03
2.000000000000000000e+02 7.199102103269755526e-02 1.022218102207992502e-01 1.262214641175095231e+01 9.334217383863661155e+01 9.945647112662463769e+02 1.688932789786160129e+03
2.005000000000000000e+02 7.199159154236364766e-02 1.011845379431818293e-01 1.266762670011890890e+01 9.336307808749637616e+01 9.950478113619578835e+02 1.695104033312816910e+03
2.010000000000000000e+02 7.261471195341219487e-02 1.024540068080072586e-01 1.269753386915341054e+01 9.341855418139901701e+01 9.954177557571952093e+02 1.701296565296300741e+03
2.015000000000000000e+02 7.355909597613842499e-02 1.020232533540983422e-01 1.273296067468142034e+01 9.341641716576637577e+01 9.960522172898245117e+02 1.707591439958568571e+03
2.020000000000000000e+02 7.064188802607110351e-02 1.041160712758432000e-01 1.277827565423919864e+01 9.343738666897856149e+01 9.966281540276813757e+02 1.713931671388922723e+03
2.025000000000000000e+02 7.214025844041971336e-02 1.040296076444342938e-01 1.282002371876350288e+01 9.344584126655392708e+01 9.971977813745229469e+02 1.720324589988124671e+03
2.030000000000000000e+02 7.148583164401825507e-02 1.009392359507762515e-01 1.285773314832109548e+01 9.346001451987677910e+01 9.980501382404776223e+02 1.726880172085858248e+03
2.035000000000000000e+02 7.146288756014626542e-02 1.027725358638939268e-01 1.289727229487696469e+01 9.345855692013034854e+01 9.988819377499069105e+02 1.733754581345817542e+03
2.040000000000000000e+02 6.822745427987189637e-02 1.028132323417200039e-01 1.293421346236193870e+01 9.354413504164531901e+01 9.996391234098070981e+02 1.740525285378231729e+03
2.045000000000000000e+02 7.135929855815020817e-02 1.036583208817765667e-01 1.297991720114047531e+01 9.361691954208961874e+01 1.000501412198055846e+03 1.747152746750812412e+03
2.050000000000000000e+02 7.132446989065079068e-02 1.006509138935838682e-01 1.302391426700348376e+01 9.366534958967687885e+01 1.001266748327109326e+03 1.753938630939547238e+03
2.055000000000000000e+02 6.975800946119267709e-02 1.027680521648623863e-01 1.305813814071302836e+01 9.374229426007281063e+01 1.002168985304214175e+03 1.760664643593455139e+03
2.060000000000000000e+02 7.189182707952251894e-02 1.026026280543617802e-01 1.310096119975032103e+01 9.381561257370597673e+01 1.003061275837842913e+03 1.767325875391785530e+03
2.065000000000000000e+02 7.190284332941176970e-02 1.001441670888786745e-01 1.312317659247794133e+01 9.390005383143473239e+01 1.004069200736609787e+03 1.774057137532196975e+03
2.070000000000000000e+02 6.898586735308187556e-02 9.957258541214350500e-02 1.316149318597120477e+01 9.394134111189262626e+01 1.005385432284201102e+03 1.780820339158100751e+03
2.075000000000000000e+02 7.077977398406996856e-02 1.013005040643646243e-01 1.319968007141906163e+01 9.401927055550039825e+01 1.006687790210190315e+03 1.787472603694901636e+03
2.080000000000000000e+02 7.253760068423963092e-02 1.016565589127188945e-01 1.324058268483133638e+01 9.412085013291118685e+01 1.007998704369579741e+03 1.794267543546545994e+03
2.085000000000000000e+02 7.097627964852400162e-02 1.025816876376383774e-01 1.326879839356928059e+01 9.419178630553763298e+01 1.009007421800225984e+03 1.801181927519303144e+03
2.090000000000000000e+02 6.974512222373036030e-02 1.031024351646352838e-01 1.329966288388559548e+01 9.426535636264497953e+01 1.009931097917074226e+03 1.808094876896658434e+03
2.095000000000000000e+02 6.997552242523107091e-02 1.026441406554528674e-01 1.333660700180961101e+01 9.432882121241385676e+01 1.010861909705657013e+03 1.814680377280698849e+03
2.100000000000000000e+02 7.032708541433858873e-02 1.014421920679925843e-01 1.335925336183959189e+01 9.444220035753033926e+01 1.011705520027985472e+03 1.821521092749815580e+03
2.105000000000000000e+02 7.305047500194446208e-02 1.024267194429629574e-01 1.338830825768694233e+01 9.451311486913606075e+01 1.012436937066280507e+03 1.827910734558014610e+03
2.110000000000000000e+02 7.023751214559777190e-02 1.018040062689527236e-01 1.340658030538396517e+01 9.460466203789304984e+01 1.013169207974771666e+03 1.834222895800191054e+03
2.115000000000000000e+02 6.972120391085344371e-02 9.960063828608532732e-02 1.343088860422551001e+01 9.469520300990139106e+01 1.013888401026074462e+03 1.840753552907819767e+03
2.120000000000000000e+02 7.065356872144847034e-02 1.041766751691736159e-01 1.344982525193973899e+01 9.478257795788780982e+01 1.014642744451224644e+03 1.847334432962158871e+03
2.125000000000000000e+02 7.010028944702599574e-02 1.023876567005576194e-01 1.346931587787964446e+01 9.488484320088760171e+01 1.015399160139487549e+03 1.853832867639322785e+03
2.130000000000000000e+02 7.322284752279069331e-02 1.008192980608371980e-01 1.347383233821311777e+01 9.499347971890237829e+01 1.016196575614825178e+03 1.860217720949310888e+03
2.135000000000000000e+02 7.095810676629422942e-02 1.011346340439478603e-01 1.347911466301052208e+01 9.511935255063680472e+01 1.016953054323429569e+03 1.866570202499830657e+03
2.140000000000000000e+02 7.013874326896551992e-02 9.939379837660762551e-02 1.348178435554939192e+01 9.522300268787179789e+01 1.017772050166767372e+03 1.872812933723905189e+03
2.145000000000000000e+02 7.022957786791045320e-02 1.011382848492537317e-01 1.348401401324281679e+01 9.534780002418953870e+01 1.018624231415577697e+03 1.878874246705862333e+03
2.150000000000000000e+02 7.184381676078430146e-02 1.014004503594771456e-01 1.349161395042399647e+01 9.542709063251142254e+01 1.019581873311340701e+03 1.884858904760830228e+03
2.155000000000000000e+02 7.275968908420561709e-02 1.027664603007476668e-01 1.350276127928700909e+01 9.554838105290981787e+01 1.020566951185933135e+03 1.891250533858595645e+03
2.160000000000000000e+02 7.232127028119737788e-02 9.896713669822262971e-02 1.350273667457034676e+01 9.565153515676855989e+01 1.021704091974075823e+03 1.897419112395904676e+03
2.165000000000000000e+02 7.137478623370784037e-02 1.014072838401685328e-01 1.350998947429185293e+01 9.579083968149164718e+01 1.022786087952839353e+03 1.903601959045317244e+03
2.170000000000000000e+02 7.265868277825678068e-02 1.034686001787253895e-01 1.351814467392792807e+01 9.590686261012793068e+01 1.023883734664285157e+03 1.910052096454018965e+03
2.175000000000000000e+02 7.183280160318948615e-02 9.883287528592871185e-02 1.351805300487213835e+01 9.607899763770024038e+01 1.024924983022630613e+03 1.916426231875519534e+03
2.180000000000000000e+02 7.192280535239435613e-02 9.848781963446008592e-02 1.352342931981417884e+01 9.622647229199912999e+01 1.025970664415995543e+03 1.922665166317153762e+03
2.185000000000000000e+02 7.123819565949249255e-02 1.014266365679511450e-01 1.352235366915178538e+01 9.632691869959641906e+01 1.026973894193960632e+03 1.928827016762133098e+03
2.190000000000000000e+02 7.105824598015052229e-02 1.041714048048918012e-01 1.351552068322586919e+01 9.643712355050436713e+01 1.028148156598969990e+03 1.934946682252082383e+03
2.195000000000000000e+02 7.168276882250471105e-02 1.037239755527307045e-01 1.351888836016073192e+01 9.654294915664112864e+01 1.029469767581496626e+03 1.941225977644029626e+03
2.200000000000000000e+02 6.976610380490104457e-02 9.984211705485389332e-02 1.351793336428680625e+01 9.668245712053102636e+01 1.030756790064206371e+03 1.947664596916508117e+03
2.205000000000000000e+02 7.091407591688676793e-02 1.023363858982075519e-01 1.351502313022858459e+01 9.680848754924100774e+01 1.032133177364781886e+03 1.954073963683003058e+03
2.210000000000000000e+02 7.082416665014162893e-02 1.008933883764872586e-01 1.351437889902162226e+01 9.691402725615147062e+01 1.033406419392643329e+03 1.960474822155775882e+03
2.215000000000000000e+02 7.201364339612477405e-02 1.001872875627598941e-01 1.350615767131616352e+01 9.703549269775938058e+01 1.034807360086115978e+03 1.966662930094067860e+03
2.220000000000000000e+02 7.247735229120150224e-02 1.002342063985808829e-01 1.350131319108713335e+01 9.714899178872349239e+01 1.036274946847553792e+03 1.972843574923591859e+03
2.225000000000000000e+02 7.128837462073865650e-02 1.060303125368371319e-01 1.347523614872490327e+01 9.726011399385036782e+01 1.037765580719348236e+03 1.978750918860748243e+03
2.230000000000000000e+02 7.331285866843602339e-02 1.013970463673933564e-01 1.346038147463668189e+01 9.738049709168851109e+01 1.039254679198118765e+03 1.984917141796936221e+03
2.235000000000000000e+02 7.215256032836811495e-02 9.676652979411763666e-02 1.345462959120009394e+01 9.746885806832128196e+01 1.040517991939183275e+03 1.991220782559247027e+03
2.240000000000000000e+02 7.278877643589744262e-02 9.867744749392212689e-02 1.343816654866106397e+01 9.759776716552347864e+01 1.041717030243727777e+03 1.997585911369266114e+03
2.245000000000000000e+02 7.105795561245246972e-02 9.816077913840304259e-02 1.342981599461359288e+01 9.771501583963372184e+01 1.042898889504791896e+03 2.004006616087099246e+03
2.250000000000000000e+02 7.075611488125593818e-02 9.789516232987630073e-02 1.342052053825109326e+01 9.782913806958740111e+01 1.044130853603426203e+03 2.010448914862231732e+03
2.255000000000000000e+02 7.136180791380949961e-02 1.023258809718094881e-01 1.340397701935019015e+01 9.791062175780417931e+01 1.045279754052990256e+03 2.016859408180397395e+03
2.260000000000000000e+02 7.156913938341277759e-02 9.944212576673021331e-02 1.339336011204795085e+01 9.801714405832397858e+01 1.046543984317219838e+03 2.022963169851038401e+03
2.265000000000000000e+02 7.368026855553436172e-02 1.015395428260496141e-01 1.337661779528540151e+01 9.812712322032732004e+01 1.047772704279672553e+03 2.029008629147360580e+03
2.270000000000000000e+02 6.960176304937917835e-02 1.040335001947469001e-01 1.337654612954164257e+01 9.820255052202982426e+01 1.048883354287650263e+03 2.035192295441536089e+03
2.275000000000000000e+02 7.022124989588909849e-02 1.036336173114722897e-01 1.336447111121366937e+01 9.824256788574216159e+01 1.049723538181123558e+03 2.041263862661260873e+03
2.280000000000000000e+02 7.287819956057417503e-02 1.027055902692823042e-01 1.336944516411837292e+01 9.831421115030032354e+01 1.050689453239832574e+03 2.047614938277376041e+03
2.285000000000000000e+02 7.121232714281609810e-02 1.006117471998084212e-01 1.335161484110335373e+01 9.843609270194524186e+01 1.051539614567481294e+03 2.054202424549771422e+03
2.290000000000000000e+02 7.281102362694150121e-02 1.017549148711408974e-01 1.334474184017670240e+01 9.857534113672680576e+01 1.052416048207403264e+03 2.060677663483051674e+03
2.295000000000000000e+02 7.450922561516314102e-02 9.904477931938580892e-02 1.334475019375268801e+01 9.871169917655709014e+01 1.053406451123802299e+03 2.067141622907342480e+03
2.300000000000000000e+02 7.141398272641692746e-02 9.858668956666664929e-02 1.333626033994092097e+01 9.885281403895574215e+01 1.054228303678355132e+03 2.074001479981175180e+03
2.305000000000000000e+02 6.975653237153846276e-02 1.007748367002884587e-01 1.331893714495124925e+01 9.896414789037241633e+01 1.055003734082683422e+03 2.080636414629517276e+03
2.310000000000000000e+02 7.214694465178056459e-02 9.800991175226179963e-02 1.331082717824975958e+01 9.910605939629883210e+01 1.055609739614814316e+03 2.087533267197928126e+03
2.315000000000000000e+02 7.226957576300578612e-02 9.905537681840076436e-02 1.329663125068429608e+01 9.923833436182039236e+01 1.056171968582702675e+03 2.094289550437656089e+03
2.320000000000000000e+02 6.924718919864997213e-02 9.590895469296044362e-02 1.329218415257887997e+01 9.940948182347462136e+01 1.056954881037825544e+03 2.100813523812848871e+03
2.325000000000000000e+02 7.205808765299227814e-02 1.005470761183397677e-01 1.328258184507596340e+01 9.957052903273898892e+01 1.057967168063030158e+03 2.107308335877179616e+03
2.330000000000000000e+02 7.042544212879227328e-02 1.031260848987439610e-01 1.325873623383159483e+01 9.975024895549255177e+01 1.058819974017264940e+03 2.113635020271332451e+03
2.335000000000000000e+02 7.152847575116055845e-02 1.024967916250483502e-01 1.324435008568288197e+01 9.989039315853878520e+01 1.059700621243056048e+03 2.119653249948300527e+03
2.340000000000000000e+02 6.855574272381413647e-02 1.011355204951597392e-01 1.322544287100048344e+01 1.000777366708295659e+02 1.060473587978102387e+03 2.125491936880763205e+03
2.345000000000000000e+02 7.267282568023256117e-02 1.036742117916666650e-01 1.318414195206695894e+01 1.002320536530991433e+02 1.061353812986212461e+03 2.131321060031292291e+03
2.350000000000000000e+02 7.184096351454899443e-02 1.010397213550921353e-01 1.314462800224626449e+01 1.004320121600685667e+02 1.062270952389116246e+03 2.137254910169193863e+03
2.355000000000000000e+02 7.206605624980583213e-02 1.004031530729126293e-01 1.310741112030669875e+01 1.006684577432279184e+02 1.063113773777199413e+03 2.143037280627197561e+03
2.360000000000000000e+02 7.185955259387755145e-02 1.007951936687074973e-01 1.307700210756336290e+01 1.008494725468324589e+02 1.064009406189781885e+03 2.148394424415396315e+03
2.365000000000000000e+02 7.115250468122567840e-02 1.000636964545719848e-01 1.305357659796060155e+01 1.010143551624870213e+02 1.064839418550963728e+03 2.153738933205562262e+03
2.370000000000000000e+02 7.163316165433300520e-02 9.956791859922102528e-02 1.302908899785871277e+01 1.012287474092549076e+02 1.065728228496624070e+03 2.159010254589983560e+03
2.375000000000000000e+02 7.133915240126706414e-02 1.032341672056530379e-01 1.299947547130087777e+01 1.014292967148953295e+02 1.066669193028793188e+03 2.164217398164445058e+03
2.380000000000000000e+02 7.404083222351220961e-02 1.039451785818536617e-01 1.297906619427151043e+01 1.016500999311041653e+02 1.067737900999230078e+03 2.169655851183065806e+03
2.385000000000000000e+02 7.258773142460936412e-02 1.020179151950195151e-01 1.294550329793056775e+01 1.018390174815175584e+02 1.068698013047807535e+03 2.175152709500477158e+03
2.390000000000000000e+02 7.108015898240470365e-02 1.004203450924731067e-01 1.292550402656334185e+01 1.020375231546711063e+02 1.069582792824607623e+03 2.180819735553338433e+03
2.395000000000000000e+02 7.266576232632093735e-02 9.704651323023481824e-02 1.290641110521399249e+01 1.022376697850598930e+02 1.070360683598918285e+03 2.186189670205883886e+03
2.400000000000000000e+02 7.276923366209599175e-02 1.007320239023506425e-01 1.289143736507061710e+01 1.024276802522965539e+02 1.071159450820879783e+03 2.191566097733102197e+03
2.405000000000000000e+02 7.055248332764704755e-02 1.029681960199019808e-01 1.287937189257794302e+01 1.026546340302985385e+02 1.071929698801603990e+03 2.196843743376744442e+03
2.410000000000000000e+02 7.136151886339550665e-02 9.879872321668302371e-02 1.287932307411628940e+01 1.028647700740884972e+02 1.072665381978762298e+03 2.202161652082387718e+03
2.415000000000000000e+02 7.315273455304520389e-02 1.003732286908644300e-01 1.287157757639302602e+01 1.030198038947365831e+02 1.073294449817763052e+03 2.207128898416673110e+03
2.420000000000000000e+02 7.066156276411011961e-02 9.999783574178958134e-02 1.285141163544060916e+01 1.031669019187003897e+02 1.073999697794003396e+03 2.212077028494098613e+03
2.425000000000000000e+02 7.361039750649606139e-02 1.013321486010826944e-01 1.285429144811919322e+01 1.033461615027326701e+02 1.074817422598741587e+03 2.216986642343210860e+03
2.430000000000000000e+02 7.376396473842365686e-02 1.000690771473891627e-01 1.285490006241941074e+01 1.035250509889291379e+02 1.075764256671771363e+03 2.221995985125149218e+03
2.435000000000000000e+02 7.085679811863905553e-02 1.003436336439842286e-01 1.285097387722672480e+01 1.036837154535621011e+02 1.076684716487785181e+03 2.227392545058720316e+03
2.440000000000000000e+02 6.885765330296150788e-02 9.971102023494568534e-02 1.285066249852862796e+01 1.038345022229632946e+02 1.077769631033926316e+03 2.232769715041960353e+03
2.445000000000000000e+02 7.373864730039526860e-02 9.679966575187749778e-02 1.283975876850563402e+01 1.040018580504595604e+02 1.078899096232330976e+03 2.237951271729551991e+03
2.450000000000000000e+02 7.312657002769534786e-02 1.007124431350148175e-01 1.283207001929525326e+01 1.041758469254852884e+02 1.080021928150678605e+03 2.243025817730346716e+03
2.455000000000000000e+02 7.538902010455444946e-02 1.029021791695049620e-01 1.282593098831811851e+01 1.044138593921651506e+02 1.081028814400455985e+03 2.247898239288176683e+03
2.460000000000000000e+02 7.402856435173438276e-02 9.891866230039642049e-02 1.282278086583756327e+01 1.046318869809766312e+02 1.082144951721099915e+03 2.252877753501726602e+03
